ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
BRK/B,BERKSHIRE HATH B,084670702,109406000.0,513789,12.557100685437774,2020-11-13,2020-09-30,0001376474-20-000286
N/A,"ALPHABET, INC",02079k107,57717000.0,39274,6.624482937511765,2020-11-13,2020-09-30,0001376474-20-000286
AAPL,APPLE INC,037833100,54083000.0,467000,6.207389689510002,2020-11-13,2020-09-30,0001376474-20-000286
ACN,ACCENTURE PLC,G1151C101,50855000.0,225034,5.836895191835348,2020-11-13,2020-09-30,0001376474-20-000286
BAC,BANK OF AMERICA,060505104,44363000.0,1841537,5.091774287590041,2020-11-13,2020-09-30,0001376474-20-000286
MA,MASTERCARD INC,57636Q104,42504000.0,125689,4.878407103210494,2020-11-13,2020-09-30,0001376474-20-000286
AXP,AMER EXPRESS,025816109,41832000.0,417280,4.801278137151829,2020-11-13,2020-09-30,0001376474-20-000286
GM,GENERAL MOTORS,37045V100,37408000.0,1264220,4.293512443932292,2020-11-13,2020-09-30,0001376474-20-000286
KMX,CARMAX INC,143130102,35882000.0,390405,4.118365416840743,2020-11-13,2020-09-30,0001376474-20-000286
WFC,WELLS FARGO,949746101,30487000.0,1296778,3.49915295867632,2020-11-13,2020-09-30,0001376474-20-000286
PYPL,PAYPAL HOLDINGS,70450Y103,30091000.0,152724,3.453701960820322,2020-11-13,2020-09-30,0001376474-20-000286
IT,GARTNER INC,366651107,27282000.0,218343,3.1312982916852223,2020-11-13,2020-09-30,0001376474-20-000286
AGCO,AGCO CORP,001084102,22892000.0,308224,2.627434956867462,2020-11-13,2020-09-30,0001376474-20-000286
JPM,JP MORGAN CHASE,46625H100,22119000.0,229755,2.5387136908505763,2020-11-13,2020-09-30,0001376474-20-000286
META,FACEBOOK INC-A,30303M102,21841000.0,83395,2.5068061721536883,2020-11-13,2020-09-30,0001376474-20-000286
N/A,SPX CORP.,784635104,18491000.0,398690,2.12230909433148,2020-11-13,2020-09-30,0001376474-20-000286
DIS,WALT DISNEY CO.,254687106,16016000.0,129075,1.8382403577314903,2020-11-13,2020-09-30,0001376474-20-000286
USB,US BANCORP,902973304,15287000.0,426413,1.7545692025874933,2020-11-13,2020-09-30,0001376474-20-000286
EVTC,"EVERTEC, INC",30040P103,14085000.0,405800,1.6166093555599423,2020-11-13,2020-09-30,0001376474-20-000286
XOM,EXXON MOBIL,30231G102,13963000.0,406735,1.6026067754123876,2020-11-13,2020-09-30,0001376474-20-000286
MSFT,MICROSOFT,594918104,13859000.0,65890,1.5906701497128324,2020-11-13,2020-09-30,0001376474-20-000286
L,LOEWS CORP,540424108,13789000.0,396805,1.5826358824150548,2020-11-13,2020-09-30,0001376474-20-000286
CTSH,COGNIZANT TECH,192446102,12633000.0,181975,1.449955696754615,2020-11-13,2020-09-30,0001376474-20-000286
GNTX,GENTEX CORP,371901109,12334000.0,479000,1.4156378978683941,2020-11-13,2020-09-30,0001376474-20-000286
ALLE,ALLEGION PLC,G0176J109,11129000.0,112519,1.27733372509951,2020-11-13,2020-09-30,0001376474-20-000286
DE,DEERE & COMPANY,244199105,10638000.0,48000,1.2209790787679566,2020-11-13,2020-09-30,0001376474-20-000286
MO,ALTRIA GROUP INC,02209S103,8733000.0,226000,1.0023322330212976,2020-11-13,2020-09-30,0001376474-20-000286
AKX,ANSYS INC,03662Q105,8385000.0,25625,0.9623904470266325,2020-11-13,2020-09-30,0001376474-20-000286
PSX,PHILLIPS 66,718546104,7736000.0,149228,0.887901311651524,2020-11-13,2020-09-30,0001376474-20-000286
SLB,SCHLUMBERGER,806857108,7535000.0,484235,0.8648314869821915,2020-11-13,2020-09-30,0001376474-20-000286
C,CITIGROUP,172967424,7279000.0,168839,0.8354490237217481,2020-11-13,2020-09-30,0001376474-20-000286
ABG,AMERISOURCEBERGEN,03073E105,7044000.0,72675,0.808476840650638,2020-11-13,2020-09-30,0001376474-20-000286
MCK,MCKESSON CORP,58155Q103,6851000.0,46000,0.7863252179581942,2020-11-13,2020-09-30,0001376474-20-000286
SHYF,SHYFT GROUP,825698103,6737000.0,356828,0.7732408397875281,2020-11-13,2020-09-30,0001376474-20-000286
N/A,SWEDBANK AB-A,4846523SE,6678000.0,425000,0.7664691002079728,2020-11-13,2020-09-30,0001376474-20-000286
N/A,MEDTRONIC PLC,585055106,6235000.0,60000,0.7156236657377523,2020-11-13,2020-09-30,0001376474-20-000286
SCHW,CHARLES SCHWAB,808513105,4843000.0,133675,0.5558565217590914,2020-11-13,2020-09-30,0001376474-20-000286
N/A,AIB GROUP PLC,BF0L353IE,3763000.0,3664477,0.43189925487909575,2020-11-13,2020-09-30,0001376474-20-000286
N/A,GOLDMAN SACHS,38141g104,3495000.0,17393,0.40113948865331905,2020-11-13,2020-09-30,0001376474-20-000286
N/A,BANK OF IRELAND,BD1RP61IE,2777000.0,1495668,0.31873086122754424,2020-11-13,2020-09-30,0001376474-20-000286
EXPD,EXPEDITERS INTERNATIONAL WASH,302130109,645000.0,7124,0.07403003438666403,2020-11-13,2020-09-30,0001376474-20-000286
BRK/A,BERKSHIRE HATH A,084670108,640000.0,2,0.0734561581511085,2020-11-13,2020-09-30,0001376474-20-000286
N/A,ORACLE CORP,68389x105,425000.0,7124,0.04877948002222049,2020-11-13,2020-09-30,0001376474-20-000286
WAB,WABTEC CORP,929740108,336000.0,5435,0.03856448302933196,2020-11-13,2020-09-30,0001376474-20-000286
DNOW,NOW INC,67011P100,145000.0,31867,0.01664241083111052,2020-11-13,2020-09-30,0001376474-20-000286
