ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
XOM,Exxon Mobil Corp,30231G102,1136017000.0,12573511,2.578428914141781,2013-08-12,2013-06-30,0001214659-13-004496
AAPL,Apple Inc,037833100,1047302000.0,2641166,2.377071609525663,2013-08-12,2013-06-30,0001214659-13-004496
MSFT,Microsoft Corp,594918104,759554000.0,21987388,1.7239671549387432,2013-08-12,2013-06-30,0001214659-13-004496
GE,General Electric Co,369604103,689626000.0,29738076,1.5652508882736262,2013-08-12,2013-06-30,0001214659-13-004496
N/A,Google Inc,38259P508,671657000.0,762926,1.5244664729363435,2013-08-12,2013-06-30,0001214659-13-004496
CVX,Chevron Corp,166764100,669429000.0,5656829,1.519409559509249,2013-08-12,2013-06-30,0001214659-13-004496
JNJ,Johnson & Johnson,478160104,655673000.0,7636534,1.4881874315455526,2013-08-12,2013-06-30,0001214659-13-004496
PG,Procter & Gamble Co/The,742718109,594574000.0,7780540,1.3495104326756864,2013-08-12,2013-06-30,0001214659-13-004496
WFC,Wells Fargo & Co,949746101,576417000.0,13966967,1.3082993118966204,2013-08-12,2013-06-30,0001214659-13-004496
IBM,IBM,459200101,560432000.0,2932512,1.2720180007960327,2013-08-12,2013-06-30,0001214659-13-004496
JPM,JPMorgan Chase & Co,46625H100,552690000.0,10545953,1.2544459075498176,2013-08-12,2013-06-30,0001214659-13-004496
PFE,Pfizer Inc,717081103,549716000.0,19785758,1.2476957906143686,2013-08-12,2013-06-30,0001214659-13-004496
T,AT&T Inc,00206R102,541919000.0,15503168,1.2299988633293337,2013-08-12,2013-06-30,0001214659-13-004496
KO,Coca-Cola Co/The,191216100,430516000.0,10733395,0.9771463828452065,2013-08-12,2013-06-30,0001214659-13-004496
C,Citigroup Inc,172967424,417422000.0,8703392,0.9474268027669397,2013-08-12,2013-06-30,0001214659-13-004496
BAC,Verizon Communications Inc,92343V104,411311000.0,8253513,0.9335566061991766,2013-08-12,2013-06-30,0001214659-13-004496
BAC,Bank of America Corp,060505104,406044000.0,31574195,0.9216020446998463,2013-08-12,2013-06-30,0001214659-13-004496
PM,Philip Morris International In,718172109,396857000.0,4581588,0.9007502207973691,2013-08-12,2013-06-30,0001214659-13-004496
MRK,Merck & Co Inc,58933Y105,395492000.0,8514355,0.8976520669248447,2013-08-12,2013-06-30,0001214659-13-004496
CSCO,Cisco Systems Inc,17275R102,378971000.0,15682659,0.8601541913732145,2013-08-12,2013-06-30,0001214659-13-004496
INTC,Intel Corp,458140100,353120000.0,14573649,0.8014799234181756,2013-08-12,2013-06-30,0001214659-13-004496
