date,PortfolioValue_etf
2020-05-07 00:00:00+00:00,831067.929443073
2020-05-08 00:00:00+00:00,831067.9294430731
2020-05-11 00:00:00+00:00,831067.9294430732
2020-05-12 00:00:00+00:00,831067.9294430732
2020-05-13 00:00:00+00:00,831067.9294430732
2020-05-14 00:00:00+00:00,831067.9294430732
2020-05-15 00:00:00+00:00,831067.9294430732
2020-05-18 00:00:00+00:00,831067.9294430733
2020-05-19 00:00:00+00:00,831067.9294430732
2020-05-20 00:00:00+00:00,840809.675379035
2020-05-21 00:00:00+00:00,840809.6753790348
2020-05-22 00:00:00+00:00,840809.6753790348
2020-05-26 00:00:00+00:00,840809.6753790347
2020-05-27 00:00:00+00:00,840809.6753790346
2020-05-28 00:00:00+00:00,841222.4134427052
2020-05-29 00:00:00+00:00,848004.4366705675
2020-06-01 00:00:00+00:00,852938.8281997364
2020-06-02 00:00:00+00:00,859333.7711272059
2020-06-03 00:00:00+00:00,867942.7993495195
2020-06-04 00:00:00+00:00,860774.0199502842
2020-06-05 00:00:00+00:00,875594.5618364505
2020-06-08 00:00:00+00:00,882616.113516873
2020-06-09 00:00:00+00:00,882616.113516873
2020-06-10 00:00:00+00:00,882352.043467974
2020-06-11 00:00:00+00:00,840623.8883606964
2020-06-12 00:00:00+00:00,851764.0399426282
2020-06-15 00:00:00+00:00,859871.4633320408
2020-06-16 00:00:00+00:00,871601.3677231367
2020-06-17 00:00:00+00:00,871772.9185999914
2020-06-18 00:00:00+00:00,873664.2299420884
2020-06-19 00:00:00+00:00,871004.2122273894
2020-06-22 00:00:00+00:00,877336.2137506267
2020-06-23 00:00:00+00:00,880731.2037780912
2020-06-24 00:00:00+00:00,860135.2084801466
2020-06-25 00:00:00+00:00,868266.8342088806
2020-06-26 00:00:00+00:00,850300.7139933531
2020-06-29 00:00:00+00:00,859441.0602376119
2020-06-30 00:00:00+00:00,870455.7294524872
2020-07-01 00:00:00+00:00,878952.7859119957
2020-07-02 00:00:00+00:00,881792.6459637377
2020-07-06 00:00:00+00:00,881792.6459637377
2020-07-07 00:00:00+00:00,881792.6459637377
2020-07-08 00:00:00+00:00,881792.6459637374
2020-07-09 00:00:00+00:00,881792.6459637374
2020-07-10 00:00:00+00:00,881792.6459637374
2020-07-13 00:00:00+00:00,881792.6459637373
2020-07-14 00:00:00+00:00,881792.645963737
2020-07-15 00:00:00+00:00,881792.6459637369
2020-07-16 00:00:00+00:00,881792.645963737
2020-07-17 00:00:00+00:00,881792.6459637369
2020-07-20 00:00:00+00:00,881792.6459637367
2020-07-21 00:00:00+00:00,881792.6459637366
2020-07-22 00:00:00+00:00,881792.6459637365
2020-07-23 00:00:00+00:00,881792.6459637363
2020-07-24 00:00:00+00:00,881792.6459637365
2020-07-27 00:00:00+00:00,881792.6459637363
2020-07-28 00:00:00+00:00,881792.6459637363
2020-07-29 00:00:00+00:00,881792.6459637365
2020-07-30 00:00:00+00:00,881792.6459637367
2020-07-31 00:00:00+00:00,881792.6459637368
2020-08-03 00:00:00+00:00,881792.6459637367
2020-08-04 00:00:00+00:00,881792.6459637368
2020-08-05 00:00:00+00:00,881792.6459637368
2020-08-06 00:00:00+00:00,881792.6459637368
2020-08-07 00:00:00+00:00,881792.6459637367
2020-08-10 00:00:00+00:00,881792.6459637367
2020-08-11 00:00:00+00:00,881792.6459637367
2020-08-12 00:00:00+00:00,881792.6459637368
2020-08-13 00:00:00+00:00,881792.645963737
2020-08-14 00:00:00+00:00,881792.6459637372
2020-08-17 00:00:00+00:00,881792.645963737
2020-08-18 00:00:00+00:00,881792.645963737
2020-08-19 00:00:00+00:00,878571.4446447635
2020-08-20 00:00:00+00:00,884445.8232872796
2020-08-21 00:00:00+00:00,884931.9075164238
2020-08-24 00:00:00+00:00,889411.31509917
2020-08-25 00:00:00+00:00,894858.1385818158
2020-08-26 00:00:00+00:00,907770.539612794
2020-08-27 00:00:00+00:00,906488.5863661828
2020-08-28 00:00:00+00:00,913415.5641730896
2020-08-31 00:00:00+00:00,912071.3747430088
2020-09-01 00:00:00+00:00,923183.751638683
2020-09-02 00:00:00+00:00,934560.207709158
2020-09-03 00:00:00+00:00,903254.318575175
2020-09-04 00:00:00+00:00,903254.318575175
2020-09-08 00:00:00+00:00,883184.0540687846
2020-09-09 00:00:00+00:00,899843.6840386374
2020-09-10 00:00:00+00:00,888022.2529553997
2020-09-11 00:00:00+00:00,886132.043948554
2020-09-14 00:00:00+00:00,897608.025197648
2020-09-15 00:00:00+00:00,905148.9588408454
2020-09-16 00:00:00+00:00,900851.5965022759
2020-09-17 00:00:00+00:00,893099.984960269
2020-09-18 00:00:00+00:00,886956.3336590936
2020-09-21 00:00:00+00:00,881488.1210290063
2020-09-22 00:00:00+00:00,892762.6736340999
2020-09-23 00:00:00+00:00,874346.9877822711
2020-09-24 00:00:00+00:00,874252.706191085
2020-09-25 00:00:00+00:00,888022.6443584842
2020-09-28 00:00:00+00:00,900208.6877013862
2020-09-29 00:00:00+00:00,898598.5344834648
2020-09-30 00:00:00+00:00,903151.5688945549
2020-10-01 00:00:00+00:00,912665.4365500521
2020-10-02 00:00:00+00:00,903092.6838270371
2020-10-05 00:00:00+00:00,915375.6766906832
2020-10-06 00:00:00+00:00,915375.6766906836
2020-10-07 00:00:00+00:00,915375.6766906837
2020-10-08 00:00:00+00:00,915375.6766906836
2020-10-09 00:00:00+00:00,915375.6766906839
2020-10-12 00:00:00+00:00,926725.7979893376
2020-10-13 00:00:00+00:00,926725.7979893378
2020-10-14 00:00:00+00:00,926725.7979893376
2020-10-15 00:00:00+00:00,926725.7979893375
2020-10-16 00:00:00+00:00,926725.7979893377
2020-10-19 00:00:00+00:00,926725.7979893377
2020-10-20 00:00:00+00:00,926725.7979893377
2020-10-21 00:00:00+00:00,926725.7979893378
2020-10-22 00:00:00+00:00,926725.7979893378
2020-10-23 00:00:00+00:00,926725.797989338
2020-10-26 00:00:00+00:00,926725.7979893379
2020-10-27 00:00:00+00:00,926725.7979893383
2020-10-28 00:00:00+00:00,926725.7979893385
2020-10-29 00:00:00+00:00,926725.7979893385
2020-10-30 00:00:00+00:00,926725.7979893386
2020-11-02 00:00:00+00:00,926725.7979893389
2020-11-03 00:00:00+00:00,926725.7979893391
2020-11-04 00:00:00+00:00,926725.7979893389
2020-11-05 00:00:00+00:00,926725.797989339
2020-11-06 00:00:00+00:00,926725.7979893391
2020-11-09 00:00:00+00:00,926725.7979893389
2020-11-10 00:00:00+00:00,926725.7979893386
2020-11-11 00:00:00+00:00,938720.1613693608
2020-11-12 00:00:00+00:00,938720.1613693605
2020-11-13 00:00:00+00:00,938720.1613693604
2020-11-16 00:00:00+00:00,938720.1613693604
2020-11-17 00:00:00+00:00,938720.1613693605
2020-11-18 00:00:00+00:00,938720.1613693608
2020-11-19 00:00:00+00:00,945755.8448652306
2020-11-20 00:00:00+00:00,942323.7550871808
2020-11-23 00:00:00+00:00,945494.5908233065
2020-11-24 00:00:00+00:00,951887.3145358028
2020-11-25 00:00:00+00:00,953649.5206202914
2020-11-27 00:00:00+00:00,959187.2283982808
2020-11-30 00:00:00+00:00,957491.960847817
2020-12-01 00:00:00+00:00,964810.6898166414
2020-12-02 00:00:00+00:00,964810.6898166415
2020-12-03 00:00:00+00:00,966059.9025388098
2020-12-04 00:00:00+00:00,973350.7210922572
2020-12-07 00:00:00+00:00,975464.0849665191
2020-12-08 00:00:00+00:00,978541.2979313993
2020-12-09 00:00:00+00:00,965884.1103539348
2020-12-10 00:00:00+00:00,969078.4693015863
2020-12-11 00:00:00+00:00,968979.0345012003
2020-12-14 00:00:00+00:00,968979.0345011998
2020-12-15 00:00:00+00:00,977583.7426346996
2020-12-16 00:00:00+00:00,981621.8053865347
2020-12-17 00:00:00+00:00,989686.6290844573
2020-12-18 00:00:00+00:00,989406.9504063842
2020-12-21 00:00:00+00:00,989628.3859557897
2020-12-22 00:00:00+00:00,993028.9090308389
2020-12-23 00:00:00+00:00,989900.5372912919
2020-12-24 00:00:00+00:00,991855.2313553316
2020-12-28 00:00:00+00:00,992047.0652194016
2020-12-29 00:00:00+00:00,990452.2293402955
2020-12-30 00:00:00+00:00,993811.1514348554
2020-12-31 00:00:00+00:00,995768.5436017303
2021-01-04 00:00:00+00:00,983768.3984397448
2021-01-05 00:00:00+00:00,992076.8899236455
2021-01-06 00:00:00+00:00,987918.680149096
2021-01-07 00:00:00+00:00,1006414.6163526876
2021-01-08 00:00:00+00:00,1015594.5009582943
2021-01-11 00:00:00+00:00,1015594.500958294
2021-01-12 00:00:00+00:00,1015594.5009582944
2021-01-13 00:00:00+00:00,1015594.5009582947
2021-01-14 00:00:00+00:00,1015594.5009582945
2021-01-15 00:00:00+00:00,1008848.7739685522
2021-01-19 00:00:00+00:00,1008848.773968552
2021-01-20 00:00:00+00:00,1008848.7739685519
2021-01-21 00:00:00+00:00,1008848.7739685519
2021-01-22 00:00:00+00:00,1008848.7739685519
2021-01-25 00:00:00+00:00,1008848.7739685518
2021-01-26 00:00:00+00:00,1008848.773968552
2021-01-27 00:00:00+00:00,1008848.7739685521
2021-01-28 00:00:00+00:00,1008848.7739685519
2021-01-29 00:00:00+00:00,1008848.7739685521
2021-02-01 00:00:00+00:00,1008848.7739685524
2021-02-02 00:00:00+00:00,1008848.7739685522
2021-02-03 00:00:00+00:00,1008848.7739685521
2021-02-04 00:00:00+00:00,1008848.7739685521
2021-02-05 00:00:00+00:00,1008848.7739685521
2021-02-08 00:00:00+00:00,1008848.7739685522
2021-02-09 00:00:00+00:00,1008848.7739685522
2021-02-10 00:00:00+00:00,1008848.7739685519
2021-02-11 00:00:00+00:00,1008848.773968552
2021-02-12 00:00:00+00:00,1008848.7739685521
2021-02-16 00:00:00+00:00,1008848.7739685519
2021-02-17 00:00:00+00:00,1008848.7739685518
2021-02-18 00:00:00+00:00,1003348.031841389
2021-02-19 00:00:00+00:00,1003348.0318413893
2021-02-22 00:00:00+00:00,987307.2259707707
2021-02-23 00:00:00+00:00,985301.2115519025
2021-02-24 00:00:00+00:00,993671.6224139868
2021-02-25 00:00:00+00:00,993671.6224139864
2021-02-26 00:00:00+00:00,994168.2723668189
2021-03-01 00:00:00+00:00,1016144.2366355056
2021-03-02 00:00:00+00:00,1006387.4461729542
2021-03-03 00:00:00+00:00,986386.0840843909
2021-03-04 00:00:00+00:00,986386.0840843911
2021-03-05 00:00:00+00:00,998029.5804879192
2021-03-08 00:00:00+00:00,998029.5804879189
2021-03-09 00:00:00+00:00,1019794.9478351139
2021-03-10 00:00:00+00:00,1023669.3343855111
2021-03-11 00:00:00+00:00,1040971.2968405924
2021-03-12 00:00:00+00:00,1037981.3543758648
2021-03-15 00:00:00+00:00,1043844.1319066607
2021-03-16 00:00:00+00:00,1043151.2048108876
2021-03-17 00:00:00+00:00,1043959.8179890863
2021-03-18 00:00:00+00:00,1024557.0332925683
2021-03-19 00:00:00+00:00,1026811.3745128696
2021-03-22 00:00:00+00:00,1034661.4416965019
2021-03-23 00:00:00+00:00,1028760.7346582484
2021-03-24 00:00:00+00:00,1017133.8101542345
2021-03-25 00:00:00+00:00,1020145.236184746
2021-03-26 00:00:00+00:00,1035128.2796280135
2021-03-29 00:00:00+00:00,1031446.002380321
2021-03-30 00:00:00+00:00,1030202.7058167815
2021-03-31 00:00:00+00:00,1037972.4926993914
2021-04-01 00:00:00+00:00,1051488.6235553464
2021-04-05 00:00:00+00:00,1061990.742784086
2021-04-06 00:00:00+00:00,1064924.3511540745
2021-04-07 00:00:00+00:00,1063471.2099950607
2021-04-08 00:00:00+00:00,1063471.2099950607
2021-04-09 00:00:00+00:00,1063471.2099950607
2021-04-12 00:00:00+00:00,1063471.2099950607
2021-04-13 00:00:00+00:00,1063471.209995061
2021-04-14 00:00:00+00:00,1063471.2099950607
2021-04-15 00:00:00+00:00,1063471.209995061
2021-04-16 00:00:00+00:00,1063471.209995061
2021-04-19 00:00:00+00:00,1063471.2099950607
2021-04-20 00:00:00+00:00,1063471.2099950607
2021-04-21 00:00:00+00:00,1063471.2099950607
2021-04-22 00:00:00+00:00,1063471.2099950607
2021-04-23 00:00:00+00:00,1063471.2099950607
2021-04-26 00:00:00+00:00,1063471.2099950607
2021-04-27 00:00:00+00:00,1063471.2099950612
2021-04-28 00:00:00+00:00,1063471.209995061
2021-04-29 00:00:00+00:00,1063471.209995061
2021-04-30 00:00:00+00:00,1063471.209995061
2021-05-03 00:00:00+00:00,1063471.209995061
2021-05-04 00:00:00+00:00,1063471.209995061
2021-05-05 00:00:00+00:00,1063471.209995061
2021-05-06 00:00:00+00:00,1063471.2099950607
2021-05-07 00:00:00+00:00,1063471.2099950607
2021-05-10 00:00:00+00:00,1063471.2099950607
2021-05-11 00:00:00+00:00,1063471.2099950607
2021-05-12 00:00:00+00:00,1063471.2099950605
2021-05-13 00:00:00+00:00,1063471.2099950607
2021-05-14 00:00:00+00:00,1063471.2099950607
2021-05-17 00:00:00+00:00,1063471.2099950605
2021-05-18 00:00:00+00:00,1063471.2099950605
2021-05-19 00:00:00+00:00,1063471.2099950605
2021-05-20 00:00:00+00:00,1077147.4132882906
2021-05-21 00:00:00+00:00,1077147.4132882908
2021-05-24 00:00:00+00:00,1088947.222159826
2021-05-25 00:00:00+00:00,1089735.6843601158
2021-05-26 00:00:00+00:00,1094707.340890357
2021-05-27 00:00:00+00:00,1098299.4355099152
2021-05-28 00:00:00+00:00,1100082.5464749015
2021-06-01 00:00:00+00:00,1100242.5138542198
2021-06-02 00:00:00+00:00,1101670.2316174353
2021-06-03 00:00:00+00:00,1093750.0279975014
2021-06-04 00:00:00+00:00,1103161.8160486056
2021-06-07 00:00:00+00:00,1106318.776821721
2021-06-08 00:00:00+00:00,1107702.5772871543
2021-06-09 00:00:00+00:00,1103990.4296460806
2021-06-10 00:00:00+00:00,1110865.5384740806
2021-06-11 00:00:00+00:00,1115740.301212995
2021-06-14 00:00:00+00:00,1120396.2980234844
2021-06-15 00:00:00+00:00,1116340.0772202963
2021-06-16 00:00:00+00:00,1116340.0772202965
2021-06-17 00:00:00+00:00,1116340.0772202967
2021-06-18 00:00:00+00:00,1108016.7545542112
2021-06-21 00:00:00+00:00,1118191.9560731952
2021-06-22 00:00:00+00:00,1126485.3046096128
2021-06-23 00:00:00+00:00,1127474.2450431616
2021-06-24 00:00:00+00:00,1127474.245043161
2021-06-25 00:00:00+00:00,1130957.675150003
2021-06-28 00:00:00+00:00,1136310.642894147
2021-06-29 00:00:00+00:00,1136692.3509039537
2021-06-30 00:00:00+00:00,1132679.5300411808
2021-07-01 00:00:00+00:00,1135106.735519237
2021-07-02 00:00:00+00:00,1140001.0785311386
2021-07-06 00:00:00+00:00,1140001.0785311384
2021-07-07 00:00:00+00:00,1139337.4089236474
2021-07-08 00:00:00+00:00,1139337.4089236476
2021-07-09 00:00:00+00:00,1149208.3510986578
2021-07-12 00:00:00+00:00,1149208.3510986576
2021-07-13 00:00:00+00:00,1149208.3510986576
2021-07-14 00:00:00+00:00,1149208.3510986574
2021-07-15 00:00:00+00:00,1149208.3510986571
2021-07-16 00:00:00+00:00,1149208.3510986571
2021-07-19 00:00:00+00:00,1149208.3510986571
2021-07-20 00:00:00+00:00,1149208.3510986571
2021-07-21 00:00:00+00:00,1149208.3510986578
2021-07-22 00:00:00+00:00,1149208.3510986578
2021-07-23 00:00:00+00:00,1149208.351098658
2021-07-26 00:00:00+00:00,1149208.351098658
2021-07-27 00:00:00+00:00,1149208.3510986578
2021-07-28 00:00:00+00:00,1149208.3510986578
2021-07-29 00:00:00+00:00,1149208.351098658
2021-07-30 00:00:00+00:00,1149208.351098658
2021-08-02 00:00:00+00:00,1149208.3510986585
2021-08-03 00:00:00+00:00,1149208.3510986587
2021-08-04 00:00:00+00:00,1149208.3510986585
2021-08-05 00:00:00+00:00,1149208.3510986585
2021-08-06 00:00:00+00:00,1149208.3510986583
2021-08-09 00:00:00+00:00,1149208.3510986585
2021-08-10 00:00:00+00:00,1149208.3510986585
2021-08-11 00:00:00+00:00,1149208.351098659
2021-08-12 00:00:00+00:00,1149208.351098659
2021-08-13 00:00:00+00:00,1149208.3510986587
2021-08-16 00:00:00+00:00,1149208.3510986587
2021-08-17 00:00:00+00:00,1149208.3510986587
2021-08-18 00:00:00+00:00,1141776.1533057808
2021-08-19 00:00:00+00:00,1141776.1533057808
2021-08-20 00:00:00+00:00,1148996.4965761113
2021-08-23 00:00:00+00:00,1160759.4227731018
2021-08-24 00:00:00+00:00,1160759.422773102
2021-08-25 00:00:00+00:00,1162746.402263044
2021-08-26 00:00:00+00:00,1162746.4022630434
2021-08-27 00:00:00+00:00,1173937.8470905013
2021-08-30 00:00:00+00:00,1179244.7750698498
2021-08-31 00:00:00+00:00,1178908.3722811227
2021-09-01 00:00:00+00:00,1184365.9988384158
2021-09-02 00:00:00+00:00,1185826.7316819583
2021-09-03 00:00:00+00:00,1187117.9820049366
2021-09-07 00:00:00+00:00,1187117.9820049368
2021-09-08 00:00:00+00:00,1180779.2117145564
2021-09-09 00:00:00+00:00,1178461.85293816
2021-09-10 00:00:00+00:00,1170702.2652480796
2021-09-13 00:00:00+00:00,1168306.1844853824
2021-09-14 00:00:00+00:00,1162203.3897870511
2021-09-15 00:00:00+00:00,1169597.3074022825
2021-09-16 00:00:00+00:00,1171698.0419797213
2021-09-17 00:00:00+00:00,1165762.2544800276
2021-09-20 00:00:00+00:00,1146582.6685218564
2021-09-21 00:00:00+00:00,1148149.4230671688
2021-09-22 00:00:00+00:00,1158471.4635015994
2021-09-23 00:00:00+00:00,1170491.40171773
2021-09-24 00:00:00+00:00,1168604.0966909605
2021-09-27 00:00:00+00:00,1163510.7288013434
2021-09-28 00:00:00+00:00,1137353.3161522907
2021-09-29 00:00:00+00:00,1135660.8411305966
2021-09-30 00:00:00+00:00,1129251.0553812645
2021-10-01 00:00:00+00:00,1140344.0592961998
2021-10-04 00:00:00+00:00,1120454.636159435
2021-10-05 00:00:00+00:00,1130729.974392415
2021-10-06 00:00:00+00:00,1130729.974392415
2021-10-07 00:00:00+00:00,1130729.974392415
2021-10-08 00:00:00+00:00,1130729.9743924153
2021-10-11 00:00:00+00:00,1122498.614896522
2021-10-12 00:00:00+00:00,1122498.614896522
2021-10-13 00:00:00+00:00,1122498.6148965221
2021-10-14 00:00:00+00:00,1122498.614896522
2021-10-15 00:00:00+00:00,1122498.614896522
2021-10-18 00:00:00+00:00,1122498.614896522
2021-10-19 00:00:00+00:00,1122498.614896522
2021-10-20 00:00:00+00:00,1122498.6148965221
2021-10-21 00:00:00+00:00,1122498.6148965217
2021-10-22 00:00:00+00:00,1122498.6148965217
2021-10-25 00:00:00+00:00,1122498.614896522
2021-10-26 00:00:00+00:00,1122498.6148965221
2021-10-27 00:00:00+00:00,1122498.614896522
2021-10-28 00:00:00+00:00,1122498.6148965217
2021-10-29 00:00:00+00:00,1122498.6148965217
2021-11-01 00:00:00+00:00,1122498.6148965217
2021-11-02 00:00:00+00:00,1122498.6148965217
2021-11-03 00:00:00+00:00,1122498.6148965217
2021-11-04 00:00:00+00:00,1122498.614896522
2021-11-05 00:00:00+00:00,1122498.6148965226
2021-11-08 00:00:00+00:00,1122498.6148965226
2021-11-09 00:00:00+00:00,1122498.6148965228
2021-11-10 00:00:00+00:00,1122498.6148965228
2021-11-11 00:00:00+00:00,1124726.258991506
2021-11-12 00:00:00+00:00,1124726.2589915062
2021-11-15 00:00:00+00:00,1124726.2589915062
2021-11-16 00:00:00+00:00,1124726.258991506
2021-11-17 00:00:00+00:00,1117083.5610636773
2021-11-18 00:00:00+00:00,1117083.5610636768
2021-11-19 00:00:00+00:00,1113728.3557469628
2021-11-22 00:00:00+00:00,1113728.3557469628
2021-11-23 00:00:00+00:00,1110679.9672829753
2021-11-24 00:00:00+00:00,1115294.6324048187
2021-11-26 00:00:00+00:00,1095300.244685816
2021-11-29 00:00:00+00:00,1104885.7713405236
2021-11-30 00:00:00+00:00,1085018.3171801532
2021-12-01 00:00:00+00:00,1085018.317180153
2021-12-02 00:00:00+00:00,1100682.8222926934
2021-12-03 00:00:00+00:00,1085394.1818141057
2021-12-06 00:00:00+00:00,1085394.1818141057
2021-12-07 00:00:00+00:00,1085394.1818141057
2021-12-08 00:00:00+00:00,1092484.0332282323
2021-12-09 00:00:00+00:00,1079515.0589514698
2021-12-10 00:00:00+00:00,1082990.498188494
2021-12-13 00:00:00+00:00,1073230.2818687921
2021-12-14 00:00:00+00:00,1063525.6622618225
2021-12-15 00:00:00+00:00,1077787.801919412
2021-12-16 00:00:00+00:00,1064616.5726563146
2021-12-17 00:00:00+00:00,1063442.654622797
2021-12-20 00:00:00+00:00,1051157.8373454856
2021-12-21 00:00:00+00:00,1072606.1775221126
2021-12-22 00:00:00+00:00,1081003.6402970117
2021-12-23 00:00:00+00:00,1086811.7469090766
2021-12-27 00:00:00+00:00,1095731.3703323086
2021-12-28 00:00:00+00:00,1091277.4012739041
2021-12-29 00:00:00+00:00,1091818.0225323401
2021-12-30 00:00:00+00:00,1093280.6679037097
2021-12-31 00:00:00+00:00,1089063.2110796398
2022-01-03 00:00:00+00:00,1092493.2717206168
2022-01-04 00:00:00+00:00,1083210.788813475
2022-01-05 00:00:00+00:00,1056517.2935729956
2022-01-06 00:00:00+00:00,1057072.7622942082
2022-01-07 00:00:00+00:00,1049753.619359138
2022-01-10 00:00:00+00:00,1047042.1068848503
2022-01-11 00:00:00+00:00,1047042.1068848503
2022-01-12 00:00:00+00:00,1047042.1068848502
2022-01-13 00:00:00+00:00,1047042.1068848501
2022-01-14 00:00:00+00:00,1047042.1068848503
2022-01-18 00:00:00+00:00,1047042.1068848507
2022-01-19 00:00:00+00:00,1047042.1068848504
2022-01-20 00:00:00+00:00,1047042.1068848504
2022-01-21 00:00:00+00:00,1047042.1068848503
2022-01-24 00:00:00+00:00,1047042.1068848503
2022-01-25 00:00:00+00:00,1047042.1068848507
2022-01-26 00:00:00+00:00,1047042.1068848508
2022-01-27 00:00:00+00:00,1047042.1068848511
2022-01-28 00:00:00+00:00,1047042.1068848511
2022-01-31 00:00:00+00:00,1047042.1068848508
2022-02-01 00:00:00+00:00,1047042.1068848505
2022-02-02 00:00:00+00:00,1047042.1068848502
2022-02-03 00:00:00+00:00,1047042.1068848503
2022-02-04 00:00:00+00:00,1047042.1068848501
2022-02-07 00:00:00+00:00,1047042.1068848497
2022-02-08 00:00:00+00:00,1047042.1068848495
2022-02-09 00:00:00+00:00,1047042.1068848496
2022-02-10 00:00:00+00:00,1047042.1068848496
2022-02-11 00:00:00+00:00,1047042.1068848497
2022-02-14 00:00:00+00:00,1047042.1068848497
2022-02-15 00:00:00+00:00,1047042.106884849
2022-02-16 00:00:00+00:00,1047042.1068848489
2022-02-17 00:00:00+00:00,1047042.1068848487
2022-02-18 00:00:00+00:00,1047042.1068848489
2022-02-22 00:00:00+00:00,1036403.3686814178
2022-02-23 00:00:00+00:00,1016559.7911772478
2022-02-24 00:00:00+00:00,1040342.8889969245
2022-02-25 00:00:00+00:00,1059415.7856835548
2022-02-28 00:00:00+00:00,1058988.106674369
2022-03-01 00:00:00+00:00,1046050.6515687081
2022-03-02 00:00:00+00:00,1059263.4855609906
2022-03-03 00:00:00+00:00,1059263.4855609906
2022-03-04 00:00:00+00:00,1046988.4127131813
2022-03-07 00:00:00+00:00,1016377.1052426016
2022-03-08 00:00:00+00:00,1011460.945032985
2022-03-09 00:00:00+00:00,1039880.1315949578
2022-03-10 00:00:00+00:00,1033962.0634389936
