ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
IWM,ISHARES TR,464287655,5899000.0,35000,16.745678031055725,2018-10-25,2018-09-30,0001085146-18-002389
GOOGL,ALPHABET INC,02079K305,5050000.0,4184,14.335594856218242,2018-10-25,2018-09-30,0001085146-18-002389
MSFT,MICROSOFT CORP,594918104,3809000.0,33300,10.81272887273966,2018-10-25,2018-09-30,0001085146-18-002389
SPLKCHF,SPLUNK INC,848637104,2592000.0,21440,7.357992448973799,2018-10-25,2018-09-30,0001085146-18-002389
XOPUSD,SPDR SERIES TRUST,78464A730,2341000.0,54080,6.6454708036449315,2018-10-25,2018-09-30,0001085146-18-002389
XLE,SELECT SECTOR SPDR TR,81369Y506,2272000.0,30000,6.44959831947086,2018-10-25,2018-09-30,0001085146-18-002389
PANW,PALO ALTO NETWORKS INC,697435105,2253000.0,10000,6.395662418031624,2018-10-25,2018-09-30,0001085146-18-002389
DOCU,DOCUSIGN INC,256163106,2213000.0,42090,6.282113151843756,2018-10-25,2018-09-30,0001085146-18-002389
FLT1EUR,FLEETCOR TECHNOLOGIES INC,339041105,2176000.0,9550,6.177080080619978,2018-10-25,2018-09-30,0001085146-18-002389
NOW,SERVICENOW INC,81762P102,2017000.0,10310,5.725721747523207,2018-10-25,2018-09-30,0001085146-18-002389
PYPL,PAYPAL HLDGS INC,70450Y103,1837000.0,20915,5.2147500496778045,2018-10-25,2018-09-30,0001085146-18-002389
WP,WORLDPAY INC,981558109,1129000.0,11150,3.2049280381525533,2018-10-25,2018-09-30,0001085146-18-002389
N/A,APPTIO INC,03835C108,813000.0,22000,2.307888835268402,2018-10-25,2018-09-30,0001085146-18-002389
LULU,LULULEMON ATHLETICA INC,550021109,325000.0,2000,0.9225877877764214,2018-10-25,2018-09-30,0001085146-18-002389
PXDEUR,PIONEER NAT RES CO,723787107,261000.0,1500,0.7409089618758339,2018-10-25,2018-09-30,0001085146-18-002389
N/A,CYBERARK SOFTWARE LTD,M2682V108,240000.0,3000,0.6812955971272036,2018-10-25,2018-09-30,0001085146-18-002389
