ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,APPLIED MICRO CIRCUITS CORP,03822W406,17162054000.0,2694200,12.433953794031341,2025-03-13,2015-12-31,0002059321-25-000026
NVDA,NVIDIA CORPORATION,67066G104,16777628000.0,509030,12.155436134010909,2025-03-13,2015-12-31,0002059321-25-000026
N/A,HARMAN INTL INDS INC,413086109,14066495000.0,149310,10.19121306074278,2025-03-13,2015-12-31,0002059321-25-000026
N/A,GRUBHUB INC,400110102,13629439000.0,563200,9.874564825665315,2025-03-13,2015-12-31,0002059321-25-000026
AAOI,APPLIED OPTOELECTRONICS INC,03823U102,12509640000.0,729000,9.063267470197111,2025-03-13,2015-12-31,0002059321-25-000026
IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,10731160000.0,1276000,7.774753977371087,2025-03-13,2015-12-31,0002059321-25-000026
QRVO,QORVO INC,74736K101,10610105000.0,208450,7.687049307723942,2025-03-13,2015-12-31,0002059321-25-000026
SC2,NUANCE COMMUNICATIONS INC,67020Y100,7538309000.0,379000,5.461524931172609,2025-03-13,2015-12-31,0002059321-25-000026
FLIR,FLIR SYS INC,302445101,7523012000.0,268009,5.4504422139647914,2025-03-13,2015-12-31,0002059321-25-000026
ACWI,ISHARES,464288257,3583085000.0,64190,2.5959546176749466,2025-03-13,2015-12-31,0002059321-25-000026
EEM,ISHARES TR,464287234,2456386000.0,76309,1.7796581938447151,2025-03-13,2015-12-31,0002059321-25-000026
N/A,SILVER WHEATON CORP,828336107,2265258000.0,182388,1.6411854492218616,2025-03-13,2015-12-31,0002059321-25-000026
AEM,AGNICO EAGLE MINES LTD,008474108,1912355000.0,72992,1.3855062865892862,2025-03-13,2015-12-31,0002059321-25-000026
ABX,BARRICK GOLD CORP,067901108,1697687000.0,230039,1.2299787493226444,2025-03-13,2015-12-31,0002059321-25-000026
MSFT,MICROSOFT CORP,594918104,1613080000.0,29075,1.1686807526695857,2025-03-13,2015-12-31,0002059321-25-000026
IWM,ISHARES TR,464287655,1316366000.0,11700,0.9537106700651251,2025-03-13,2015-12-31,0002059321-25-000026
AU3EUR,ANGLOGOLD ASHANTI LIMITED,035128206,1114771000.0,157010,0.8076545560878735,2025-03-13,2015-12-31,0002059321-25-000026
N/A,GOLDCORP INC NEW,380956409,1044745000.0,90701,0.7569205327372396,2025-03-13,2015-12-31,0002059321-25-000026
N/A,FORTUNA SILVER MINES INC,349915108,984323000.0,439367,0.7131446329444198,2025-03-13,2015-12-31,0002059321-25-000026
M,MACYS INC,55616P104,923472000.0,26400,0.6690579215099609,2025-03-13,2015-12-31,0002059321-25-000026
NEM,NEWMONT CORP,651639106,832217000.0,46260,0.6029434311654875,2025-03-13,2015-12-31,0002059321-25-000026
N/A,BARCLAYS BK PLC,06742E711,805599000.0,40000,0.5836586193306381,2025-03-13,2015-12-31,0002059321-25-000026
RGLD,ROYAL GOLD INC,780287108,796687000.0,21845,0.5772018516143491,2025-03-13,2015-12-31,0002059321-25-000026
FNV,FRANCO NEV CORP,351858105,719777000.0,15785,0.5214803519442659,2025-03-13,2015-12-31,0002059321-25-000026
BVN,COMPANIA DE MINAS BUENAVENTU,204448104,664585000.0,155277,0.48149360106933115,2025-03-13,2015-12-31,0002059321-25-000026
FXI,ISHARES TR,464287184,498930000.0,14138,0.3614761127342949,2025-03-13,2015-12-31,0002059321-25-000026
RL,RALPH LAUREN CORP,751212101,484603000.0,4347,0.3510961631078057,2025-03-13,2015-12-31,0002059321-25-000026
N/A,ELDORADO GOLD CORP NEW,284902103,443021000.0,150000,0.32096989345130594,2025-03-13,2015-12-31,0002059321-25-000026
N/A,TAHOE RES INC,873868103,400094000.0,46400,0.2898691677155413,2025-03-13,2015-12-31,0002059321-25-000026
BTG,B2GOLD CORP,11777Q209,351900000.0,348933,0.2549524864634285,2025-03-13,2015-12-31,0002059321-25-000026
N/A,SIBANYE STILLWATER,825724206,314853000.0,51700,0.22811183637530508,2025-03-13,2015-12-31,0002059321-25-000026
PVH,PVH CORPORATION,693656100,279870000.0,3800,0.20276655977982308,2025-03-13,2015-12-31,0002059321-25-000026
FCX,FREEPORT-MCMORAN INC,35671D857,270799000.0,40000,0.19619459614040913,2025-03-13,2015-12-31,0002059321-25-000026
GFI,GOLD FIELDS LTD,38059T106,249300000.0,90000,0.1806185134280555,2025-03-13,2015-12-31,0002059321-25-000026
N/A,PRIMERO MNG CORP,74164W106,204749000.0,91100,0.14834119537056129,2025-03-13,2015-12-31,0002059321-25-000026
TECK,TECK RESOURCES LTD,878742204,203876000.0,53000,0.1477087045473656,2025-03-13,2015-12-31,0002059321-25-000026
KGC,KINROSS GOLD CORP,496902404,190766000.0,105506,0.13821047465951236,2025-03-13,2015-12-31,0002059321-25-000026
N/A,RANDGOLD RES LTD,752344309,167210000.0,2700,0.12114408997314544,2025-03-13,2015-12-31,0002059321-25-000026
AYI,ACUITY BRANDS INC,00508Y102,149632000.0,640,0.1084087821952138,2025-03-13,2015-12-31,0002059321-25-000026
NGD,NEW GOLD INC CDA,644535106,146039000.0,62960,0.10580564413365341,2025-03-13,2015-12-31,0002059321-25-000026
HL,HECLA MNG CO,422704106,117180000.0,62000,0.08489722183513655,2025-03-13,2015-12-31,0002059321-25-000026
AGI,ALAMOS GOLD INC NEW,011532108,92285000.0,28156,0.06686072808547172,2025-03-13,2015-12-31,0002059321-25-000026
N/A,CHICAGO BRIDGE & IRON CO N V,167250109,76030000.0,1950,0.055083937328259364,2025-03-13,2015-12-31,0002059321-25-000026
GES,GUESS INC,401617105,51429000.0,2724,0.0372604473609766,2025-03-13,2015-12-31,0002059321-25-000026
PAAS,PAN AMERN SILVER CORP,697900108,39000000.0,6000,0.028255603785375706,2025-03-13,2015-12-31,0002059321-25-000026
YRI,YAMANA GOLD INC,98462Y100,15917000.0,8598,0.011531908857739106,2025-03-13,2015-12-31,0002059321-25-000026
