ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
LMT,LOCKHEED MARTIN CORP,539830109,159557000.0,1073300,26.521181940125093,2014-02-10,2013-12-31,0001085146-14-000327
AAL,AMERICAN AIRLS GROUP INC,02376R102,41865000.0,1658000,6.958699912403324,2014-02-10,2013-12-31,0001085146-14-000327
DAL,DELTA AIR LINES INC DEL,247361702,40702000.0,1481700,6.7653888411475,2014-02-10,2013-12-31,0001085146-14-000327
GM,GENERAL MTRS CO,37045V100,37177000.0,909650,6.17947179370401,2014-02-10,2013-12-31,0001085146-14-000327
HD,HOME DEPOT INC,437076102,35250000.0,428100,5.859170474434902,2014-02-10,2013-12-31,0001085146-14-000327
BA,BOEING CO,097023105,35037000.0,256700,5.823766125185125,2014-02-10,2013-12-31,0001085146-14-000327
MA,MASTERCARD INC,57636Q104,33101000.0,39620,5.501968847497012,2014-02-10,2013-12-31,0001085146-14-000327
FCX,FREEPORT-MCMORAN COPPER & GO,35671D857,32167000.0,852324,5.346721607124751,2014-02-10,2013-12-31,0001085146-14-000327
ESNT,ESSENT GROUP LTD,G3198U102,28473000.0,1183400,4.732713784924396,2014-02-10,2013-12-31,0001085146-14-000327
N/A,EATON CORP PLC,G29183103,24442000.0,321100,4.062690630812422,2014-02-10,2013-12-31,0001085146-14-000327
N/A,STARWOOD HOTELS&RESORTS WRLD,85590A401,22969000.0,289100,3.8178521029019934,2014-02-10,2013-12-31,0001085146-14-000327
WHR,WHIRLPOOL CORP,963320106,20872000.0,133060,3.4692937912739086,2014-02-10,2013-12-31,0001085146-14-000327
SLB,SCHLUMBERGER LTD,806857108,19040000.0,211300,3.164783144205405,2014-02-10,2013-12-31,0001085146-14-000327
N/A,PRECISION CASTPARTS CORP,740189105,17350000.0,64425,2.883875396636753,2014-02-10,2013-12-31,0001085146-14-000327
LEN,LENNAR CORP,526057104,16793000.0,424500,2.791292192260576,2014-02-10,2013-12-31,0001085146-14-000327
DHI,D R HORTON INC,23331A109,15439000.0,691700,2.566233559001431,2014-02-10,2013-12-31,0001085146-14-000327
TOL,TOLL BROTHERS INC,889478103,14504000.0,392000,2.4108201010270585,2014-02-10,2013-12-31,0001085146-14-000327
UNP,UNION PAC CORP,907818108,2503000.0,14900,0.4160426580854059,2014-02-10,2013-12-31,0001085146-14-000327
CMI,CUMMINS INC,231021106,2016000.0,14300,0.3350946858570429,2014-02-10,2013-12-31,0001085146-14-000327
STRS,STRATUS PPTYS INC,863167201,1394000.0,81402,0.23170733734361,2014-02-10,2013-12-31,0001085146-14-000327
N/A,OVERLAND STORAGE INC,690310206,970000.0,1000000,0.16123107404827955,2014-02-10,2013-12-31,0001085146-14-000327
