ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,FLY LEASING LTD,34407d109,10126000.0,695446,4.095383694500392,2015-05-08,2015-03-31,0001085146-15-001074
AAPL,APPLE INC,037833100,9128000.0,73362,3.6917501840212896,2015-05-08,2015-03-31,0001085146-15-001074
N/A,HCP INC,40414l109,8378000.0,193900,3.3884183875690588,2015-05-08,2015-03-31,0001085146-15-001074
N/A,E M C CORP MASS,268648102,8267000.0,323435,3.3435252816941285,2015-05-08,2015-03-31,0001085146-15-001074
N/A,PLUM CREEK TIMBER CO INC,729251108,8165000.0,187915,3.302272157376625,2015-05-08,2015-03-31,0001085146-15-001074
KYN,KAYNE ANDERSON MLP INVT CO,486606106,7562000.0,213022,3.058393393029031,2015-05-08,2015-03-31,0001085146-15-001074
WBA,WALGREENS BOOTS ALLIANCE INC,931427108,7359000.0,86905,2.9762915867892934,2015-05-08,2015-03-31,0001085146-15-001074
N/A,ABBVIE INC,00287y109,7324000.0,125116,2.962136102954856,2015-05-08,2015-03-31,0001085146-15-001074
QCOM,QUALCOMM INC,747525103,6923000.0,99836,2.7999547024517297,2015-05-08,2015-03-31,0001085146-15-001074
BDX,BECTON DICKINSON & CO,075887109,6895000.0,48016,2.7886303153841796,2015-05-08,2015-03-31,0001085146-15-001074
N/A,CHICAGO BRIDGE & IRON CO N V,167250109,6856000.0,139170,2.7728570619686637,2015-05-08,2015-03-31,0001085146-15-001074
N/A,VERIZON COMMUNICATIONS INC,92343v104,6698000.0,137744,2.7089551635160602,2015-05-08,2015-03-31,0001085146-15-001074
GE,GENERAL ELECTRIC CO,369604103,6184000.0,249239,2.5010717723474647,2015-05-08,2015-03-31,0001085146-15-001074
DCI,DONALDSON INC,257651109,6014000.0,159473,2.4323165651516256,2015-05-08,2015-03-31,0001085146-15-001074
N/A,NORDIC AMERICAN TANKERS LIMI,g65773106,5817000.0,488400,2.3526414132835063,2015-05-08,2015-03-31,0001085146-15-001074
LOW,LOWES COS INC,548661107,5670000.0,76215,2.2931883811788687,2015-05-08,2015-03-31,0001085146-15-001074
MSB,MESABI TR,590672101,5500000.0,412611,2.2244331739830296,2015-05-08,2015-03-31,0001085146-15-001074
AZZ,AZZ INC,002474104,5317000.0,114120,2.150420215648685,2015-05-08,2015-03-31,0001085146-15-001074
DLX,DELUXE CORP,248019101,5049000.0,72885,2.0420296537164213,2015-05-08,2015-03-31,0001085146-15-001074
WFC,WELLS FARGO & CO NEW,949746101,5012000.0,92124,2.027065285091444,2015-05-08,2015-03-31,0001085146-15-001074
GLW,CORNING INC,219350105,4986000.0,219830,2.016549782814434,2015-05-08,2015-03-31,0001085146-15-001074
