ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,GOOGLE INC,38259P508,730405000.0,1229700,1.8763706287530046,2011-02-14,2010-12-31,0001144204-11-008545
N/A,WARNER CHILCOTT PLC IRELAND,G94368100,416687000.0,18470167,1.070446188324564,2011-02-14,2010-12-31,0001144204-11-008545
N/A,MYLAN INC,628530107,398092000.0,18840110,1.0226766469856328,2011-02-14,2010-12-31,0001144204-11-008545
AAPL,APPLE INC,037833100,372991000.0,1156346,0.9581935463054223,2011-02-14,2010-12-31,0001144204-11-008545
N/A,GOOGLE INC,38259P508,332148000.0,559200,0.8532701057619444,2011-02-14,2010-12-31,0001144204-11-008545
N/A,GOOGLE INC,38259P508,315626000.0,531383,0.8108259884184744,2011-02-14,2010-12-31,0001144204-11-008545
GE,GENERAL ELECTRIC CO,369604103,279209000.0,15265686,0.7172727006024022,2011-02-14,2010-12-31,0001144204-11-008545
VRTX,VERTEX PHARMACEUTICALS INC,92532F100,262122000.0,7482778,0.6733771290585292,2011-02-14,2010-12-31,0001144204-11-008545
9990302D,APACHE CORP,037411105,232481000.0,1949853,0.597231015865345,2011-02-14,2010-12-31,0001144204-11-008545
BIDUN,BAIDU INC,056752108,224152000.0,2322100,0.5758342689004641,2011-02-14,2010-12-31,0001144204-11-008545
SPG,SIMON PPTY GROUP INC NEW,828806109,219400000.0,2205246,0.5636266399441532,2011-02-14,2010-12-31,0001144204-11-008545
IBM,INTERNATIONAL BUSINESS MACHS,459200101,213541000.0,1455036,0.5485751883332471,2011-02-14,2010-12-31,0001144204-11-008545
N/A,ENDO PHARMACEUTICALS HLDGS I,29264F205,187874000.0,5261095,0.48263806450714597,2011-02-14,2010-12-31,0001144204-11-008545
AAPL,APPLE INC,037833100,180159000.0,558528,0.4628186500715528,2011-02-14,2010-12-31,0001144204-11-008545
BIDUN,BAIDU INC,056752108,176155000.0,1824869,0.4525325923398464,2011-02-14,2010-12-31,0001144204-11-008545
XOM,EXXON MOBIL CORP,30231G102,175971000.0,2406608,0.45205990637015764,2011-02-14,2010-12-31,0001144204-11-008545
DVN,DEVON ENERGY CORP NEW,25179M103,175429000.0,2234481,0.4506675379159656,2011-02-14,2010-12-31,0001144204-11-008545
USX1,UNITED STATES STL CORP NEW,912909108,169710000.0,2905000,0.43597573867330097,2011-02-14,2010-12-31,0001144204-11-008545
LVS,LAS VEGAS SANDS CORP,517834107,167028000.0,3635000,0.4290858268759892,2011-02-14,2010-12-31,0001144204-11-008545
GE,GENERAL ELECTRIC CO,369604103,151827000.0,8301104,0.3900352865214264,2011-02-14,2010-12-31,0001144204-11-008545
N/A,EL PASO CORP,28336L109,144120000.0,10473851,0.3702364236497327,2011-02-14,2010-12-31,0001144204-11-008545
FCX,FREEPORT-MCMORAN COPPER & GO,35671D857,141466000.0,1178000,0.3634184423260692,2011-02-14,2010-12-31,0001144204-11-008545
AMZN,AMAZON COM INC,023135106,141390000.0,785500,0.3632232024690238,2011-02-14,2010-12-31,0001144204-11-008545
MSFT,MICROSOFT CORP,594918104,136625000.0,4893436,0.35098217722137615,2011-02-14,2010-12-31,0001144204-11-008545
PG,PROCTER & GAMBLE CO,742718109,135297000.0,2103177,0.34757061761405694,2011-02-14,2010-12-31,0001144204-11-008545
F,FORD MTR CO DEL,345370860,133262000.0,7937000,0.34234281354711826,2011-02-14,2010-12-31,0001144204-11-008545
MSFT,MICROSOFT CORP,594918104,128379000.0,4598097,0.3297986527319528,2011-02-14,2010-12-31,0001144204-11-008545
FCX,FREEPORT-MCMORAN COPPER & GO,35671D857,126563000.0,1053900,0.3251334477267633,2011-02-14,2010-12-31,0001144204-11-008545
RIG,TRANSOCEAN LTD,H8817H100,125459000.0,1804900,0.3222973319086304,2011-02-14,2010-12-31,0001144204-11-008545
RIG,TRANSOCEAN LTD,H8817H100,123255000.0,1773200,0.31663537605431447,2011-02-14,2010-12-31,0001144204-11-008545
JNJ,JOHNSON & JOHNSON,478160104,121571000.0,1965576,0.3123092718534669,2011-02-14,2010-12-31,0001144204-11-008545
BP,BP PLC,055622104,119480000.0,2705000,0.30693760683923166,2011-02-14,2010-12-31,0001144204-11-008545
CSCO,CISCO SYS INC,17275R102,118164000.0,5841034,0.3035568745777617,2011-02-14,2010-12-31,0001144204-11-008545
ABT,ABBOTT LABS,002824100,117242000.0,2447122,0.3011883068383428,2011-02-14,2010-12-31,0001144204-11-008545
AVB,AVALONBAY CMNTYS INC,053484101,116058000.0,1031167,0.2981466753812148,2011-02-14,2010-12-31,0001144204-11-008545
HES,HESS CORP,42809H107,115278000.0,1506118,0.2961428979010122,2011-02-14,2010-12-31,0001144204-11-008545
N/A,COVIDIEN PLC,G2554F105,114561000.0,2508998,0.2943009639865184,2011-02-14,2010-12-31,0001144204-11-008545
NFLX,NETFLIX INC,64110L106,114258000.0,650300,0.2935225735038243,2011-02-14,2010-12-31,0001144204-11-008545
NFLX,NETFLIX INC,64110L106,113168000.0,644100,0.2907224229225156,2011-02-14,2010-12-31,0001144204-11-008545
ABX,BARRICK GOLD CORP,067901108,111678000.0,2100000,0.28689469414623125,2011-02-14,2010-12-31,0001144204-11-008545
ATVIEUR,ACTIVISION BLIZZARD INC,00507V109,111207000.0,8939487,0.2856847208216474,2011-02-14,2010-12-31,0001144204-11-008545
CSCO,CISCO SYS INC,17275R102,108332000.0,5355000,0.27829900254525985,2011-02-14,2010-12-31,0001144204-11-008545
N/A,AMB PROPERTY CORP,00163T109,107837000.0,3400739,0.2770273745289774,2011-02-14,2010-12-31,0001144204-11-008545
FCX,FREEPORT-MCMORAN COPPER & GO,35671D857,106859000.0,889828,0.2745149458422619,2011-02-14,2010-12-31,0001144204-11-008545
N/A,NATIONWIDE HEALTH PPTYS INC,638620104,103179000.0,2836152,0.2650612264484858,2011-02-14,2010-12-31,0001144204-11-008545
PG,PROCTER & GAMBLE CO,742718109,102206000.0,1588783,0.26256164248920744,2011-02-14,2010-12-31,0001144204-11-008545
AAPL,APPLE INC,037833100,101832000.0,315700,0.2616008568769052,2011-02-14,2010-12-31,0001144204-11-008545
TRL,DAVITA INC,23918K108,100895000.0,1451931,0.2591937549551747,2011-02-14,2010-12-31,0001144204-11-008545
LOW,LOWES COS INC,548661107,99797000.0,3979143,0.25637305280996653,2011-02-14,2010-12-31,0001144204-11-008545
VIAB,VIACOM INC NEW,92553P201,96021000.0,2424163,0.24667271464939622,2011-02-14,2010-12-31,0001144204-11-008545
N/A,PRICELINE COM INC,741503403,95892000.0,240000,0.2463413206815166,2011-02-14,2010-12-31,0001144204-11-008545
LVS,LAS VEGAS SANDS CORP,517834107,94073000.0,2047298,0.24166840883986473,2011-02-14,2010-12-31,0001144204-11-008545
BP,BP PLC,055622104,94020000.0,2128600,0.24153225472903045,2011-02-14,2010-12-31,0001144204-11-008545
N/A,SPECTRUM BRANDS HLDGS INC,84763R101,93908000.0,3012766,0.24124453283443725,2011-02-14,2010-12-31,0001144204-11-008545
JPM,JPMORGAN CHASE & CO,46625H100,93608000.0,2206696,0.2404738491882055,2011-02-14,2010-12-31,0001144204-11-008545
CE,CELANESE CORP DEL,150870103,92999000.0,2258905,0.23890936138635507,2011-02-14,2010-12-31,0001144204-11-008545
REG,REGENCY CTRS CORP,758849103,92914000.0,2199665,0.23869100101992272,2011-02-14,2010-12-31,0001144204-11-008545
AMZN,AMAZON COM INC,023135106,91602000.0,508900,0.23532054454040255,2011-02-14,2010-12-31,0001144204-11-008545
N/A,HEWLETT PACKARD CO,428236103,90640000.0,2152978,0.23284921898148606,2011-02-14,2010-12-31,0001144204-11-008545
APC,ANADARKO PETE CORP,032511107,90478000.0,1188000,0.23243304981252094,2011-02-14,2010-12-31,0001144204-11-008545
N/A,PRICELINE COM INC,741503403,90462000.0,226410,0.2323919466847219,2011-02-14,2010-12-31,0001144204-11-008545
F,FORD MTR CO DEL,345370860,90154000.0,5369500,0.23160071147459066,2011-02-14,2010-12-31,0001144204-11-008545
HAL,HALLIBURTON CO,406216101,90051000.0,2205500,0.2313361100893844,2011-02-14,2010-12-31,0001144204-11-008545
XOM,EXXON MOBIL CORP,30231G102,89587000.0,1225200,0.2301441193832126,2011-02-14,2010-12-31,0001144204-11-008545
N/A,CLIFFS NATURAL RESOURCES INC,18683K101,88955000.0,1140300,0.22852054583515105,2011-02-14,2010-12-31,0001144204-11-008545
NRG,NRG ENERGY INC,629377508,88749000.0,4541907,0.2279913430647386,2011-02-14,2010-12-31,0001144204-11-008545
BLKCHF,BLACKROCK INC,09247X101,88263000.0,463129,0.2267428355578432,2011-02-14,2010-12-31,0001144204-11-008545
INTC,INTEL CORP,458140100,87884000.0,4178967,0.22576920521810373,2011-02-14,2010-12-31,0001144204-11-008545
QCOM,QUALCOMM INC,747525103,87845000.0,1775000,0.22566901634409361,2011-02-14,2010-12-31,0001144204-11-008545
BAC,BANK OF AMERICA CORPORATION,060505104,86557000.0,6488500,0.22236021455627197,2011-02-14,2010-12-31,0001144204-11-008545
MA,MASTERCARD INC,57636Q104,86148000.0,384400,0.22130951585190933,2011-02-14,2010-12-31,0001144204-11-008545
CAT,CATERPILLAR INC DEL,149123101,85821000.0,916300,0.2204694706775167,2011-02-14,2010-12-31,0001144204-11-008545
POT1EUR,POTASH CORP SASK INC,73755L107,84351000.0,544800,0.21669312081098116,2011-02-14,2010-12-31,0001144204-11-008545
N/A,PRICELINE COM INC,741503403,84065000.0,210400,0.21595840240157355,2011-02-14,2010-12-31,0001144204-11-008545
JPM,JPMORGAN CHASE & CO,46625H100,83822000.0,1976000,0.21533414864812586,2011-02-14,2010-12-31,0001144204-11-008545
CD8,CRESUD S A C I F Y A,226406106,83746000.0,4412352,0.21513890879108047,2011-02-14,2010-12-31,0001144204-11-008545
AES,AES CORP,00130H105,83248000.0,6834810,0.21385957393833577,2011-02-14,2010-12-31,0001144204-11-008545
DWD,MORGAN STANLEY,617446448,83143000.0,3055605,0.21358983466215464,2011-02-14,2010-12-31,0001144204-11-008545
N/A,HCP INC,40414L109,82835000.0,2251565,0.21279859945202337,2011-02-14,2010-12-31,0001144204-11-008545
DVN,DEVON ENERGY CORP NEW,25179M103,81955000.0,1043875,0.21053792742307692,2011-02-14,2010-12-31,0001144204-11-008545
NKE,NIKE INC,654106103,81881000.0,958571,0.2103478254570064,2011-02-14,2010-12-31,0001144204-11-008545
LMT,LOCKHEED MARTIN CORP,539830109,81714000.0,1168839,0.2099188115606041,2011-02-14,2010-12-31,0001144204-11-008545
NOVEUR,NATIONAL OILWELL VARCO INC,637071101,81582000.0,1213109,0.2095797107562621,2011-02-14,2010-12-31,0001144204-11-008545
DISCKUSD,DISCOVERY COMMUNICATNS NEW,25470F302,79584000.0,2169089,0.20444695767235865,2011-02-14,2010-12-31,0001144204-11-008545
WFC,WELLS FARGO & CO NEW,949746101,79122000.0,2553132,0.20326010485716173,2011-02-14,2010-12-31,0001144204-11-008545
