ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,D VIACOM INC-CL B,925524308,284361000.0,8614378,0.6250618223446726,2005-10-19,2005-09-30,0000354204-05-000009
MET,D METLIFE INC,59156R108,218336000.0,4381615,0.4799304336510507,2005-10-19,2005-09-30,0000354204-05-000009
JPM,D JPMORGAN CHASE & CO,46625H100,213444000.0,6290709,0.4691771924016876,2005-10-19,2005-09-30,0000354204-05-000009
XOM,D EXXON MOBIL CORP,30231G102,206733000.0,3253595,0.4544255566648774,2005-10-19,2005-09-30,0000354204-05-000009
CMCSA,D COMCAST CORP-CL A,20030N101,191021000.0,6501742,0.41988857250502604,2005-10-19,2005-09-30,0000354204-05-000009
PRU,D PRUDENTIAL FINANCIAL,744320102,190903000.0,2825676,0.4196291934233774,2005-10-19,2005-09-30,0000354204-05-000009
GE,D GENERAL ELECTRIC CO,369604103,184912000.0,5491906,0.40646020971018565,2005-10-19,2005-09-30,0000354204-05-000009
COP,D CONOCOPHILLIPS,20825C104,184459000.0,2638514,0.4054644578119924,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D ST PAUL TRAVELERS CO,792860108,173513000.0,3867024,0.3814037507973709,2005-10-19,2005-09-30,0000354204-05-000009
ALL,D ALLSTATE CORP,020002101,165766000.0,2998117,0.3643748546487985,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D HEWLETT-PACKARD CO,428236103,165561000.0,5669890,0.3639242384476294,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D SPINNAKER EXPLORATIO,84855W109,158219000.0,2445799,0.34778558406234245,2005-10-19,2005-09-30,0000354204-05-000009
VLO,D VALERO ENERGY CORP,91913Y100,143528000.0,1269481,0.31549288839709444,2005-10-19,2005-09-30,0000354204-05-000009
APC,D ANADARKO PETROLEUM C,032511107,132237000.0,1381063,0.29067382728782243,2005-10-19,2005-09-30,0000354204-05-000009
MSFT,D MICROSOFT CORP,594918104,125824000.0,4890155,0.2765772336385654,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D CITIGROUP INC,172967101,125337000.0,2753450,0.27550674539481235,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D SEACOR HOLDINGS INC,811904101,123508000.0,1701677,0.27148636962925937,2005-10-19,2005-09-30,0000354204-05-000009
BAC,D VERIZON COMMUNICATIO,92343V104,122743000.0,3754752,0.2698048018541648,2005-10-19,2005-09-30,0000354204-05-000009
MRO*,D MARATHON OIL CORP,565849106,122503000.0,1777207,0.2692772511796253,2005-10-19,2005-09-30,0000354204-05-000009
TRN,D TRINITY INDUSTRIES,896522109,122055000.0,3014450,0.26829248992048493,2005-10-19,2005-09-30,0000354204-05-000009
GATX,D GATX CORP,361448103,118983000.0,3008409,0.2615398412863796,2005-10-19,2005-09-30,0000354204-05-000009
UNP,D UNION PACIFIC CORP,907818108,116617000.0,1626460,0.2563390708865445,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D URS CORP,903236107,115504000.0,2859722,0.2538925546333677,2005-10-19,2005-09-30,0000354204-05-000009
HIG,D HARTFORD FINANCIAL S,416515104,115409000.0,1495518,0.2536837324913625,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D GAYLORD ENTERTAINMEN,367905106,115376000.0,2421324,0.2536111942736133,2005-10-19,2005-09-30,0000354204-05-000009
PWR,D QUANTA SERVICES INC,74762E102,114551000.0,8977365,0.2517977388298838,2005-10-19,2005-09-30,0000354204-05-000009
SPG,D SIMON PROPERTY GROUP,828806109,113570000.0,1532247,0.24964137544770368,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D OHIO CASUALTY CORP,677240103,112918000.0,4163659,0.24820819611520473,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D BURLINGTON COAT FACT,121579106,111329000.0,2926640,0.24471537102419127,2005-10-19,2005-09-30,0000354204-05-000009
FLS,D FLOWSERVE CORP,34354P105,110792000.0,3047928,0.24353497638990917,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D BURLINGTON NORTHERN,12189T104,110722000.0,1851539,0.2433811074431685,2005-10-19,2005-09-30,0000354204-05-000009
KSUEUR,D KANSAS CITY SOUTHERN,485170302,110392000.0,4735816,0.24265572526567672,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D SPRINT NEXTEL CORP,852061100,110104000.0,4630099,0.24202266445622933,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D LONGS DRUG STORES CO,543162101,106831000.0,2490822,0.23482819213219716,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D UNITED AUTO GROUP IN,909440109,106770000.0,3231537,0.23469410633575172,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D SHAW GROUP INC,820280105,106594000.0,4322558,0.23430723584108942,2005-10-19,2005-09-30,0000354204-05-000009
NOC,D NORTHROP GRUMMAN COR,666807102,106195000.0,1953907,0.23343018284466754,2005-10-19,2005-09-30,0000354204-05-000009
RS,D RELIANCE STEEL & ALU,759509102,104046000.0,1965737,0.22870640617972862,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D SUNRISE SENIOR LIVIN,86768K106,103900000.0,1556781,0.22838547951938376,2005-10-19,2005-09-30,0000354204-05-000009
L,D LOEWS CORP,540424108,103868000.0,1123991,0.22831513942944515,2005-10-19,2005-09-30,0000354204-05-000009
SIGI,D SELECTIVE INSURANCE,816300107,102947000.0,2105254,0.2262906637158999,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D GENERAL MOTORS CORP,370442105,102193000.0,3338534,0.22463327534672167,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D AETNA INC,00817Y108,100423000.0,1165812,0.22074258912199302,2005-10-19,2005-09-30,0000354204-05-000009
WY,D WEYERHAEUSER CO,962166104,100061000.0,1455432,0.21994686685456263,2005-10-19,2005-09-30,0000354204-05-000009
CRS,D CARPENTER TECHNOLOGY,144285103,99596000.0,1699298,0.21892473742264237,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D COUNTRYWIDE FINANCIA,222372104,98970000.0,3000913,0.21754870941321858,2005-10-19,2005-09-30,0000354204-05-000009
NSC,D NORFOLK SOUTHERN COR,655844108,97312000.0,2399205,0.21390421350327501,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D MPS GROUP INC,553409103,95970000.0,8133086,0.21095432598147507,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D EQUITY OFFICE PROPER,294741103,95186000.0,2910007,0.2092309937779794,2005-10-19,2005-09-30,0000354204-05-000009
PFE,D PFIZER INC,717081103,95163000.0,3811105,0.20918043683833604,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D TEXAS INDUSTRIES INC,882491103,94762000.0,1741957,0.20829898758629298,2005-10-19,2005-09-30,0000354204-05-000009
JNJ,D JOHNSON & JOHNSON,478160104,94314000.0,1490431,0.20731422632715266,2005-10-19,2005-09-30,0000354204-05-000009
ADM,D ARCHER-DANIELS-MIDLA,039483102,93452000.0,3789637,0.20541944015443164,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D HOUSTON EXPLORATION,442120101,92242000.0,1371623,0.20275970550362846,2005-10-19,2005-09-30,0000354204-05-000009
BAC,D BANK OF AMERICA CORP,060505104,91945000.0,2183967,0.20210686154388582,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D LANDAMERICA FINANCIA,514936103,91867000.0,1420984,0.20193540757466052,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D UNIVERSAL COMPRESSIO,913431102,91454000.0,2299580,0.2010275807888905,2005-10-19,2005-09-30,0000354204-05-000009
N/A,D COMMERCIAL FEDERAL C,201647104,90785000.0,2659187,0.19955703328361166,2005-10-19,2005-09-30,0000354204-05-000009
