ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
TFPM,TRIPLE FLAG PRECIOUS METAL,89679M104,1633693000.0,129145727,16.907322184132777,2022-11-14,2022-09-30,0001567619-22-020034
HWM,HOWMET AEROSPACE INC,443201108,1118152000.0,36151051,11.571914744589366,2022-11-14,2022-09-30,0001567619-22-020034
MPC,MARATHON PETE CORP,56585A102,1099086000.0,11065000,11.374597987547084,2022-11-14,2022-09-30,0001567619-22-020034
OIH,VANECK ETF TRUST,92189H607,730787000.0,3460000,7.563019035385375,2022-11-14,2022-09-30,0001567619-22-020034
XLE,SELECT SECTOR SPDR TR,81369Y506,651061000.0,9040000,6.737923274766844,2022-11-14,2022-09-30,0001567619-22-020034
BTU,PEABODY ENERGY CORP,704551100,641844000.0,25859970,6.642535225377423,2022-11-14,2022-09-30,0001567619-22-020034
N/A,NIELSEN HLDGS PLC,G6518L108,460152000.0,16600000,4.762178767781379,2022-11-14,2022-09-30,0001567619-22-020034
PINS,PINTEREST INC,72352L106,349500000.0,15000000,3.6170254162528734,2022-11-14,2022-09-30,0001567619-22-020034
SU,SUNCOR ENERGY INC NEW,867224107,281660000.0,10000000,2.914939567215406,2022-11-14,2022-09-30,0001567619-22-020034
LQD,ISHARES TR,464287242,227951000.0,2225000,2.3590974553941595,2022-11-14,2022-09-30,0001567619-22-020034
XLV,SELECT SECTOR SPDR TR,81369Y209,224054000.0,1850000,2.3187668458172284,2022-11-14,2022-09-30,0001567619-22-020034
VNQ,VANGUARD INDEX FDS,922908553,200425000.0,2500000,2.0742269500786326,2022-11-14,2022-09-30,0001567619-22-020034
SWCHEUR,SWITCH INC,87105L104,194897000.0,5785000,2.0170168885591884,2022-11-14,2022-09-30,0001567619-22-020034
IBB,ISHARES TR,464287556,169592000.0,1450000,1.755131829451094,2022-11-14,2022-09-30,0001567619-22-020034
N/A,VALARIS LIMITED,G9460G101,168843000.0,3450000,1.7473803214774934,2022-11-14,2022-09-30,0001567619-22-020034
CAH,CARDINAL HEALTH INC,14149Y108,133360000.0,2000000,1.380161686728135,2022-11-14,2022-09-30,0001567619-22-020034
DLR,DIGITAL RLTY TR INC,253868103,123975000.0,1250000,1.2830349813446351,2022-11-14,2022-09-30,0001567619-22-020034
