ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,31798000.0,160420,6.923038403507893,2018-02-05,2017-12-31,0001172661-18-000247
FI,FISERV INC,337738108,19224000.0,146600,4.185435884930993,2018-02-05,2017-12-31,0001172661-18-000247
WFC,WELLS FARGO CO NEW,949746101,19050000.0,314000,4.147552726172255,2018-02-05,2017-12-31,0001172661-18-000247
LMT,LOCKHEED MARTIN CORP,539830109,16855000.0,52500,3.669658855623798,2018-02-05,2017-12-31,0001172661-18-000247
AMZN,AMAZON COM INC,023135106,16353000.0,13983,3.560363765411805,2018-02-05,2017-12-31,0001172661-18-000247
AAPL,APPLE INC,037833100,15992000.0,94500,3.481767096952583,2018-02-05,2017-12-31,0001172661-18-000247
LBRDK,LIBERTY BROADBAND CORP,530307305,14596000.0,171400,3.1778309496698283,2018-02-05,2017-12-31,0001172661-18-000247
EQIX,EQUINIX INC,29444U700,13506000.0,29800,2.940516909169684,2018-02-05,2017-12-31,0001172661-18-000247
ELV,ANTHEM INC,036752103,13501000.0,60000,2.9394283126536283,2018-02-05,2017-12-31,0001172661-18-000247
LOW,LOWES COS INC,548661107,12500000.0,134500,2.721491290139275,2018-02-05,2017-12-31,0001172661-18-000247
N/A,LIBERTY GLOBAL PLC,G5480U120,12294000.0,363300,2.6766411136777797,2018-02-05,2017-12-31,0001172661-18-000247
NEU,NEWMARKET CORP,651587107,11932000.0,30026,2.5978267259153465,2018-02-05,2017-12-31,0001172661-18-000247
CMCSA,COMCAST CORP NEW,20030N101,11855000.0,296000,2.5810623395680885,2018-02-05,2017-12-31,0001172661-18-000247
PPG,PPG INDS INC,693506107,11682000.0,100000,2.543396900112561,2018-02-05,2017-12-31,0001172661-18-000247
META,FACEBOOK INC,30303M102,11629000.0,65900,2.53185777704237,2018-02-05,2017-12-31,0001172661-18-000247
V,VISA INC,92826C839,11580000.0,101560,2.5211895311850245,2018-02-05,2017-12-31,0001172661-18-000247
PFE,PFIZER INC,717081103,11482000.0,317000,2.499853039470332,2018-02-05,2017-12-31,0001172661-18-000247
N/A,PRICELINE GRP INC,741503403,11407000.0,6564,2.4835240917294965,2018-02-05,2017-12-31,0001172661-18-000247
DIS,DISNEY WALT CO,254687106,10912000.0,101500,2.3757530366399817,2018-02-05,2017-12-31,0001172661-18-000247
MA,MASTERCARD INCORPORATED,57636Q104,10904000.0,72040,2.3740112822142923,2018-02-05,2017-12-31,0001172661-18-000247
LSXMKUSD,LIBERTY MEDIA CORP DELAWARE,531229607,10791000.0,272100,2.3494090009514332,2018-02-05,2017-12-31,0001172661-18-000247
UNP,UNION PAC CORP,907818108,10728000.0,80000,2.3356926848491315,2018-02-05,2017-12-31,0001172661-18-000247
INTC,INTEL CORP,458140100,10183000.0,220600,2.217035664599059,2018-02-05,2017-12-31,0001172661-18-000247
BAC,BANK AMER CORP,060505104,9461000.0,320500,2.0598423276806144,2018-02-05,2017-12-31,0001172661-18-000247
AIG,AMERICAN INTL GROUP INC,026874784,9354000.0,157000,2.036546362237022,2018-02-05,2017-12-31,0001172661-18-000247
MO,ALTRIA GROUP INC,02209S103,9169000.0,128400,1.9962682911429612,2018-02-05,2017-12-31,0001172661-18-000247
PM,PHILIP MORRIS INTL INC,718172109,8346000.0,79000,1.8170853046001911,2018-02-05,2017-12-31,0001172661-18-000247
