ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,"Tesla, Inc.",88160r101,210285000.0,312265,9.61278687850134,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"The Trade Desk, Inc.",88339j105,114911000.0,2743165,5.252942211738676,2022-08-11,2022-06-30,0001276918-22-000007
AMZN,"Amazon.com, Inc.",023135106,114470000.0,1077770,5.232782718605932,2022-08-11,2022-06-30,0001276918-22-000007
N/A,NVIDIA Corporation,67066g104,105963000.0,699012,4.843901067630299,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"MercadoLibre, Inc.",58733r102,89672000.0,140801,4.099188363264009,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Shopify Inc.,82509l107,62373000.0,1996590,2.851265453897159,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Sprout Social, Inc.",85209w109,60909000.0,1048884,2.7843414222728113,2022-08-11,2022-06-30,0001276918-22-000007
SNOW,Snowflake Inc.,833445109,58844000.0,423155,2.6899437956988512,2022-08-11,2022-06-30,0001276918-22-000007
ABNB,"Airbnb, Inc.",009066101,58716000.0,659138,2.684092514245356,2022-08-11,2022-06-30,0001276918-22-000007
BILL,"Bill.com Holdings, Inc.",090043100,56016000.0,509514,2.5606670460856984,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Uber Technologies, Inc.",90353t100,53969000.0,2637777,2.4670922559661355,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"ServiceNow, Inc.",81762p102,52377000.0,110147,2.394316942888293,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"CrowdStrike Holdings, Inc.",22788c105,46274000.0,274526,2.115329671711111,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Exact Sciences Corporation,30063p105,46036000.0,1168726,2.1044499452585193,2022-08-11,2022-06-30,0001276918-22-000007
VEEV,Veeva Systems Inc.,922475108,44651000.0,225463,2.0411372514062505,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Enphase Energy, Inc.",29355a107,44328000.0,227045,2.026371908363447,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Tesla, Inc.",88160r101,44109000.0,65500,2.016360731501608,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Axon Enterprise, Inc.",05464c101,40398000.0,433598,1.8467192824866117,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Zillow Group, Inc. Class C",98954m200,38904000.0,1225322,1.778423856771601,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Seagen Inc.,81181c104,37494000.0,211903,1.7139683345104466,2022-08-11,2022-06-30,0001276918-22-000007
XYZ,"Block, Inc.",852234103,36084000.0,587106,1.649512812249292,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Silvergate Capital Corporation,82837p408,35447000.0,662185,1.620393544390884,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Paylocity Holding Corporation,70438v106,29119000.0,166947,1.3311208175337306,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"MongoDB, Inc.",60937p106,28381000.0,109367,1.297384522903424,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"DoubleVerify Holdings, Inc.",25862v105,28034000.0,1236614,1.2815220645880903,2022-08-11,2022-06-30,0001276918-22-000007
OKTA,"Okta, Inc.",679295105,26353000.0,291511,1.2046782823746147,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Global-E Online Ltd.,m5216v106,25029000.0,1240894,1.1441540898400269,2022-08-11,2022-06-30,0001276918-22-000007
AMZN,"Amazon.com, Inc.",023135106,24003000.0,226000,1.097252411939357,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"MercadoLibre, Inc.",58733r102,23596000.0,37050,1.0786471654426975,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"The Trade Desk, Inc.",88339j105,23123000.0,552000,1.0570248519465797,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Unity Software Inc.,91332u101,22901000.0,621964,1.0468765356756744,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Twilio Inc.,90138f102,22378000.0,267003,1.022968565361785,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Zoom Video Communications, Inc",98980l101,21232000.0,196645,0.9705813110984639,2022-08-11,2022-06-30,0001276918-22-000007
N/A,NVIDIA Corporation,67066g104,19707000.0,130000,0.900868778156435,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Snap Inc.,83304a106,18161000.0,1383153,0.8301962693509419,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Netflix, Inc.",64110l106,17711000.0,101281,0.8096253579909991,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Sprout Social, Inc.",85209w109,16437000.0,283050,0.7513868222741829,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Shopify Inc.,82509l107,15620000.0,500000,0.7140391898717975,2022-08-11,2022-06-30,0001276918-22-000007
PANW,"Palo Alto Networks, Inc.",697435105,15584000.0,31550,0.712393516963002,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"ServiceNow, Inc.",81762p102,15359000.0,32300,0.7021080612830306,2022-08-11,2022-06-30,0001276918-22-000007
ABNB,"Airbnb, Inc.",009066101,14131000.0,158635,0.645972329838564,2022-08-11,2022-06-30,0001276918-22-000007
SNOW,Snowflake Inc.,833445109,13037000.0,93750,0.595962158665725,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Uber Technologies, Inc.",90353t100,13015000.0,636100,0.5949564696659055,2022-08-11,2022-06-30,0001276918-22-000007
N/A,On Holding AG,h5919c104,12961000.0,732651,0.5924879603027124,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Teladoc Health, Inc.",87918a105,12744000.0,383745,0.5825682097135844,2022-08-11,2022-06-30,0001276918-22-000007
BILL,"Bill.com Holdings, Inc.",090043100,12376000.0,112575,0.5657457755347866,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Exact Sciences Corporation,30063p105,12215000.0,310110,0.5583859605815625,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"CrowdStrike Holdings, Inc.",22788c105,11449000.0,67925,0.523369698133304,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Coinbase Global, Inc.",19260q107,10776000.0,229172,0.49260475736610054,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Enphase Energy, Inc.",29355a107,10738000.0,55000,0.4908676581845942,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Seagen Inc.,81181c104,10165000.0,57450,0.4646740310529336,2022-08-11,2022-06-30,0001276918-22-000007
VEEV,Veeva Systems Inc.,922475108,9526000.0,48100,0.4354633369218146,2022-08-11,2022-06-30,0001276918-22-000007
XYZ,"Block, Inc.",852234103,9083000.0,147790,0.41521241751635957,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Silvergate Capital Corporation,82837p408,8806000.0,164500,0.40254987874590575,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Axon Enterprise, Inc.",05464c101,8409000.0,90250,0.3844017636128006,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Zillow Group, Inc. Class C",98954m200,8255000.0,260000,0.3773619406140646,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"DoubleVerify Holdings, Inc.",25862v105,7757000.0,342150,0.354596798709061,2022-08-11,2022-06-30,0001276918-22-000007
AAPL,Apple Inc.,037833100,7396000.0,54095,0.3380943564847512,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Datadog, Inc.",23804l103,7376000.0,77450,0.33718009375764263,2022-08-11,2022-06-30,0001276918-22-000007
MSFT,Microsoft Corporation,594918104,7114000.0,27701,0.3252032520325203,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Global-E Online Ltd.,m5216v106,6898000.0,342000,0.3153292145797477,2022-08-11,2022-06-30,0001276918-22-000007
QCOM,QUALCOMM Incorporated,747525103,6761000.0,52928,0.30906651489905396,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Paylocity Holding Corporation,70438v106,6549000.0,37550,0.299375329991703,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Bumble Inc.,12047b105,5950000.0,211385,0.2719931613148012,2022-08-11,2022-06-30,0001276918-22-000007
MPWR,"Monolithic Power Systems, Inc.",609839105,5409000.0,14085,0.24726235454651424,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Costco Wholesale Corporation,22160k105,5150000.0,10746,0.2354226522304582,2022-08-11,2022-06-30,0001276918-22-000007
OKTA,"Okta, Inc.",679295105,4520000.0,50000,0.20662337632653807,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Unity Software Inc.,91332u101,4418000.0,120000,0.20196063641828432,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Sea Limited,81141r100,4243000.0,63460,0.19396083755608431,2022-08-11,2022-06-30,0001276918-22-000007
N/A,On Holding AG,h5919c104,3744000.0,211650,0.17114998251472535,2022-08-11,2022-06-30,0001276918-22-000007
HD,"The Home Depot, Inc.",437076102,3736000.0,13622,0.17078427742388191,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Snap Inc.,83304a106,3283000.0,250000,0.1500762266548727,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Twilio Inc.,90138f102,3269000.0,39000,0.14943624274589667,2022-08-11,2022-06-30,0001276918-22-000007
N/A,JPMorgan Chase & Co.,46625h100,3238000.0,28758,0.14801913551887838,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Tenable Holdings, Inc.",88025t102,2999000.0,66050,0.1370936959299309,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Zoetis Inc.,98978v103,2906000.0,16905,0.13284237424887604,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Blackstone Inc.,09260d107,2898000.0,31765,0.1324766691580326,2022-08-11,2022-06-30,0001276918-22-000007
EL,The Estee Lauder Companies Inc,518439104,2791000.0,10960,0.12758536356800174,2022-08-11,2022-06-30,0001276918-22-000007
PAYX,"Paychex, Inc.",704326107,2712000.0,23820,0.12397402579592284,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"BlackRock, Inc.",09247x101,2697000.0,4428,0.12328832875059142,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Coinbase Global, Inc.",19260q107,2604000.0,55375,0.11903700706953654,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Visa Inc.,92826c839,2566000.0,13035,0.11729990788803023,2022-08-11,2022-06-30,0001276918-22-000007
ABT,Abbott Laboratories,002824100,2423000.0,22300,0.11076292938920393,2022-08-11,2022-06-30,0001276918-22-000007
JNJ,Johnson & Johnson,478160104,2356000.0,13274,0.1077001492533902,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Marqeta, Inc.",57142b104,2325000.0,286685,0.10628304202637191,2022-08-11,2022-06-30,0001276918-22-000007
INTU,Intuit Inc.,461202103,2228000.0,5781,0.10184886779989531,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"MongoDB, Inc.",60937p106,2076000.0,8000,0.09490047107387015,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Olo Inc.,68134l109,2068000.0,209566,0.09453476598302672,2022-08-11,2022-06-30,0001276918-22-000007
PANW,"Palo Alto Networks, Inc.",697435105,1976000.0,4000,0.09032915743832727,2022-08-11,2022-06-30,0001276918-22-000007
CIT,Cintas Corporation,172908105,1931000.0,5170,0.08827206630233297,2022-08-11,2022-06-30,0001276918-22-000007
AMGN,Amgen Inc.,031162100,1850000.0,7604,0.08456930225754324,2022-08-11,2022-06-30,0001276918-22-000007
PGR,The Progressive Corporation,743315103,1799000.0,15470,0.08223793230341638,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Aspen Aerogels, Inc.",04523y105,1762000.0,178322,0.0805465462582655,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Rivian Automotive, Inc.",76954a103,1645000.0,63907,0.07519810930468035,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Comcast Corporation Class A,20030n101,1632000.0,41601,0.07460383853205976,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Constellation Brands, Inc.",21036p108,1545000.0,6630,0.07062679566913746,2022-08-11,2022-06-30,0001276918-22-000007
N/A,GitLab Inc.,37637k108,1536000.0,28900,0.0702153774419386,2022-08-11,2022-06-30,0001276918-22-000007
N/A,SPDR S&P 500 ETF Trust,78462f103,1497000.0,3969,0.06843256512407689,2022-08-11,2022-06-30,0001276918-22-000007
SBUX,Starbucks Corporation,855244109,1478000.0,19352,0.06756401553332372,2022-08-11,2022-06-30,0001276918-22-000007
NKE,"NIKE, Inc.",654106103,1320000.0,12915,0.060341339989165986,2022-08-11,2022-06-30,0001276918-22-000007
BDX,"Becton, Dickinson and Company",075887109,1271000.0,5155,0.058101396307749985,2022-08-11,2022-06-30,0001276918-22-000007
N/A,CDW Corporation,12514g108,1262000.0,8010,0.05768997808055112,2022-08-11,2022-06-30,0001276918-22-000007
TSN,"Tyson Foods, Inc.",902494103,1232000.0,14312,0.05631858398988825,2022-08-11,2022-06-30,0001276918-22-000007
PCAR,PACCAR Inc,693718108,1138000.0,13820,0.05202154917247795,2022-08-11,2022-06-30,0001276918-22-000007
DIS,The Walt Disney Company,254687106,973000.0,10310,0.044478881673832196,2022-08-11,2022-06-30,0001276918-22-000007
LULU,lululemon athletica inc.,550021109,936000.0,3432,0.04278749562868134,2022-08-11,2022-06-30,0001276918-22-000007
APH,Amphenol Corporation,032095101,899000.0,13965,0.04109610958353047,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Green Thumb Industries Inc.,39342l108,858000.0,107250,0.03922187099295789,2022-08-11,2022-06-30,0001276918-22-000007
ECL,Ecolab Inc.,278865100,857000.0,5575,0.039176157856602466,2022-08-11,2022-06-30,0001276918-22-000007
F,Ford Motor Company,345370860,725000.0,65120,0.033142023857685866,2022-08-11,2022-06-30,0001276918-22-000007
DSI,iShares MSCI KLD 400 Social,464288570,552000.0,7684,0.025233651268196683,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Alphabet Inc. Class A,02079k305,427000.0,196,0.019519509223768088,2022-08-11,2022-06-30,0001276918-22-000007
N/A,"Cardlytics, Inc.",14161w105,348000.0,15600,0.015908171451689216,2022-08-11,2022-06-30,0001276918-22-000007
N/A,AbbVie Inc.,00287y109,295000.0,1923,0.01348537522485149,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Alphabet Inc. Class C,02079k107,271000.0,124,0.0123882599523212,2022-08-11,2022-06-30,0001276918-22-000007
AXP,American Express Company,025816109,236000.0,1700,0.01078830017988119,2022-08-11,2022-06-30,0001276918-22-000007
N/A,Spdr Dow Jones Industrial Avrg,78467x109,200000.0,650,0.009142627271085757,2022-08-11,2022-06-30,0001276918-22-000007
