ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
SPY,SPDR S&P 500 ETF,78462F103,12391000.0,37000,13.837735216930035,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Evolent Health Inc,30050VAD3,10546000.0,13934000,11.777318666592217,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Mylan NV,N59465109,8527000.0,575000,9.522586409068067,2020-11-16,2020-09-30,0001567619-20-019699
8CW,Crown Castle Intl,22822V101,5495000.0,33000,6.136579373499358,2020-11-16,2020-09-30,0001567619-20-019699
EVH,Evolent Health Inc,30050B101,4964000.0,400000,5.543581439499693,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Centene Corp.,15135B901,4666000.0,80000,5.210787872019655,2020-11-16,2020-09-30,0001567619-20-019699
ELV,Anthem Inc.,036752103,4324000.0,16100,4.828856999274108,2020-11-16,2020-09-30,0001567619-20-019699
GDX,Vaneck Vectors Junior Gold Miners ETF,92189F106,4263000.0,77010,4.760734826065107,2020-11-16,2020-09-30,0001567619-20-019699
BAC,Verizon Inc.,92343V104,3867000.0,65000,4.318499078675527,2020-11-16,2020-09-30,0001567619-20-019699
GDXJ,Vaneck Vectors Gold Miners ETF,92189F791,3663000.0,93538,4.090680663353622,2020-11-16,2020-09-30,0001567619-20-019699
EIX,Edison Intl,281020107,3612000.0,71049,4.033726059523144,2020-11-16,2020-09-30,0001567619-20-019699
GLD,SPDR Gold Shares ETF,78463V107,2590000.0,14625,2.8924004690379137,2020-11-16,2020-09-30,0001567619-20-019699
HNGRUSD,Hanger Inc.,41043F208,1949000.0,123214,2.1765592718744764,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Nikol Corp.,654110105,1843000.0,90000,2.0581830364621143,2020-11-16,2020-09-30,0001567619-20-019699
AAAUUSD,Perth Mint Physical Gold ETF,715426102,1789000.0,95154,1.9978781618180803,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Microsoft Corp.,594918904,1577000.0,7500,1.7611256909933555,2020-11-16,2020-09-30,0001567619-20-019699
META,Facebook Inc. Class A,30303M102,1558000.0,5950,1.7399073091741584,2020-11-16,2020-09-30,0001567619-20-019699
ACHC,Acadia Healthcare Inc.,00404A109,1327000.0,45000,1.4819364565302362,2020-11-16,2020-09-30,0001567619-20-019699
GOOG,Alphabet Inc. Class C,02079K107,1323000.0,900,1.4774694287788264,2020-11-16,2020-09-30,0001567619-20-019699
FE,FirstEnergy Corp,337932107,1206000.0,42000,1.3468088670500866,2020-11-16,2020-09-30,0001567619-20-019699
NVCR,Novocure Ltd,G6674U108,1113000.0,10000,1.2429504718298063,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Seagate Technology,G7945M107,1084000.0,22000,1.2105645206320843,2020-11-16,2020-09-30,0001567619-20-019699
IAUUSD,Ishares Gold Trust,464285105,1007000.0,56000,1.1245742364174436,2020-11-16,2020-09-30,0001567619-20-019699
TME,Tencent Holdings Ltd.,88034P109,988000.0,14600,1.1033558545982467,2020-11-16,2020-09-30,0001567619-20-019699
IMRN,Immuron Limited,45254U101,867000.0,115620,0.9682282651180971,2020-11-16,2020-09-30,0001567619-20-019699
DUK,Duke Energy Corp.,26441C204,824000.0,9302,0.9202077167904406,2020-11-16,2020-09-30,0001567619-20-019699
DTE,DTE Energy Corp.,233331107,804000.0,6987,0.897872578033391,2020-11-16,2020-09-30,0001567619-20-019699
SPY,SPDR S&P 500 ETF,78462F103,402000.0,1200,0.4489362890166955,2020-11-16,2020-09-30,0001567619-20-019699
WTI,W&T Offshore Inc.,92922P106,360000.0,200000,0.4020324976268915,2020-11-16,2020-09-30,0001567619-20-019699
N/A,Crispr Therapeutics AG,H17182108,318000.0,3800,0.35512870623708753,2020-11-16,2020-09-30,0001567619-20-019699
JNJ,Johnson & Johnson Inc.,478160104,298000.0,2000,0.33279356748003797,2020-11-16,2020-09-30,0001567619-20-019699
