ticker,nameOfIssuer,cusip,value,shares,allocation_percent
NVDA,NVIDIA CORPORATION,67066G104,202000668000.0,1009549,18.679735476844755
AMZN,AMAZON COM INC,023135106,88455124000.0,371130,8.179766603006986
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,87964163000.0,753957,8.1343656560683
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,77034429000.0,161305,7.123653454105303
GOOG,ALPHABET INC,02079K107,75079737000.0,212492,6.942895985032455
ARM,ARM HOLDINGS PLC,042068205,74674215000.0,210605,6.905395892755328
V,VISA INC,92826C839,51267978000.0,149430,4.740936141224526
MA,MASTERCARD INCORPORATED,57636Q104,38028090000.0,74042,3.516595607939501
MSFT,MICROSOFT CORP,594918104,35828419000.0,96050,3.313184040923858
META,META PLATFORMS INC,30303M102,35739624000.0,63448,3.3049728447526334
CDNS,CADENCE DESIGN SYSTEM INC,127387108,31074244000.0,82794,2.873548210558048
AVGO,BROADCOM INC,11135F101,30960390000.0,81960,2.863019717637516
NOW,SERVICENOW INC,81762P102,30578439000.0,308002,2.827699321344983
AAPL,APPLE INC,037833100,24297745000.0,83971,2.2469007344264194
BKNG,BOOKING HOLDINGS INC,09857L108,20278543000.0,113771,1.8752305269397518
TBLL,INVESCO EXCH TRADED FD TR II,46138G888,18826731000.0,178334,1.7409761980277856
FICO,FAIR ISAAC CORP,303250104,18388859000.0,15391,1.7004845837489804
ORCL,ORACLE CORP,68389X105,18019935000.0,122961,1.6663688414631208
MSCI,MSCI INC,55354G100,16649903000.0,29730,1.539677006192494
DDOG,DATADOG INC,23804L103,16174084000.0,62122,1.4956762949925846
TKO,TKO GROUP HOLDINGS INC,87256C101,12019012000.0,59704,1.111441695098864
TEAM,ATLASSIAN CORPORATION,049468101,11652553000.0,149795,1.077553900316378
NFLX,NETFLIX INC.,64110L106,10781043000.0,150995,0.9969622051175039
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,10456227000.0,22774,0.9669252898007347
SCHO,SCHWAB STRATEGIC TR,808524862,9592246000.0,397359,0.8870298285786966
SCHR,SCHWAB STRATEGIC TR,808524854,7925329000.0,321384,0.7328839590122869
GOOGL,ALPHABET INC,02079K305,3170077000.0,8871,0.2931485345445966
QQQ,INVESCO QQQ TR,46090E103,2999280000.0,4073,0.2773543155856838
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,2965311000.0,5926,0.2742130787734722
SHY,ISHARES TR,464287457,1603444000.0,19528,0.14827629070976073
LLY,ELI LILLY & CO,532457108,1335483000.0,1113,0.123496963751739
FAST,FASTENAL CO,311900104,1229568000.0,25600,0.11370261899724535
LRCX,LAM RESEARCH CORP,512807306,1210291000.0,2793,0.11192000478932038
JPM,JPMORGAN CHASE & CO,46625H100,1195409000.0,3652,0.11054381219491567
CAT,CATERPILLAR INC,149123101,1151157000.0,1081,0.10645166902278848
HD,HOME DEPOT INC,437076102,1065094000.0,3020,0.09849311081473497
JNJ,JOHNSON & JOHNSON,478160104,686141000.0,2702,0.06344995047153873
POWL,POWELL INDS INC,739128106,651183000.0,2274,0.06021725723708101
ABBV,ABBVIE INC,00287Y109,616246000.0,2449,0.0569865059488995
GE,GE AEROSPACE,369604301,555363000.0,1486,0.051356433799649284
WMT,WALMART INC,931142103,509670000.0,4500,0.047131036123521465
XOM,EXXON MOBIL CORP,30231G102,485493000.0,3551,0.044895301117815076
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,419685000.0,562,0.03880979632997843
FLEX,FLEX LTD,Y2573F102,413279000.0,2550,0.03821741024210338
INTC,INTEL CORP,458140100,401576000.0,2876,0.03713519132446339
NDAQ,NASDAQ INC,631103108,388189000.0,4925,0.03589724681019812
SGOV,ISHARES TR,46436E718,382043000.0,3795,0.03532890386669514
ABT,ABBOTT LABORATORIES,002824100,370491000.0,4083,0.0342606484675174
GS,GOLDMAN SACHS GROUP INC,38141G104,360048000.0,356,0.033294946326449776
AMGN,AMGEN INC,031162100,359947000.0,994,0.033285606489597545
N/A,NEBIUS GROUP N.V.,N97284108,359021000.0,1300,0.033199975906180075
PH,PARKER-HANNIFIN CORP,701094104,350167000.0,358,0.032381214366678714
STIP,ISHARES TR,46429B747,333552000.0,3265,0.03084476496767091
VYMI,VANGUARD WHITEHALL FDS,921946794,309254000.0,3149,0.028597840652468277
KLAC,KLA CORP,482480100,304727000.0,1010,0.02817921251949757
ADP,AUTOMATIC DATA PROCESSING IN,053015103,273443000.0,1221,0.02528626740974372
CSCO,CISCO SYS INC,17275R102,240987000.0,2052,0.022284943203051126
IVV,ISHARES TR,464287200,237398000.0,317,0.02195305533708429
IBM,INTERNATIONAL BUSINESS MACHS,459200101,201909000.0,718,0.01867125860392822
IYW,ISHARES TR,464287721,201784000.0,800,0.018659699399903182
ABEV,AMBEV SA,02319V103,157000000.0,50000,0.014518360255445426
ECC,EAGLE POINT CR CO,269808101,122589000.0,32954,0.01133625009780127
SKYX,SKYX PLATFORMS CORP,78471E105,22100000.0,20000,0.0020436672716263944
MLSS,MILESTONE SCIENTIFIC INC,59935P209,3210000.0,10000,0.0002968403593629288
