ticker,nameOfIssuer,cusip,value,shares,allocation_percent
VRT,VERTIV HOLDINGS CO,92537N108,111307023000.0,332438,9.412806054409776
GOOGL,ALPHABET INC,02079K305,57957520000.0,162178,4.901244148400012
ICLR,ICON PUB LTD CO,G4705A100,51146999000.0,294439,4.325304629269357
ULTA,ULTA BEAUTY INC,90384S303,44206864000.0,98024,3.7384041535786077
KKR,KKR & CO INC,48251W104,35736404000.0,389370,3.0220899891827466
MSFT,MICROSOFT CORP,594918104,35702098000.0,95711,3.019188862948308
MCK,MCKESSON CORP,58155Q103,33241776000.0,43994,2.8111289113547993
AAPL,APPLE INC,037833100,32719366000.0,113075,2.766950710569713
ABBV,ABBVIE INC,00287Y109,32663879000.0,129804,2.762258388778472
VWO,VANGUARD INTL EQUITY INDEX F,922042858,31850825000.0,533604,2.6935015448032082
CRM,SALESFORCE INC,79466L302,30975393000.0,197724,2.61946963371864
VEA,VANGUARD TAX-MANAGED FDS,921943858,30431253000.0,427105,2.573453810562121
CMPO,GPGI INC,20459V105,30335092000.0,1913886,2.5653218453131887
BRK/B,BERKSHIRE HATHAWAY INC DEL,084670702,29488195000.0,58930,2.493703029229486
DKS,DICKS SPORTING GOODS INC,253393102,28270722000.0,124645,2.3907460287041875
AMZN,AMAZON COM INC,023135106,24072616000.0,101001,2.0357283801425687
HSIC,SCHEIN HENRY INC,806407102,24062613000.0,288106,2.0348824649754524
N/A,AEBI SCHMIDT HLDG AG,H00501108,23566806000.0,1877833,1.992953977395484
CHWY,CHEWY INC,16679L109,23105276000.0,1175841,1.9539241636316955
META,META PLATFORMS INC,30303M102,22931858000.0,40711,1.9392588715742156
CSW,CSW INDUSTRIALS INC,126402106,22498304000.0,80842,1.9025948803351937
VOO,VANGUARD INDEX FDS,922908363,20901856000.0,30433,1.7675894243007588
BRK/A,BERKSHIRE HATHAWAY INC DEL,084670108,20218950000.0,27,1.7098386952080151
JPM,JPMORGAN CHASE & CO,46625H100,19576058000.0,59805,1.6554717959160308
PGR,PROGRESSIVE CORP,743315103,19498959000.0,89261,1.648951830558688
PNR,PENTAIR PLC,G7S00T104,18131973000.0,236525,1.5333510917167785
RHLD,RESOLUTE HLDGS MGMT INC,76134H101,17683101000.0,122349,1.4953917162400396
VDE,VANGUARD WORLD FD,92204A306,17538794000.0,116824,1.4831882292840215
OIH,VANECK ETF TRUST,92189H607,17174198000.0,46163,1.4523557504006936
VO,VANGUARD INDEX FDS,922908629,14667309000.0,182044,1.2403578070460028
SGOV,ISHARES TR,46436E718,14529902000.0,144332,1.2287378265033708
LULU,LULULEMON ATHLETICA INC,550021109,14330618000.0,125509,1.2118851464910145
VTWO,VANGUARD SCOTTSDALE FDS,92206C664,12698954000.0,104587,1.073901609028491
DIS,DISNEY WALT CO,254687106,12121091000.0,125933,1.0250339617011575
SITE,SITEONE LANDSCAPE SUPPLY INC,82982L103,11486878000.0,100401,0.9714010119978365
ABT,ABBOTT LABORATORIES,002824100,11123272000.0,122584,0.9406522535999076
IWF,ISHARES TR,464287614,11085277000.0,89275,0.9374391628496742
V,VISA INC,92826C839,10876368000.0,31701,0.9197725336737175
TMO,THERMO FISHER SCIENTIFIC INC,883556102,9947509000.0,19841,0.8412225070604551
PTLO,PORTILLOS INC,73642K106,9715564000.0,2049697,0.821607812125257
IUSV,ISHARES TR,464287663,9515748000.0,86389,0.804710142922767
XLF,SELECT SECTOR SPDR TR,81369Y605,8961865000.0,167168,0.7578703917973179
PG,PROCTER & GAMBLE CO,742718109,7561309000.0,51564,0.6394307674050642
QQQ,INVESCO QQQ TR,46090E103,7032620000.0,9550,0.5947215757837965
ADBE,ADOBE INC,00724F101,6749463000.0,32921,0.5707760793352166
NFLX,NETFLIX INC.,64110L106,6470554000.0,90624,0.54718981987853
XYZ 0.25 11/01/27,BLOCK INC,852234AK9,6016585000.0,6363000,0.5087994107512069
IEMG,ISHARES INC,46434G103,3697646000.0,44636,0.3126956747002756
JNJ,JOHNSON & JOHNSON,478160104,3482437000.0,13712,0.2944962787990531
GOOG,ALPHABET INC,02079K107,3118005000.0,8825,0.26367766876381155
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,3109722000.0,26654,0.2629772073693075
HRMY,HARMONY BIOSCIENCES HLDGS IN,413197104,2849265000.0,78255,0.24095136245462132
PEP,PEPSICO INC,713448108,2847510000.0,21030,0.24080294886686873
CSCO,CISCO SYS INC,17275R102,2596218000.0,22103,0.2195521526882238
XLB,SELECT SECTOR SPDR TR,81369Y100,2420857000.0,47627,0.2047225486073802
XLU,SELECT SECTOR SPDR TR,81369Y886,2304290000.0,50822,0.1948649265654684
HYBB,ISHARES TR,46435U473,2157517000.0,46130,0.18245289949127483
VCSH,VANGUARD SCOTTSDALE FDS,92206C409,2148250000.0,27183,0.18166922500825308
BIV,VANGUARD BD INDEX FDS,921937819,2130664000.0,27779,0.18018204474944002
SHYG,ISHARES TR,46434V407,2115071000.0,49872,0.17886340482133406
HD,HOME DEPOT INC,437076102,2112873000.0,5991,0.17867752843051915
MA,MASTERCARD INCORPORATED,57636Q104,2042253000.0,3976,0.17270546713873147
CBOE,CBOE GLOBAL MKTS INC,12503M108,1891613000.0,7795,0.15996642277460102
UNH,UNITEDHEALTH GROUP INC,91324P102,1808515000.0,4351,0.15293914510219986
XLRE,SELECT SECTOR SPDR TR,81369Y860,1638725000.0,37218,0.13858065902555547
MRK,MERCK & CO INC,58933Y105,1546678000.0,12036,0.13079659890483644
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,1491451000.0,3123,0.12612626431178126
ORCL,ORACLE CORP,68389X105,1470336000.0,10033,0.12434065012067255
VYM,VANGUARD WHITEHALL FDS,921946406,1464306000.0,9266,0.12383071625506112
NVDA,NVIDIA CORPORATION,67066G104,1436954000.0,7182,0.12151766300593939
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,1409902000.0,1888,0.11922997960087794
TSLA,TESLA INC,88160R101,1408589000.0,3349,0.11911894425004083
GS,GOLDMAN SACHS GROUP INC,38141G104,1346133000.0,1331,0.11383728098128
ATR,APTARGROUP INC,038336103,1317229000.0,10521,0.11139298107221982
RTX,RTX CORPORATION,75513E101,1222051000.0,6441,0.10334414434565842
GLD,SPDR GOLD TR,78463V107,1203129000.0,3266,0.1017439837146303
AVGO,BROADCOM INC,11135F101,1143355000.0,3027,0.09668912685176828
LLY,ELI LILLY & CO,532457108,1129863000.0,942,0.09554816039823105
CEG,CONSTELLATION ENERGY CORP,21037T109,1063769000.0,4283,0.08995884548716601
BAC,BANK OF AMER CORP,060505104,1020909000.0,17917,0.08633434043242204
BCTK,BARON ETF TR,06829D503,996621000.0,30683,0.08428039785730256
ARKK,ARK ETF TR,00214Q104,990934000.0,12261,0.08379947018006668
VIOO,VANGUARD ADMIRAL FDS INC,921932828,975021000.0,7089,0.08245376908496307
CDNL,CARDINAL INFRASTRUCTURE GROU,14154A102,942000000.0,10000,0.07966131034924911
IVV,ISHARES TR,464287200,901664000.0,1204,0.07625025024919889
ETN,EATON CORP PLC,G29183103,857780000.0,2013,0.07253914946006254
WFC,WELLS FARGO & CO,949746101,823756000.0,9968,0.0696618708790404
ASML,ASML HLDG NV,N07059210,803734000.0,404,0.06796868748645794
DE,DEERE & CO,244199105,778957000.0,1228,0.06587339206552022
FTNT,FORTINET INC,34959E109,768100000.0,5000,0.06495525740897903
INTC,INTEL CORP,458140100,741435000.0,5310,0.06270030110275532
BKR,BAKER HUGHES COMPANY,05722G100,707514000.0,12748,0.05983173283486055
LB,LANDBRIDGE COMPANY LLC,514952100,689388000.0,8700,0.05829888685673901
MMM,3M CO,88579Y101,615096000.0,3799,0.05201629867365365
J,JACOBS SOLUTIONS INC,46982L108,595980000.0,4730,0.05039973221013321
UBER,UBER TECHNOLOGIES INC,90353T100,595248000.0,8249,0.050337829790626155
SBUX,STARBUCKS CORP,855244109,584930000.0,5724,0.04946527628724659
NMRK,NEWMARK GROUP INC,65158N102,547738000.0,36250,0.046320092152947995
XOM,EXXON MOBIL CORP,30231G102,546060000.0,3994,0.04617819015850422
ACHR,ARCHER AVIATION INC,03945R102,530782000.0,112216,0.04488618856666151
CSWC,CAPITAL SOUTHWEST CORP,140501107,507988000.0,21371,0.04295858781496216
RSI,RUSH STREET INTERACTIVE INC,782011100,423795000.0,14250,0.03583871021174101
CRWD,CROWDSTRIKE HLDGS INC,22788C105,422016000.0,553,0.035688267036463606
CRWV,COREWEAVE INC,21873S108,398160000.0,4000,0.0336708570367909
CME,CME GROUP INC,12572Q105,395948000.0,1793,0.033483796719919835
MPC,MARATHON PETE CORP,56585A102,366631000.0,1434,0.031004570992203342
IJH,ISHARES TR,464287507,365116000.0,4735,0.03087645327969898
TTD,THE TRADE DESK INC,88339J105,361745000.0,20008,0.030591380798608406
BX,BLACKSTONE INC,09260D107,352657000.0,2997,0.029822843655875952
IWM,ISHARES TR,464287655,352127000.0,1172,0.02977802359803614
IVW,ISHARES TR,464287309,341762000.0,2485,0.028901495485753798
KO,COCA COLA CO,191216100,338327000.0,4163,0.028611010771263698
BMY,BRISTOL-MYERS SQUIBB CO,110122108,336731000.0,5844,0.02847604320086306
XBI,SPDR SERIES TRUST,78464A870,320140000.0,2023,0.027073006258183242
HWC,HANCOCK WHITNEY CORPORATION,410120109,314422000.0,4208,0.026589457030394482
THAR,CANTON STRATEGIC HOLDINGS IN,432705309,313790000.0,111273,0.026536011225574183
PANW,PALO ALTO NETWORKS INC,697435105,308964000.0,906,0.0261278950007913
SII,SPROTT INC,852066208,304131000.0,2707,0.025719186812980344
PEG,PUBLIC SVC ENTERPRISE GROUP,744573106,303522000.0,3740,0.025667686029537992
SLB,SLB LIMITED,806857108,297675000.0,6403,0.025173227768803322
AAXJ,ISHARES TR,464288182,293194000.0,2457,0.02479428686468975
TYL,TYLER TECHNOLOGIES INC,902252105,292752000.0,1001,0.02475690862777429
NVO,NOVO-NORDISK A S,670100205,286058000.0,5967,0.024190822840642785
MOH,MOLINA HEALTHCARE INC,60855R100,275584000.0,1205,0.023305077018351876
7HP,HP INC,40434L105,272056000.0,12400,0.023006727652203098
AVTR,AVANTOR INC,05352A100,269508000.0,27223,0.022791253109984533
RYAM,RAYONIER ADVANCED MATLS INC,75508B104,268450000.0,34154,0.022701782126598645
NTR,NUTRIEN LTD,67077M108,248023000.0,3940,0.020974349444534832
NVT,NVENT ELEC PLC,G6700G107,245426000.0,1447,0.02075473116111976
SIMO,SILICON MOTION TECHNOLOGY CO,82706C108,243998000.0,732,0.02063397070339287
EOSE,EOS ENERGY ENTERPRISES INC,29415C101,227697000.0,38724,0.019255457943304643
ZBRA,ZEBRA TECHNOLOGIES CORPORATI,989207105,215873000.0,820,0.01825554782274252
QCOM,QUALCOMM INC,747525103,214172000.0,1159,0.018111700806920785
DVN,DEVON ENERGY CORP NEW,25179M103,213170000.0,5159,0.018026965527759484
COST,COSTCO WHOLESALE CORPORATION,22160K105,207674000.0,222,0.01756218998457533
