ticker,nameOfIssuer,cusip,value,shares,allocation_percent
MNST,MONSTER BEVERAGE CORP NEW,61174X109,628617023000.0,8198996,36.92914268525218
AXON,AXON ENTERPRISE INC,05464C101,393861727000.0,693504,23.13805605395265
STAA,STAAR SURGICAL CO,852312305,346800047000.0,15019491,20.373340126545003
IWM,ISHARES TR,464287655,116906307000.0,474920,6.867853612053544
IMDX,INSIGHT MOLECULAR DIA INC,68235C206,85575750000.0,11410100,5.027288422870899
LCTX,LINEAGE CELL THERAPEUTICS IN,53566P109,82766857000.0,49560992,4.862275375833821
UAL,UNITED AIRLS HLDGS INC,910047109,16773000000.0,150000,0.9853575191197691
AAL,AMERICAN AIRLS GROUP INC,02376R102,12570600000.0,820000,0.7384806075148732
LUV,SOUTHWEST AIRLS CO,844741108,7563390000.0,183000,0.4443238065066041
GIL,GILDAN ACTIVEWEAR INC,375916103,7042365000.0,112750,0.41371533447420816
DAL,DELTA AIR LINES INC DEL,247361702,3643500000.0,52500,0.21404341029707735
SER,SERINA THERAPEUTICS INC,81751A108,104228000.0,54484,0.006123045579372521
