ticker,nameOfIssuer,cusip,value,shares,allocation_percent
NGVT,INGEVITY CORP,45688C107,66760356000.0,894072,12.15342621899635
KOP,KOPPERS HOLDINGS INC,50060P106,63585584000.0,1416160,11.575473080697693
BCO,BRINKS CO,109696104,61957565000.0,655705,11.27909945441529
WT,WISDOMTREE INC,97717P104,45298322000.0,2674045,8.246358276929188
AN,AUTONATION INC,05329W102,42038703000.0,226270,7.652959119223397
GIL,GILDAN ACTIVEWEAR INC,375916103,39283080000.0,761300,7.151310194255571
BCO,BRINKS CO,109696104,33874665000.0,358500,6.166732271030999
TNC,TENNANT CO,880345103,33527820000.0,383000,6.103590679681069
DRVN,DRIVEN BRANDS HLDGS INC,26210V102,31483490000.0,2258500,5.731429485359685
PRMB,PRIMO BRANDS CORPORATION,741623102,30028573000.0,1228665,5.466568309151105
NVRI,ENVIRI CORP,29390K102,25222526000.0,1149090,4.591648804235213
LRN,STRIDE INC,86333M108,23078255000.0,267605,4.20129379486358
ROCK,GIBRALTAR INDS INC,374689107,22295862000.0,494365,4.058862625087325
PTON,PELOTON INTERACTIVE INC,70614W100,15719950000.0,2659890,2.8617470597567163
MATX,MATSON INC,57686G105,15158297000.0,78855,2.759500626316817
