ticker,nameOfIssuer,cusip,value,shares,allocation_percent
QQQ,INVESCO QQQ TR,46090E103,11942861956000.0,16217900,16.12404697020992
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,7432676681000.0,9953100,10.034849968153479
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,5805315455000.0,7773900,7.8377510698998805
QQQ,INVESCO QQQ TR,46090E103,2360824838000.0,3205900,3.1873474479227433
QQQ,INVESCO QQQ TR,46090E103,2122378510000.0,2882100,2.8654212792446803
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,1448481749000.0,3033025,1.9555938804629869
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,1379209549000.0,1846900,1.862069546794487
NVDA,NVIDIA CORPORATION,67066G104,1341823524000.0,6706100,1.8115947087405653
QQQ,INVESCO QQQ TR,46090E103,1184320455000.0,1608257,1.598949959779673
AMZN,AMAZON COM INC,023135106,1176391183000.0,4935769,1.5882446569269224
LRCX,LAM RESEARCH CORP,512807306,1122403999000.0,2590183,1.5153566093372877
GOOGL,ALPHABET INC,02079K305,1118694609000.0,3130354,1.5103485653013455
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,1064968725000.0,1426100,1.4378132986019898
KLAC,KLA CORP,482480100,971682399000.0,3220584,1.3118675154518598
AMD,ADVANCED MICRO DEVICES INC,007903107,970526292000.0,1670700,1.310306656451792
META,META PLATFORMS INC,30303M102,943117010000.0,1674301,1.2733014099693356
AMAT,APPLIED MATLS INC,038222105,909893331000.0,1258497,1.2284461514314067
TER,TERADYNE INC,880770102,892753505000.0,1845142,1.205305688073176
APH,AMPHENOL CORP,032095101,849191855000.0,4816197,1.1464931443723783
MCHP,MICROCHIP TECHNOLOGY INC.,595017104,822551012000.0,9019200,1.1105253666788428
AVGO,BROADCOM INC,11135F101,821077400000.0,2173600,1.1085358444695599
INTC,INTEL CORP,458140100,816919307000.0,5850600,1.1029220069249654
LRCX,LAM RESEARCH CORP,512807306,814877040000.0,1880500,1.100164744121876
AAPL,APPLE INC,037833100,725541227000.0,2507400,0.9795525449487777
ADI,ANALOG DEVICES INC,032654105,692377723000.0,1743278,0.9347785286231431
MSFT,MICROSOFT CORP,594918104,607612260000.0,1628900,0.8203367547921278
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,599589144000.0,1255500,0.8095047532410714
CDNS,CADENCE DESIGN SYSTEM INC,127387108,515641639000.0,1373872,0.6961673037554473
KLAC,KLA CORP,482480100,514506048000.0,1705300,0.6946341433881579
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,487260580000.0,4176400,0.6578500620368158
SNPS,SYNOPSYS INC,871607107,478398031000.0,1072473,0.6458847427625698
TSLA,TESLA INC,88160R101,474352687000.0,1127800,0.6404231275394375
BKNG,BOOKING HOLDINGS INC,09857L108,461748558000.0,2590600,0.623406304539781
QQQ,INVESCO QQQ TR,46090E103,441840015000.0,600000,0.5965277988999185
SHOP,SHOPIFY INC,82509L107,429202621000.0,3759000,0.5794660648542798
V,VISA INC,92826C839,425633680000.0,1240589,0.5746476408843872
TWLO,TWILIO INC,90138F102,410557085000.0,1989808,0.5542927438064132
NOK,NOKIA CORP,654902204,400036375000.0,30123221,0.5400887428872924
MKSI,MKS INC.,55306N104,399656358000.0,898508,0.5395756822842265
VRT,VERTIV HOLDINGS CO,92537N108,398284796000.0,1189549,0.5377239376863209
EXPE,EXPEDIA GROUP INC,30212P303,394017330000.0,1539852,0.5319624357547671
ARM,ARM HOLDINGS PLC,042068205,388998755000.0,1097100,0.5251868622513935
VMC,VULCAN MATLS CO,929160109,365846916000.0,1240117,0.49392958565738637
QQQ,INVESCO QQQ TR,46090E103,363855252000.0,494100,0.49124064191817296
TJX,TJX COS INC NEW,872540109,357455160000.0,2359440,0.48259988358052675
MA,MASTERCARD INCORPORATED,57636Q104,337881518000.0,657869,0.4561735274735205
BWXT,BWX TECHNOLOGIES INC,05605H100,329536805000.0,1692971,0.4449073381078028
SIMO,SILICON MOTION TECHNOLOGY CO,82706C108,328314383000.0,984953,0.44325694728707365
HLT,HILTON WORLDWIDE HLDGS INC,43300A203,327287576000.0,990400,0.441870656098384
ETR,ENTERGY CORP NEW,29364G103,321379773000.0,2798013,0.4338945366880034
DASH,DOORDASH INC,25809K105,319255351000.0,1730100,0.43102635649478444
MAR,MARRIOTT INTL INC NEW,571903202,304995567000.0,823000,0.41177423519855405
MLM,MARTIN MARIETTA MATLS INC,573284106,304492410000.0,527991,0.41109492339445886
EQIX,EQUINIX INC,29444U700,291299013000.0,279453,0.3932825302086067
MSFT,MICROSOFT CORP,594918104,271395177000.0,727562,0.3664103794851261
CEG,CONSTELLATION ENERGY CORP,21037T109,266783655000.0,1074138,0.3601843678636152
ARM,ARM HOLDINGS PLC,042068205,266104790000.0,750500,0.35926783284991753
MSFT,MICROSOFT CORP,594918104,264956098000.0,710300,0.35771698483454717
NVDA,NVIDIA CORPORATION,67066G104,263898696000.0,1318900,0.35628938736442584
UBER,UBER TECHNOLOGIES INC,90353T100,263811043000.0,3655918,0.35617104712954023
VST,VISTRA CORP,92840M102,258375751000.0,1628795,0.34883286438677
PWR,QUANTA SVCS INC,74762E102,241563339000.0,335486,0.3261344423695641
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,240309881000.0,503193,0.32444214987370795
SOXX,ISHARES TR,464287523,237850112000.0,371200,0.321121218003442
GLW,CORNING INC,219350105,217754069000.0,852500,0.29398956878559535
CG,CARLYLE GROUP INC,14316J108,209726244000.0,4980438,0.2831512096179592
AMZN,AMAZON COM INC,023135106,207958805000.0,872530,0.28076499184553794
LRCX,LAM RESEARCH CORP,512807306,199450099000.0,460273,0.2692773956809703
AMZN,AMAZON COM INC,023135106,199204569000.0,835800,0.2689459058532237
GOOGL,ALPHABET INC,02079K305,198702723000.0,556014,0.26826836402902576
AMD,ADVANCED MICRO DEVICES INC,007903107,191293654000.0,329300,0.2582653867693323
ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,186363918000.0,1513800,0.2516097547183564
N/A,CRH PLC,G25508105,183420256000.0,1714208,0.24763551935272224
AMAT,APPLIED MATLS INC,038222105,178077091000.0,246303,0.2404217171881331
