ticker,nameOfIssuer,cusip,value,shares,allocation_percent
YMM,FULL TRUCK ALLIANCE CO LTD,35969L108,178210972000.0,21947164,89.4507969367006
IBIT,ISHARES BITCOIN TR,46438F101,9081512000.0,272800,4.558352814495675
ETHA,ISHARES ETHEREUM TR,46438R105,3794099000.0,319100,1.9044011454397929
GOOG,ALPHABET INC,02079K107,3179970000.0,9000,1.5961466768432182
AVGO,BROADCOM INC,11135F101,812162000.0,2150,0.40765468773552643
AMZN,AMAZON COM INC,023135106,810356000.0,3400,0.40674818833509846
NVDA,NVIDIA CORPORATION,67066G104,800360000.0,4000,0.4017308195606368
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,764112000.0,1600,0.383536583532557
BABA,ALIBABA GROUP HLDG LTD,01609W102,643066000.0,6700,0.3227790384471743
GOOGL,ALPHABET INC,02079K305,571792000.0,1600,0.28700393420237846
MSFT,MICROSOFT CORP,594918104,559530000.0,1500,0.2808491747073356
