ticker,nameOfIssuer,cusip,value,shares,allocation_percent
NVDA,NVIDIA CORPORATION,67066G104,2813156151000.0,14059454,10.44688280079864
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,1874672381000.0,3925440,6.96174744769834
GOOGL,ALPHABET INC,02079K305,1748753286000.0,4893397,6.494136708287369
AMZN,AMAZON COM INC,023135106,1158623890000.0,4861223,4.302643486296618
ASML,ASML HLDG NV,N07059210,1061750202000.0,533693,3.942895214002033
BE,BLOOM ENERGY CORP,093712107,885869107000.0,2926558,3.289746548334121
AXON,AXON ENTERPRISE INC,05464C101,830160818000.0,1480817,3.082869313307852
SHOP,SHOPIFY INC,82509L107,826900580000.0,7242079,3.0707621559157525
V,VISA INC,92826C839,815558896000.0,2377099,3.028643895445364
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,808622511000.0,1761206,3.0028850689648436
NET,CLOUDFLARE INC,18915M107,794585541000.0,3239504,2.950757646028794
STX,SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,695515065000.0,720741,2.5828514238934077
MELI,MERCADOLIBRE INC,58733R102,641966477000.0,378208,2.3839944131350834
MU,MICRON TECHNOLOGY INC,595112103,608091515000.0,526810,2.258197003073182
CVNA,CARVANA CO,146869102,557031040000.0,8462945,2.0685798010957903
META,META PLATFORMS INC,30303M102,546323142000.0,969879,2.028815156175834
PWR,QUANTA SVCS INC,74762E102,540374899000.0,750479,2.006725874900217
ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,499305968000.0,4055771,1.854213079349009
ISRG,INTUITIVE SURGICAL INC,46120E602,498063976000.0,1252424,1.8496008416462009
LRCX,LAM RESEARCH CORP,512807306,491381053000.0,1133965,1.824783266794217
MSFT,MICROSOFT CORP,594918104,488368975000.0,1309230,1.813597671625005
CRS,CARPENTER TECHNOLOGY CORP,144285103,484928766000.0,786150,1.8008221773743651
DASH,DOORDASH INC,25809K105,429178951000.0,2325795,1.5937907321898612
APP,APPLOVIN CORP,03831W108,428515245000.0,831697,1.5913260063004995
XYZ,BLOCK INC,852234103,428070380000.0,5632505,1.5896739641571849
AVGO,BROADCOM INC,11135F101,425691008000.0,1126912,1.5808379738710905
AMD,ADVANCED MICRO DEVICES INC,007903107,390693925000.0,672555,1.4508734767560416
SPCX,SPACE EXPLORATION TECHN CORP,84615Q103,389004480000.0,2276744,1.4445995861626875
NFLX,NETFLIX INC.,64110L106,381034240000.0,5336614,1.4150014555560237
IOT,SAMSARA INC,79589L106,368039379000.0,11348732,1.366743988642425
SNDK,SANDISK CORP,80004C200,348092147000.0,153093,1.2926683299448924
CSL,CARLISLE COS INC,142339100,290153568000.0,799872,1.0775087326923
SE,SEA LTD,81141R100,287330635000.0,2998337,1.067025542772315
ARGX,ARGENX SE,04016X101,277031194000.0,298599,1.0287777359442112
ONON,ON HLDG AG,H5919C104,265120223000.0,7485043,0.9845453821744146
DDOG,DATADOG INC,23804L103,260307668000.0,999799,0.966673570103291
SPHR,SPHERE ENTERTAINMENT CO,55826T102,235030283000.0,1358321,0.8728039573156053
ARM,ARM HOLDINGS PLC,042068205,227927879000.0,642829,0.8464286058565162
BLDR,BUILDERS FIRSTSOURCE INC,12008R107,204303957000.0,2283236,0.7586992615961633
NU,NU HLDGS LTD,G6683N103,166676768000.0,12475806,0.6189676532150331
FWONK,LIBERTY MEDIA CORP DEL,531229755,143584622000.0,1509193,0.5332131021229521
MCK,MCKESSON CORP,58155Q103,138679046000.0,183535,0.5149958490478986
APH,AMPHENOL CORP,032095101,134699840000.0,763951,0.5002187458616935
KSPI,KASPI KZ JSC,48581R205,132647313000.0,1531017,0.49259652090740047
CPNG,COUPANG INC,22266T109,131302123000.0,7559132,0.4876010490883866
TDG,TRANSDIGM GROUP INC,893641100,119442695000.0,89669,0.44356010441616534
RARE,ULTRAGENYX PHARMACEUTICAL IN,90400D108,105457908000.0,3158368,0.3916264672694329
RACE,FERRARI N V,N3167Y103,104278801000.0,280101,0.3872477580981618
WCN,WASTE CONNECTIONS INC,94106B101,101634393000.0,609721,0.37742753519881295
WWD,WOODWARD INC,980745103,65373110000.0,153660,0.24276832917751448
GRAB,GRAB HOLDINGS LIMITED,G4124C109,61773629000.0,16385578,0.22940136547827777
LLY,ELI LILLY & CO,532457108,54372561000.0,45332,0.20191690110922494
YMM,FULL TRUCK ALLIANCE CO LTD,35969L108,34874474000.0,4294886,0.12950917868103062
LIN,LINDE PLC,G54950103,28426495000.0,54778,0.10556408736746607
HDB,HDFC BANK LTD,40415F101,22365112000.0,865858,0.0830546515548668
AAPL,APPLE INC,037833100,13194237000.0,45598,0.04899786580846683
PANW,PALO ALTO NETWORKS INC,697435105,10678018000.0,31312,0.039653683124260486
N/A,STEVANATO GROUP S P A,T9224W109,9477372000.0,524481,0.0351949871351349
CRWD,CROWDSTRIKE HLDGS INC,22788C105,7646663000.0,10020,0.028396501257069155
INTC,INTEL CORP,458140100,5464001000.0,39132,0.02029100945930625
HOOD,ROBINHOOD MKTS INC,770700102,5318049000.0,53032,0.019749004907585882
TTMI,TTM TECHNOLOGIES INC,87305R109,4418347000.0,23625,0.016407888792754136
GTLB,GITLAB INC,37637K108,3891812000.0,127475,0.014452558501698956
JPX,AEROVIRONMENT INC,008073108,3135175000.0,18993,0.0116427258306835
KVYO,KLAVIYO INC,49845K101,3001971000.0,198806,0.011148062007595359
IWF,ISHARES TR,464287614,2756574000.0,22200,0.010236760408586615
LITE,LUMENTUM HLDGS INC,55024U109,2540716000.0,2961,0.009435154274205064
CBRS,CEREBRAS SYSTEMS INC,15675D103,2523599000.0,11419,0.009371588910854116
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,2093526000.0,17944,0.00777447805542195
BABA,ALIBABA GROUP HLDG LTD,01609W102,667061000.0,6950,0.0024771849531020013
N/A,BBB FOODS INC,G0896C103,261729000.0,6281,0.0009719518013951253
