ticker,nameOfIssuer,cusip,value,shares,allocation_percent
ROP,ROPER TECHNOLOGIES INC,776696106,2920373378000.0,8630200,28.872404052286043
EXPE,EXPEDIA GROUP INC,30212P303,1000362860000.0,3909500,9.890132854382038
FNF,FIDELITY NATL FINL INC,31620R303,985776048000.0,20902800,9.745919674974425
TDG,TRANSDIGM GROUP INC,893641100,911248564000.0,684100,9.009100319183036
SAP,SAP SE,803054204,677976123000.0,4399300,6.7028417354167455
TPD,SOMNIGROUP INTERNATIONAL INC,88023U101,660151520000.0,8420300,6.526617988219037
MCO,MOODYS CORP,615369105,638571908000.0,1409900,6.313270173980895
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,629437260000.0,1318000,6.222960061610254
AMZN,AMAZON COM INC,023135106,577378650000.0,2422500,5.708280249212519
PRM,PERIMETER SOLUTIONS INC,71385M107,575698339000.0,16148621,5.691667778187076
NVDA,NVIDIA CORPORATION,67066G104,537781893000.0,2687700,5.316805112547927
