ticker,nameOfIssuer,cusip,value,shares,allocation_percent
VRNS,VARONIS SYS INC,922280102,157343286000.0,3749840,4.51890706916283
SMTC,SEMTECH CORP,816850101,143604326000.0,887268,4.124323448563058
LYV,LIVE NATION ENTERTAINMENT IN,538034109,135845281000.0,741878,3.901483286826176
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,134669257000.0,293314,3.86770781853511
MKSI,MKS INC.,55306N104,131387248000.0,295385,3.7734483553689726
DASH,DOORDASH INC,25809K105,124054537000.0,672273,3.5628525275048712
CPNG,COUPANG INC,22266T109,120722803000.0,6950075,3.46716495984361
AFRM,AFFIRM HLDGS INC,00827B106,119399720000.0,1464129,3.4291659496933504
FMF,FORMFACTOR INC,346375108,114102059000.0,713450,3.2770168599449123
BE,BLOOM ENERGY CORP,093712107,111063960000.0,366911,3.1897625042178017
TKO,TKO GROUP HOLDINGS INC,87256C101,108902268000.0,540968,3.127678601507439
RDDT,REDDIT INC,75734B100,104208059000.0,600346,2.9928606834792886
MDB,MONGODB INC,60937P106,101958414000.0,303538,2.928250766195581
WING,WINGSTOP INC,974155103,94777756000.0,546553,2.722021908121264
NET,CLOUDFLARE INC,18915M107,94431083000.0,384993,2.7120654421657493
QTWO,Q2 HLDGS INC,74736L109,88608137000.0,1842165,2.5448301408593212
HWM,HOWMET AEROSPACE INC,443201108,87367132000.0,324954,2.509188414987609
GRAB,GRAB HOLDINGS LIMITED,G4124C109,86880027000.0,23045100,2.495198734945433
LITE,LUMENTUM HLDGS INC,55024U109,82762461000.0,96453,2.3769420328123374
CMG,CHIPOTLE MEXICAN GRILL INC,169656105,78863986000.0,2319529,2.2649776351928894
WH,WYNDHAM HOTELS & RESORTS INC,98311A105,77393453000.0,919053,2.222743853643817
TLN,TALEN ENERGY CORP,87422Q109,75972813000.0,197712,2.181943001558298
6RJ0,ROCKET LAB CORP,773121108,68722719000.0,676072,1.97371993807979
WAB,WABTEC,929740108,68158654000.0,252814,1.9575199629758806
ABG,CENCORA INC,03073E105,67203788000.0,237486,1.9300961635421807
FTAI,FTAI AVIATION LTD,G3730V105,63145489000.0,233414,1.8135416126230115
EME,EMCOR GROUP INC,29084Q100,55813579000.0,67255,1.6029687895191034
TRGP,TARGA RES CORP,87612G101,52496985000.0,195782,1.507716043417544
FCFS,FIRSTCASH HOLDINGS INC,33768G107,43925723000.0,203059,1.2615489686848684
CVNA,CARVANA CO,146869102,41529261000.0,630952,1.1927224597941104
BWXT,BWX TECHNOLOGIES INC,05605H100,40593868000.0,208548,1.1658579258975357
ROKU,ROKU INC,77543R102,39094034000.0,283003,1.1227826181581846
SBUX,STARBUCKS CORP,855244109,38776609000.0,379456,1.1136661562302888
VLO,VALERO ENERGY CORP,91913Y100,36249862000.0,139187,1.0410978556020307
DDOG,DATADOG INC,23804L103,34897353000.0,134035,1.0022537292552203
MNDY,MONDAY COM LTD,M7S64H106,33650564000.0,464851,0.9664458866132758
IDXX,IDEXX LABS INC,45168D104,33395774000.0,63437,0.9591283050283075
NCLH,NORWEGIAN CRUISE LINE HLDGS,G66721104,31922035000.0,1512176,0.916802446998363
GH,GUARDANT HEALTH INC,40131M109,29675184000.0,197795,0.8522727735348536
UBER,UBER TECHNOLOGIES INC,90353T100,28904121000.0,400556,0.8301278054841044
SOFI,SOFI TECHNOLOGIES INC,83406F102,28309946000.0,1578915,0.8130630696693215
ALNY,ALNYLAM PHARMACEUTICALS INC,02043Q107,27977728000.0,92940,0.8035217520391359
ONDS,ONDAS INC,68236H204,27737636000.0,3366218,0.7966262977516905
DIS,DISNEY WALT CO,254687106,26102423000.0,271194,0.7496628983392303
PODD,INSULET CORP,45784P101,23767900000.0,156111,0.6826152806364755
MELI,MERCADOLIBRE  INC,58733R102,22697499000.0,13372,0.6518733102054082
ATEC,ALPHATEC HLDGS INC,02081G201,22297961000.0,2577799,0.6403985587972091
AMZN,AMAZON COM INC,023135106,21137421000.0,88686,0.6070677917631061
NTRA,NATERA INC,632307104,19277293000.0,71016,0.5536448222647589
IM8N,INSMED INC,457669307,18196835000.0,170670,0.522614014289047
SHOP,SHOPIFY INC,82509L107,17765495000.0,155592,0.5102259078450726
NRG,NRG ENERGY INC,629377508,15193892000.0,104025,0.4363693406460099
MTCH,MATCH GROUP INC NEW,57667L107,7345476000.0,193048,0.21096243930462913
CSGP,COSTAR GROUP INC,22160N109,6472111000.0,228535,0.18587935268052372
EVR,EVERCORE INC,29977A105,4668509000.0,13673,0.13407981273856384
DKNG,DRAFTKINGS INC NEW,26142V105,4640995000.0,183729,0.13328960927795386
PGR,PROGRESSIVE CORP,743315103,4525629000.0,20717,0.12997629196906635
RCL,ROYAL CARIBBEAN GROUP,V7780T103,1299650000.0,4093,0.03732601321442766
