ticker,nameOfIssuer,cusip,value,shares,allocation_percent
PHYS/U,SPROTT ASSET MANAGEMENT LP,85207H104,13782229000.0,456819,8.583189233185184
BLDR,BUILDERS FIRSTSOURCE INC,12008R107,13231139000.0,147867,8.239985695171411
SGOL,ETFS GOLD TR,00326A104,12400092000.0,324355,7.722432717153789
MOH,MOLINA HEALTHCARE INC,60855R100,12211208000.0,53394,7.604801010764281
ALSN,ALLISON TRANSMISSION HLDGS I,01973R101,12011432000.0,106541,7.480386069447547
DHI,D R HORTON INC,23331A109,11174545000.0,68606,6.959196101714994
AN,AUTONATION INC,05329W102,10823568000.0,58257,6.740617379253218
VNOM,VIPER ENERGY INC,64361Q101,10697698000.0,252304,6.662229040996684
NRP,NATURAL RESOURCE PARTNERS LP,63900P608,8290053000.0,85464,5.162814639934842
RRC,RANGE RES CORP,75281A109,8126870000.0,218523,5.061188802152081
TFPM,TRIPLE FLAG PRECIOUS METAL,89679M104,5678955000.0,189488,3.5366953641347254
NE,NOBLE CORP PLC,G65431127,5559036000.0,149036,3.462013143308592
CALM,CAL MAINE FOODS INC,128030202,5533264000.0,68685,3.445963057874832
BNO,UNITED STS BRENT OIL FD LP,91167Q100,3919179000.0,96318,2.4407557729395934
HP,HELMERICH & PAYNE INC,423452101,3869770000.0,118197,2.409985220743541
AR,ANTERO RESOURCES CORP,03674X106,3518814000.0,100137,2.191419576498206
KAR,OPENLANE INC,48238T109,3280106000.0,79537,2.04275886744489
UBER,UBER TECHNOLOGIES INC,90353T100,2316192000.0,32098,1.4424600140071435
ET,ENERGY TRANSFER L P,29273V100,1839153000.0,96190,1.1453733810242328
PAA,PLAINS ALL AMERN PIPELINE L,726503105,1824430000.0,81960,1.1362043057548998
CMP,COMPASS MINERALS INTL INC,20451N101,1735684000.0,55756,1.0809357630766252
SDRL,SEADRILL LTD,G7997W102,1382510000.0,36555,0.8609888100662708
IIIN,INSTEEL INDS INC,45774W108,1336652000.0,44260,0.8324297219931147
PSLV/U,SPROTT ASSET MANAGEMENT LP,85207K107,1270347000.0,67321,0.7911368105122255
TRL,DAVITA INC,23918K108,1181814000.0,5312,0.7360009183149921
WS,WORTHINGTON STL INC,982104101,1156059000.0,34427,0.7199614200088267
SBH,SALLY BEAUTY HLDGS INC,79546E104,898625000.0,63552,0.5596386785237015
SILJ,AMPLIFY ETF TR,032108649,759974000.0,29320,0.47329068863249024
GOOGL,ALPHABET INC,02079K305,268028000.0,750,0.1669203902933378
SLB,SLB LIMITED,806857108,252208000.0,5425,0.1570681339080325
AGI,ALAMOS GOLD INC,011532108,242720000.0,8000,0.1511592711656952
