ticker,nameOfIssuer,cusip,value,shares,allocation_percent
BRK/B,BERKSHIRE HATH B,084670702,106616096000.0,213066,13.066257710587623
GOOG,"ALPHABET, INC",02079K107,52202741000.0,147745,6.397668763870875
WFC,WELLS FARGO,949746101,50847648000.0,615291,6.2315963318075855
AXP,AMER EXPRESS,025816109,47195684000.0,139529,5.784032553315935
META,META PLATFORMS,30303M102,43493874000.0,77214,5.33035993473093
JPM,JP MORGAN CHASE,46625H100,35977822000.0,109913,4.409235675986945
SPXC,SPX TECH. INC.,78473E103,28919027000.0,117955,3.544150214630272
AYI,ACUITY INC.,00508Y102,27378662000.0,72688,3.355371908037904
4XOM,EXXON MOBIL,30233Q108,27017513000.0,197612,3.311111556337153
ST,SENSATA TECH,G8060N102,26685466000.0,558975,3.2704177789732976
MA,MASTERCARD INC,57636Q104,25068816000.0,48810,3.0722904199690673
SCHF,SCHWAB INTL EQUITY ETF,808524805,17516954000.0,632381,2.14677749285163
L,LOEWS CORP,540424108,17462756000.0,154251,2.1401352965795173
AGCO,AGCO CORP,001084102,17408689000.0,145436,2.1335091549166454
VWO,VANGUARD FTSE EMERGING MARKET,922042858,15815701000.0,264964,1.9382816750258647
GNTX,GENTEX CORP,371901109,15699897000.0,621286,1.9240894004567706
BAC,VERIZON COMM,92343V104,15626170000.0,369064,1.9150538418650502
PSX,PHILLIPS 66,718546104,15178661000.0,89788,1.8602097034921037
KO,COCA COLA,191216100,15028448000.0,184920,1.8418004590804484
XMTR,XOMETRY INC-A,98423F109,14586778000.0,151127,1.7876719150842844
PFE,PFIZER INC,717081103,12756211000.0,529743,1.5633281145150228
MCK,MCKESSON CORP,58155Q103,12089600000.0,16000,1.4816320906921985
MTH,MERITAGE HOMES,59001A102,11942169000.0,142423,1.4635637922569449
OXY,OCCIDENTAL PETRO,674599105,11931706000.0,245660,1.4622815069402335
SLB,SLB,806857108,11859367000.0,255095,1.453416053673907
ACN,ACCENTURE PLC,G1151C101,11202587000.0,90024,1.3729248608697757
CHTR,CHARTER COMM.,16119P108,10380619000.0,72995,1.2721891734754796
AMZN,AMAZON.COM,023135106,10284371000.0,43150,1.2603935701912565
LUV,SOUTHWEST AIR,844741108,9457526000.0,183927,1.1590601856269707
ALLE,ALLEGION PLC,G0176J109,8896319000.0,63323,1.0902818719754772
DG,DOLLAR GENERAL,256677105,8743525000.0,75958,1.0715563149954923
N/A,AEBI-SCHMIDT,H00501108,8684010000.0,691953,1.064262497675023
IT,GARTNER INC,366651107,7458853000.0,57544,0.9141142771105559
FI,FISERV INC,337738108,6951268000.0,141718,0.851907568472222
FWONK,LIBERTY MED FORM 1,531229755,6709748000.0,70525,0.8223082614195505
MSFT,MICROSOFT,594918104,6699439000.0,17960,0.8210448494602676
ABG,CENCORA INC,03073E105,6547308000.0,23137,0.8024005459606403
ICE,INTERCONT'L EXCH,45866F104,5543028000.0,45025,0.6793217446735538
DFJ,WISDOMTREE JPN S,97717W836,5511242000.0,52336,0.6754262346786207
EVTC,"EVERTEC, INC",30040P103,5409516000.0,194727,0.6629592791087296
CTSH,COGNIZANT TECH,192446102,5165188000.0,133364,0.6330158396686619
PYPL,PAYPAL HOLDINGS,70450Y103,4000109000.0,92638,0.49023043447812
SSD,SIMPSON MFG.,829073105,3433340000.0,16400,0.42077047398236106
BUD,ANHEUSER BUSCH,03524A108,3325005000.0,40352,0.4074935572485453
LLYVA,LIBERTY LIVE A,530909100,2553575000.0,25218,0.31295151750176436
BRK/A,BERKSHIRE HATH A,084670108,1497700000.0,2,0.18354952870481284
WAB,WABTEC CORP,929740108,700016000.0,2596,0.08578994917929378
LLYVK,LIBERTY LIVE C,530909308,342538000.0,3242,0.04197949420009961
DNOW,NOW INC,67011P100,161762000.0,12472,0.01982462366451755
