ticker,nameOfIssuer,cusip,value,shares,allocation_percent
LSCC,LATTICE SEMICONDUCTOR CORP,518415104,39001588000.0,254979,12.102110221097483
KRYS,KRYSTAL BIOTECH INC,501147102,28821150000.0,77545,8.94314185357744
PRLB,PROTO LABS INC,743713109,23484661000.0,288120,7.287240609974892
ALGM,ALLEGRO MICROSYSTEMS INC,01749D105,23145239000.0,332451,7.181918681660964
SYM,SYMBOTIC INC,87151X101,21896314000.0,487126,6.794379897140596
IPGP,IPG PHOTONICS CORP,44980X109,19817225000.0,168916,6.149242980216306
DAVE,DAVE INC,23834J201,14173324000.0,38040,4.3979524435601505
KTOS,KRATOS DEFENSE & SECURITY,50077B207,12438824000.0,249475,3.859740764115365
OLED,UNIVERSAL DISPLAY CORP,91347P105,11776240000.0,136000,3.654142351078039
FIVN,FIVE9 INC,338307101,10983957000.0,515195,3.4082986128102073
MGNI,MAGNITE INC,55955D100,10778021000.0,567862,3.3443971078127204
AMBQ,AMBIQ MICRO INC,023193105,10664256000.0,120773,3.3090960690626274
SMWB,SIMILARWEB LTD,M84137104,10359700000.0,1690000,3.2145929867651435
PUBM,PUBMATIC INC-CLASS A,74467Q103,9815059000.0,748099,3.045592037036411
ARLO,ARLO TECHNOLOGIES INC,04206A101,8691459000.0,644767,2.6969413348028217
ATI,ATI INC,01741R102,7884000000.0,40000,2.4463885158504968
GTX,GARRETT MOTION INC,366505105,7789450000.0,215000,2.417049850937551
FTK,FLOTEK INDUSTRIES INC,343389409,7286661000.0,309807,2.2610354882414634
APPS,DIGITAL TURBINE INC,25400W102,5860896000.0,454333,1.818623625950547
EVER,EVERQUOTE INC,30041R108,5308691000.0,223148,1.6472755830287784
TREE,LENDINGTREE INC,52603B107,4795190000.0,108268,1.4879373094014643
BIGC,COMMERCE.COM-SER 1,08975P108,4733460000.0,1599142,1.468782621034715
GDYN,GRID DYNAMICS HOLDINGS INC,39813G109,3616666000.0,636737,1.1222438061982436
TENB,TENABLE HOLDINGS INC,88025T102,3319200000.0,90000,1.029940735896876
VTE1,ASURE SOFTWARE INC,04649U102,3170918000.0,399360,0.9839291450917841
KLTR,KALTURA INC,483467106,2525645000.0,1942804,0.7837022987208558
AMPL,AMPLITUDE INC,03213A104,2412825000.0,315402,0.7486944914709507
SLAB,SILICON LABORATORIES INC,826919102,2345149000.0,10730,0.7276947718871483
EGHT,8X8 INC,282914100,1597544000.0,934236,0.4957145224715711
GAIA,GAIA INC-CLASS A,36269P104,1518941000.0,723305,0.4713241779115258
DCGO,DOCGO INC,256086109,1060725000.0,2055271,0.32914072278989326
FSTR,FOSTER (LB) CO -CL A,350060109,817622000.0,18101,0.2537063763453469
MTSI,MACOM TECHNOLOGY SOLUTIONS,55405Y100,380370000.0,1000,0.1180280060596212
