ticker,nameOfIssuer,cusip,value,shares,allocation_percent
VNOM,VIPER ENERGY INC,927959106,71160774000.0,1366112,1.8705579940479171
ADC,AGREE REALTY CORP,008492100,69559093000.0,946511,1.8284556245814936
CBOE,CBOE GLOBAL MARKETS INC,12503M108,62417176000.0,302996,1.640720596050512
FHN,FIRST HORIZON CORP,320517105,62092763000.0,3790767,1.632192957909265
PPL,PPL CORP,69351T106,57456807000.0,1811946,1.5103305319067823
CNP,CENTERPOINT ENERGY INC,15189T107,57447797000.0,1942773,1.5100936917688943
FOUR,SHIFT4 PAYMENTS INC-CLASS A,82452J109,57088562000.0,592205,1.5006507098672108
MAA,MID-AMERICA APARTMENT COMM,59522J103,56358845000.0,367374,1.4814691033301224
EHC,ENCOMPASS HEALTH CORP,29261A100,55305207000.0,576276,1.4537727915427794
PWR,QUANTA SERVICES INC,74762E102,54475247000.0,176056,1.4319561610387321
ABG,CENCORA INC,03073E105,50775283000.0,228142,1.3346975612673257
STAG,STAG INDUSTRIAL INC,85254J102,49585520000.0,1331870,1.303423018206953
CASY,CASEY'S GENERAL STORES INC,147528103,49482413000.0,128226,1.3007127100940552
EQT,EQT CORP,26884L109,48351489000.0,1292475,1.270984830393637
CNC,CENTENE CORP,15135B101,48067924000.0,663555,1.2635309376411186
WEC,WEC ENERGY GROUP INC,92939U106,41489824000.0,434676,1.0906166078918862
APP,APPLOVIN CORP-CLASS A,03831W108,41111784000.0,279672,1.0806793109188393
OMC,OMNICOM GROUP,681919106,40344674000.0,392229,1.0605147783799704
DHI,DR HORTON INC,23331A109,39244141000.0,214660,1.0315857675619664
AXS,AXIS CAPITAL HOLDINGS LTD,G0692U109,39231244000.0,486740,1.0312467523279663
EVR,EVERCORE INC - A,29977A105,38712923000.0,145751,1.0176219779539142
VIK,VIKING HOLDINGS LTD,G93A5A101,37362765000.0,980650,0.982131233570952
EW,EDWARDS LIFESCIENCES CORP,28176E108,36332979000.0,533289,0.9550619041330987
SN,SHARKNINJA INC,G8068L108,35525313000.0,331084,0.9338313018237322
MRVL,MARVELL TECHNOLOGY INC,573874104,35482318000.0,479426,0.9327011196119129
HUBB,HUBBELL INC,443510607,35084208000.0,76843,0.9222362553172887
URI,UNITED RENTALS INC,911363109,34198164000.0,41756,0.8989453803855716
GEHC,GE HEALTHCARE TECHNOLOGY,36266G107,33726888000.0,370503,0.8865572479967512
PH,PARKER HANNIFIN CORP,701094104,33568884000.0,52686,0.8824038973700205
MLM,MARTIN MARIETTA MATERIALS,573284106,33286851000.0,61088,0.8749902753268523
CFG,CITIZENS FINANCIAL GROUP,174610105,32565203000.0,764262,0.8560207734593107
CIEN,CIENA CORP,171779309,32155018000.0,469622,0.8452385013217347
ATO,ATMOS ENERGY CORP,049560105,31914833000.0,229010,0.8389249110311008
HBAN,HUNTINGTON BANCSHARES INC,446150104,31238868000.0,2029816,0.8211562491212879
MUSA,MURPHY USA INC,626755102,31039970000.0,63343,0.8159279439330933
DAL,DELTA AIR LINES INC,247361702,30751597000.0,599096,0.8083476663433978
DAL,DELTA AIR LINES INC,247361702,30751597000.0,599096,0.8083476663433978
ATI,ATI INC,01741R102,30215407000.0,475384,0.7942531809345047
MCHP,MICROCHIP TECHNOLOGY INC,595017104,30133031000.0,386420,0.7920878154296593
RBA,RB GLOBAL INC,74935Q107,29955605000.0,374071,0.7874239310450973
AG8,AGILENT TECHNOLOGIES INC,00846U101,29269383000.0,203514,0.7693856499017311
RE,EVEREST GROUP LTD,G3223R108,28783899000.0,73063,0.7566240408559616
TXT,TEXTRON INC,883203101,28615938000.0,325329,0.752208956904819
BYD,BOYD GAMING CORP,103304101,28552773000.0,450857,0.750548578735042
PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,27794275000.0,638802,0.7306104243612663
DAR,DARLING INGREDIENTS INC,237266101,27573656000.0,745637,0.7248111530648517
THO,THOR INDUSTRIES INC,885160101,27556912000.0,250928,0.7243710141892916
BC,BRUNSWICK CORP,117043109,27556774000.0,334062,0.7243673866710865
XYL,XYLEM INC,98419M100,27152339000.0,198395,0.7137362611253922
TKO,TKO GROUP HOLDINGS INC,87256C101,27036407000.0,212017,0.7106888303966883
MNST,MONSTER BEVERAGE CORP,61174X109,26763552000.0,521605,0.7035164646005273
HSY,HERSHEY CO/THE,427866108,26679946000.0,143456,0.7013187668682012
BAH,BOOZ ALLEN HAMILTON HOLDINGS,099502106,26471454000.0,164603,0.6958382703056561
OC,OWENS CORNING,690742101,26123205000.0,144767,0.6866840703967402
EXP,EAGLE MATERIALS INC,26969P108,25810699000.0,88414,0.6784694239893256
VRT,VERTIV HOLDINGS CO-A,92537N108,25354910000.0,226707,0.6664883885167617
AGNC,AGNC INVESTMENT CORP,00123Q104,25350351000.0,2458812,0.6663685489841723
EGP,EASTGROUP PROPERTIES INC,277276101,25154824000.0,141034,0.6612288551283662
LVS,LAS VEGAS SANDS CORP,517834107,25069896000.0,474180,0.6589964068230891
GTLS,CHART INDUSTRIES INC,16115Q308,24602714000.0,193296,0.6467158908076887
TTWO,TAKE-TWO INTERACTIVE SOFTWRE,874054109,24484819000.0,157880,0.6436168599468343
