ticker,nameOfIssuer,cusip,value,shares,allocation_percent
AAPL,APPLE INC,037833100,89318564000.0,328546,5.927807782223378
GOOGL,ALPHABET INC CL A,02079K305,88617812000.0,283124,5.881300953486089
MSFT,MICROSOFT CORP,594918104,68395687000.0,141424,4.53921858471789
AVGO,BROADCOM LTD,11135F101,67604751000.0,195333,4.486726511781735
NVDA,NVIDIA CORP,67066G104,54776559000.0,293708,3.6353575134013347
AMZN,AMAZON INC,023135106,33915998000.0,146937,2.250904043713382
HSBC,HSBC HOLDINGS PLC,404280406,23262719000.0,295700,1.54387756081564
KLAC,KLA CORPORATION,482480100,20828901000.0,17142,1.3823522895303186
BABA,ALIBABA GROUP HOLDING LTD ADR,01609W102,19329944000.0,131873,1.2828709659185977
BKNG,BOOKING HOLDINGS INC,09857L108,17715432000.0,3308,1.1757206001996299
JPM,JP MORGAN CHASE & CO,46625H100,16799584000.0,52137,1.1149384888601135
REGN,REGENERON PHARMACEUTICALS,75886F107,15885085000.0,20580,1.0542459066435488
ASML,ASML HOLDING NV,N07059210,15660611000.0,14638,1.0393482340375853
META,META PLATFORMS INC,30303M102,15604130000.0,23639,1.0355997578378584
JNJ,JOHNSON & JOHNSON,478160104,15477664000.0,74789,1.0272065850704746
MA,MASTERCARD INC,57636Q104,15434883000.0,27037,1.0243673371764834
CTSH,COGNIZANT TECH SOLUTIONS CL A,192446102,15425467000.0,185849,1.0237424252256215
BIDUN,BAIDU INC,056752108,15399065000.0,117856,1.0219902029097068
AME,AMETEK INC,031100100,13674467000.0,66604,0.9075337563684607
ORLY,O'REILLY AUTOMOTIVE INC,67103H107,13320308000.0,146040,0.8840292755267798
IVV,ISHARES S&P 500 INDEX,464287200,13150625000.0,19200,0.8727679188404922
WSM,WILLIAMS-SONOMA INC,969904101,13094755000.0,73323,0.8690599928958608
EXEL,EXELIXIS INC.,30161Q104,12679099000.0,289279,0.8414741388339007
ETSY,ETSY INC.,29786A106,12489690000.0,225283,0.828903626121413
IWF,ISHARES RUSSELL 1000 GROWTH,464287614,12337038000.0,26066,0.818772566316511
SPYV,SPDR S&P 500 VALUE ETF,78464A508,12123101000.0,213397,0.8045742031016083
GS,GOLDMAN SACHS GROUP INC,38141G104,11739924000.0,13356,0.779143883794538
VRTX,VERTEX PHARMACEUTICALS INC,92532F100,11532572000.0,25438,0.7653825474696551
