ticker,nameOfIssuer,cusip,value,shares,allocation_percent
GOOGL,ALPHABET INC ,02079K305,45990303000.0,128691,12.003803857445893
NVDA,NVIDIA CORPORATION,67066G104,43664240000.0,218223,11.396684482475433
MU,MICRON TECHNOLOGY INC,595112103,35913425000.0,31113,9.373665347434084
META,META PLATFORMS INC,30303M102,35637668000.0,63267,9.301690763132743
AVGO,BROADCOM INC,11135F101,30809668000.0,81561,8.041547618962792
V,VISA INC,92826C839,24441045000.0,71238,6.379290657228519
SYF,SYNCHRONY FINANCIAL,87165B103,24308546000.0,319639,6.344707453736518
BABA,ALIBABA GROUP HLDG LTD,01609W102,19557269000.0,203764,5.104589571051685
ORCL,ORACLE CORP ,68389X105,19294773000.0,131660,5.036076204280344
INTC,INTEL CORP,458140100,17850176000.0,152810,4.659025871712307
UNH,UNITEDHEALTH GROUP INC,91324P102,11020429000.0,26515,2.876412189345841
MSFT,MICROSOFT CORP,594918104,10284907000.0,27572,2.6844355933047948
TSM,TAIWAN SEMICONDUCTOR MFG LTD,874039100,8649270000.0,18111,2.257522430110779
ADBE,ADOBE INC,00724F101,7969742000.0,38873,2.0801606756634885
PDD,PDD HOLDINGS INC,722304102,7054298000.0,92479,1.8412231279270515
CVS,CVS HEALTH CORP,126650100,6558627000.0,63399,1.7118493888189603
AMD 2.125 09/01/26,ADVANCED MICRO DEVICES INC,007903BD8,5635408000.0,9701,1.4708825094864335
ELV,ELEVANCE HEALTH INC,036752103,3924536000.0,10148,1.0243324636388085
TCOM,TRIP COM GROUP LTD,89677Q107,3807588000.0,95572,0.9938081843462674
NU,NU HLDGS LTD ,G6683N103,3582123000.0,268123,0.9349601781324567
CI,THE CIGNA GROUP,125523100,3461438000.0,12556,0.9034605146373966
CRM,SALESFORCE INC,79466L302,3093252000.0,19745,0.8073612885231964
AMAT,APPLIED MATLS INC,038222105,1471305000.0,2035,0.38402131498197417
UBER,UBER TECHNOLOGIES INC,90353T100,1395286000.0,19336,0.3641798026214407
OXY,OCCIDENTAL PETE CORP,674599105,1273258000.0,35983,0.3323296063503614
COF,CAPITAL ONE FINL CORP,14040H105,1116450000.0,5565,0.29140157690732044
VRT,VERTIV HOLDINGS CO ,92537N108,931804000.0,2783,0.24320762682480077
DOCU,DOCUSIGN INC,256163106,886179000.0,19950,0.231299169709483
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,646935000.0,5545,0.1688547441950265
FLUT,FLUTTER ENTMT PLC,G3643J108,502574000.0,4919,0.1311754723566838
BKNG,BOOKING HOLDINGS INC,09857L108,462889000.0,2597,0.12081739848005073
STX,SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,441970000.0,458,0.11535738720563249
XOM,EXXON MOBIL CORP,30231G102,366956000.0,2684,0.09577818716073508
AMZN,AMAZON COM INC,023135106,344878000.0,1447,0.09001566844967786
WDC,WESTERN DIGITAL CORP. ,958102105,325108000.0,509,0.0848555545391062
NOW,SERVICENOW INC,81762P102,286224000.0,2883,0.07470654749314423
SNDK, SANDISK CORP,80004C200,170530000.0,75,0.04450957132877008
