ticker,nameOfIssuer,cusip,value,shares,allocation_percent
NVDA,NVIDIA CORPORATION,67066G104,916914026000.0,4582508,9.45807839296707
ASML,ASML HLDG NV,N07059210,860858540000.0,432714,8.879859316903042
AVGO,BROADCOM INC,11135F101,739647721000.0,1958035,7.629555149151396
AXON,AXON ENTERPRISE INC,05464C101,630504052000.0,1124675,6.503725084143698
APH,AMPHENOL CORP,032095101,553992856000.0,3141974,5.714502900615153
SNPS,SYNOPSYS INC,871607107,547757901000.0,1227964,5.650188590336926
V,VISA INC,92826C839,545142906000.0,1588921,5.623214602584648
SHOP,SHOPIFY INC,82509L107,468944682000.0,4107065,4.837220762855921
LLY,ELI LILLY & CO,532457108,466130883000.0,388627,4.80819608794703
NFLX,NETFLIX INC.,64110L106,414787447000.0,5809348,4.278582374030206
ISRG,INTUITIVE SURGICAL INC,46120E602,414759958000.0,1042949,4.278298821690977
FICO,FAIR ISAAC CORP,303250104,409592090000.0,342818,4.224991642083599
MSCI,MSCI INC,55354G100,371921444000.0,664098,3.8364144005116487
TDG,TRANSDIGM GROUP INC,893641100,370626810000.0,278240,3.823060095184226
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,341358105000.0,743489,3.5211498849562637
RDDT,REDDIT INC,75734B100,287243308000.0,1654818,2.9629492492016754
VRTX,VERTEX PHARMACEUTICALS INC,92532F100,263765120000.0,531003,2.7207689178596626
TSLA,TESLA INC,88160R101,195691300000.0,465267,2.0185792819594592
LIN,LINDE PLC,G54950103,185268326000.0,357013,1.9110650522885333
AMZN,AMAZON COM INC,023135106,183441241000.0,769662,1.8922184508945066
BX,BLACKSTONE INC,09260D107,171911046000.0,1460959,1.77328310351855
SPGI,S&P GLOBAL INC,78409V104,64963265000.0,159513,0.6701038871806875
CL,COLGATE PALMOLIVE CO,194162103,54276669000.0,592023,0.559870364891905
AAPL,APPLE INC,037833100,42040825000.0,145289,0.4336561632606217
MMM,3M CO,88579Y101,13046060000.0,80576,0.13457167706075857
ABBV,ABBVIE INC,00287Y109,11460189000.0,45542,0.11821322707110482
EQIX,EQUINIX INC,29444U700,9670252000.0,9277,0.09974981176233703
DVY,ISHARES TR,464287168,8584934000.0,54926,0.08855462613508801
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,8174891000.0,10947,0.08432498330215418
META,META PLATFORMS INC,30303M102,8026882000.0,14250,0.08279825267619617
XLU,SELECT SECTOR SPDR TR,81369Y886,7763840000.0,171236,0.08008494282805688
APP,APPLOVIN CORP,03831W108,7419312000.0,14400,0.07653109509514833
AMD,ADVANCED MICRO DEVICES INC,007903107,6986605000.0,12027,0.07206767037795941
CME,CME GROUP INC,12572Q105,6190307000.0,28032,0.06385376079145376
ABT,ABBOTT LABORATORIES,002824100,6171772000.0,68016,0.06366257003851217
PLD,PROLOGIS INC.,74340W103,6068379000.0,44795,0.06259605881548061
DLR,DIGITAL RLTY TR INC,253868103,4996993000.0,27826,0.05154458344288399
SOLV,SOLVENTUM CORP,83444M101,4984739000.0,64611,0.05141818195993032
JNJ,JOHNSON & JOHNSON,478160104,4665683000.0,18371,0.0481270809688037
DELL,DELL TECHNOLOGIES INC,24703L202,4314600000.0,10000,0.044505617622971914
BK,BANK OF NY MELLON CORP,064058100,4295495000.0,29704,0.04430854725151526
JPM,JPMORGAN CHASE & CO,46625H100,4029760000.0,12311,0.04156745878467234
ALNT,ALLIENT INC,019330109,3993684000.0,38800,0.04119533050826982
AMT,AMERICAN TOWER CORP,03027X100,3637470000.0,22238,0.03752094028068225
GILD,GILEAD SCIENCES INC,375558103,3516927000.0,27837,0.03627752474618869
