ticker,nameOfIssuer,cusip,value,shares,allocation_percent
AER,AERCAP HOLDINGS NV,N00985106,424584833000.0,2912504,7.515496940519265
EGO,ELDORADO GOLD CORP,284902509,272580145000.0,8767454,4.824890308302175
CGAU,CENTERRA GOLD INC.,152006102,245003694000.0,15447900,4.336764692376372
HOG,HARLEY-DAVIDSON INC,412822108,226966101000.0,9279072,4.01748462283646
MHO,M/I HOMES,55305B101,223736069000.0,1391480,3.960310428830856
GNW,GENWORTH FINANCIAL INC.,37247D106,212906349000.0,22482191,3.768615574938888
PK,PARK HOTELS & RESORTS INC,700517105,207119589000.0,14534708,3.6661852154551826
IAG,IAMGOLD Corp.,450913108,206145720000.0,13014250,3.6489469419204177
SM,SM ENERGY CO,78454L100,199602203000.0,7647594,3.533121367920849
JXN,JACKSON FINANCIAL INC,46817M107,183186359000.0,1789104,3.242547574960983
ALGT,ALLEGIANT TRAVEL CO,01748X102,175635953000.0,1493503,3.108899246565139
ALLY,ALLY FINANCIAL INC,02005N100,172509166000.0,3754280,3.0535525730485293
CRBG,COREBRIDGE FINANCIAL INC,21871X109,168133740000.0,5872642,2.976103973473922
PFSI,PENNYMAC FINANCIAL SERVICES,70932M107,163939707000.0,1882201,2.9018661775610926
MOS,THE MOSAIC COMPANY,61945C103,163661961000.0,7723547,2.896949847416908
RDN,RADIAN GROUP INC,750236101,163103980000.0,4329811,2.8870731298037566
RE,EVEREST GROUP LTD.,G3223R108,153206302000.0,428873,2.7118761775206197
SPNT,SIRIUSPOINT LTD,G8192H106,147940536000.0,6164189,2.618667835661431
RLJ,RLJ LODGING TRUST,74965L101,145894913000.0,12311807,2.582458644463224
TX,TERNIUM SA - SPONSORED ADR,880890108,134131290000.0,3141248,2.3742329477485185
C,CITIGROUP INC,172967424,130594577000.0,933085,2.3116302505603343
GM,GENERAL MOTORS,37045V100,125319593000.0,1625838,2.2182587426023757
WFG,WEST FRASER TIMBER CO LTD,952845105,110333549000.0,1629983,1.9529935727735532
HMC,HONDA MOTOR CO ADR,438128308,109592744000.0,4042521,1.9398807216345175
KBH,KB HOME,48666K109,108651671000.0,1735927,1.9232229639790401
NMR,NOMURA HOLDINGS INC,65535H208,107214766000.0,12211249,1.8977885765681342
BZH,BEAZER HOMES USA INC,07556Q881,78937777000.0,2814181,1.3972628681601822
HHH,HOWARD HUGHES HOLDINGS INC,44267T102,71690815000.0,1002809,1.2689857454136442
GGB,GERDAU SA,373737105,70662872000.0,17490810,1.2507903180901059
TMHC,TAYLOR MORRISON HOME CORP,87724P106,61876252000.0,862507,1.0952599962439051
UNM,UNUM GROUP,91529Y106,58063959000.0,649485,1.0277793088735605
CLDT,CHATHAM LODGING TRUST,16208T102,52586882000.0,3974821,0.9308305904145371
GAU,GALIANO GOLD INC,36352H100,49255564000.0,26339874,0.8718635518135686
RYI,RYERSON HOLDING CORP,783754104,49035843000.0,1992517,0.8679743113722648
MHK,MOHAWK INDUSTRIES INC,608190104,42156715000.0,347455,0.7462081496557901
TWI,TITAN INTERNATIONAL INC,88830M102,40935690000.0,5309428,0.7245950138615646
TPC,TUTOR PERINI CORP,901109108,40406722000.0,487004,0.7152318499502607
NMIH,NMI HOLDINGS INC,629209305,36261720000.0,882495,0.6418619426237636
GBX,GREENBRIER COMPANIES INC,393657101,31987455000.0,652672,0.5662039750428336
HG,HAMILTON INSURANCE GROUP - CLASS B,G42706104,29883831000.0,880490,0.5289681189612695
UVE,UNIVERSAL INSURANCE HOLDINGS,91359V107,29848933000.0,721686,0.5283503959720213
GSL,GLOBAL SHIP LEASE INC- CL A,Y27183600,27859382000.0,740941,0.4931337247879448
GSM,FERROGLOBE PLC,G33856108,25843138000.0,8126773,0.45744456578932285
ASTL,ALGOMA STEEL GROUP INC,015658107,21374406000.0,5277631,0.37834437411101923
MPAA,MOTORCAR PARTS OF AMERICA,620071100,18965256000.0,1237941,0.33570045928645936
PDM,PIEDMONT REALTY TRUST INC,720190206,17788332000.0,1944080,0.3148679470680502
HOFT,HOOKER FURNISHINGS CORP,439038100,16981684000.0,952422,0.3005896212662522
WF,WOORI FINANCIAL,981064108,13054291000.0,682280,0.23107157026296365
MTUS,METALLUS INC,887399103,11374641000.0,608595,0.20134039888091101
JRVR,JAMES RIVER GROUP HOLDINGS,46990A102,10737527000.0,2440347,0.19006296279368745
PEB,PEBBLEBROOK HOTEL TRUST,70509V100,9242324000.0,476163,0.16359665335781737
AFLYY,AIR FRANCE KLM,009119108,6793354000.0,4590104,0.12024789214000094
RJET,REPUBLIC AIRWAYS HOLDINGS INC.,590479408,5738440000.0,273129,0.10157505617576636
KELYA,KELLY SERVICES INC,488152208,5704109000.0,464504,0.10096736954776811
JAKK,JAKKS PACIFIC INC,47012E403,4783598000.0,205481,0.08467357601931597
DC,DAKOTA GOLD CORP,46655E100,4600800000.0,1080000,0.08143790271458197
ASIX,ADVANSIX INC,00773T101,4228078000.0,212680,0.07484042010816909
HBM,HUDBAY MINERALS INC,443628102,3748306000.0,158759,0.06634806541742391
WSBF,WATERSTONE FINANCIAL INC,94188P101,3411951000.0,164590,0.06039430829527923
IWD,RUSSELL 1000,464287598,3151590000.0,13000,0.055785706793655326
VTOL,BRISTOW GROUP INC,11040G103,2403047000.0,58157,0.04253588675981744
PPTA,PERPETUA RESOURCES CORP,714266103,2244779000.0,108130,0.03973441441004534
AII,AMERICAN INTEGRITY INSURANCE GROUP INC.,026948109,2192189000.0,116420,0.038803528628494344
GFR,GREENFIRE RESOURCES LTD,39525U107,1671547000.0,295849,0.029587741690325894
AZRE,AZURE POWER GLOBAL LTD,V0393H103,270226000.0,270226,0.0047832200267237494
N/A,RESOLUTE FOREST PRODUCTS - CONTINGENT VALUE RTS,761CVR042,8330000.0,5866,0.00014744777638942528
