ticker,nameOfIssuer,cusip,value,shares,allocation_percent
SPY,STATE STR SPDR S&P 500 ETF T,78462F103,746770000000.0,1000000,19.164081179073538
BA,BOEING CO,097023105,216470000000.0,1000000,5.555189218680515
C,CITIGROUP INC,172967424,139960000000.0,1000000,3.591741502501616
INTC,INTEL CORP,458140100,139630000000.0,1000000,3.5832728350550207
ACN,ACCENTURE PLC IRELAND,G1151C101,124440000000.0,1000000,3.1934575062253585
BABA,ALIBABA GROUP HLDG LTD,01609W102,95980000000.0,1000000,2.463099095528045
BABA,ALIBABA GROUP HLDG LTD,01609W102,95980000000.0,1000000,2.463099095528045
CLX,CLOROX CO DEL,189054109,95440000000.0,1000000,2.449241276069979
DAL,DELTA AIR LINES INC,247361702,93660000000.0,1000000,2.4035617971156147
NEM,NEWMONT CORP,651639106,93400000000.0,1000000,2.396889513672842
NEM,NEWMONT CORP,651639106,93400000000.0,1000000,2.396889513672842
TLT,ISHARES TR,464287432,86420000000.0,1000000,2.2177643658630304
GM,GENERAL MTRS CO,37045V100,77080000000.0,1000000,1.978075414495746
GM,GENERAL MTRS CO,37045V100,77080000000.0,1000000,1.978075414495746
UBER,UBER TECHNOLOGIES INC,90353T100,72160000000.0,1000000,1.851815281655592
FCX,FREEPORT MCMORAN INC,35671D857,62890000000.0,1000000,1.6139227142921313
BMY,BRISTOL-MYERS SQUIBB CO,110122108,57620000000.0,1000000,1.4786806614328605
UPS,UNITED PARCEL SVCS INC,911312106,53750000000.0,500000,1.3793662886500564
UPS,UNITED PARCEL SVCS INC,911312106,53750000000.0,500000,1.3793662886500564
FLR,FLUOR CORP,343412102,52390000000.0,1000000,1.3444651137186319
FLR,FLUOR CORP,343412102,52390000000.0,1000000,1.3444651137186319
AA,ALCOA CORP,013872106,52140000000.0,1000000,1.33804945656212
AA,ALCOA CORP,013872106,52140000000.0,1000000,1.33804945656212
CVS,CVS HEALTH CORP,126650100,51725000000.0,500000,1.32739946568231
NOW,SERVICENOW INC,81762P102,49640000000.0,500000,1.273892884997001
DAL,DELTA AIR LINES INC,247361702,46830000000.0,500000,1.2017808985578073
SLB,SLB LIMITED,806857108,46490000000.0,1000000,1.193055604824951
SLB,SLB LIMITED,806857108,46490000000.0,1000000,1.193055604824951
ASTS,AST SPACEMOBILE INC,00217D100,44430000000.0,500000,1.1401905898552933
IONQ,IONQ INC,46222L108,42608000000.0,800000,1.0934332804986344
NOV,NOV INC,62955J103,40810000000.0,2200000,1.047291874229001
AR,ANTERO RESOURCES CORP,03674X106,35140000000.0,1000000,0.9017847699193112
EMN,EASTMAN CHEM CO,277432100,33490000000.0,500000,0.8594414326863328
EMN,EASTMAN CHEM CO,277432100,33490000000.0,500000,0.8594414326863328
VYX,NCR VOYIX CORPORATION,62886E108,32680000000.0,4000000,0.8386547034992343
UPS,UNITED PARCEL SVCS INC,911312106,32250000000.0,300000,0.8276197731900338
LION,LIONSGATE STUDIOS CORP,53626N102,30540602000.0,1994814,0.7837521271419253
BCS,BARCLAYS PLC,06738E204,26860000000.0,1000000,0.6892982048956375
EMN,EASTMAN CHEM CO,277432100,26792000000.0,400000,0.6875531461490663
ACN,ACCENTURE PLC IRELAND,G1151C101,24888000000.0,200000,0.6386915012450717
HRL,HORMEL FOODS CORP,440452100,24820000000.0,1000000,0.6369464424985005
FTK,FLOTEK INDUSTRIES INC,343389409,23520000000.0,1000000,0.6035850252846386
BWAY,BRAINSWAY LTD,10501L106,23265000000.0,1500000,0.5970410549849965
BBWI,BATH & BODY WORKS INC,070830104,23130000000.0,1000000,0.5935766001204801
YPF,YPF SOCIEDAD ANONIMA,984245100,22735000000.0,500000,0.5834398618131913
IP,INTERNATIONAL PAPER CO,460146103,19050000000.0,500000,0.48887307532620605
CLF,CLEVELAND-CLIFFS INC NEW,185899101,18780000000.0,2000000,0.4819441655971732
REAL,THE REALREAL INC,88339P101,17685000000.0,1500000,0.4538435872516511
BETA,BETA TECHNOLOGIES INC,086921103,17222350000.0,1028200,0.44197077211781016
AXL,DAUCH CORP,024061103,16260000000.0,3000000,0.41727434145953335
RKT,ROCKET COS INC,77311W101,15750000000.0,1000000,0.4041864008602491
TEX,TEREX CORP NEW,880779103,14478000000.0,200000,0.3715435372479166
CE,CELANESE CORP DEL,150870103,13800000000.0,300000,0.35414427503945634
CE,CELANESE CORP DEL,150870103,13800000000.0,300000,0.35414427503945634
RUN,SUNRUN INC,86771W105,13380000000.0,1000000,0.34336597101651634
NU,NU HLDGS LTD,G6683N103,13360000000.0,1000000,0.3428527184439954
ACN,ACCENTURE PLC IRELAND,G1151C101,12444000000.0,100000,0.31934575062253584
MANE,VERADERMICS INC,922967104,12294000000.0,100000,0.3154963563286287
ENVX,ENOVIX CORPORATION,293594107,12140000000.0,2000000,0.3115443115202174
MHK,MOHAWK INDS INC,608190104,12133000000.0,100000,0.31136467311983507
BSX,BOSTON SCIENTIFIC CORP,101137107,10670000000.0,250000,0.2738202474399275
AII,ALMONTY INDS INC,020398707,9936000000.0,600000,0.25498387802840855
RIG,TRANSOCEAN LTD,H8817H100,9780000000.0,2000000,0.2509805079627451
MBLY,MOBILEYE GLOBAL INC,60741F104,9680000000.0,1000000,0.24841424510014037
MBLY,MOBILEYE GLOBAL INC,60741F104,9680000000.0,1000000,0.24841424510014037
MBLY,MOBILEYE GLOBAL INC,60741F104,9680000000.0,1000000,0.24841424510014037
TLS,TELOS CORP MD,87969B101,9660000000.0,2100000,0.24790099252761946
CLF,CLEVELAND-CLIFFS INC NEW,185899101,9390000000.0,1000000,0.2409720827985866
NXE,NEXGEN ENERGY LTD,65340P106,9390000000.0,1000000,0.2409720827985866
SLB,SLB LIMITED,806857108,9298000000.0,200000,0.23861112096499024
W,WAYFAIR INC,94419L101,9242000000.0,100000,0.23717401376193153
AOMR,ANGEL OAK MORTGAGE REIT INC,03464Y108,9080000000.0,1000000,0.23301666792451187
BORR,BORR DRILLING LTD,G1466R173,8260000000.0,2000000,0.21197331245115286
ONDS,ONDAS INC,68236H204,8240000000.0,1000000,0.2114600598786319
ONDS,ONDAS INC,68236H204,8240000000.0,1000000,0.2114600598786319
EVTL,VERTICAL AEROSPACE LTD,G9471C206,7134000000.0,4100000,0.1830771926182233
EOSE,EOS ENERGY ENTERPRISES INC,29415C101,7056000000.0,1200000,0.1810755075853916
PONY,PONY AI INC,732908108,6950000000.0,1000000,0.17835526895103054
RUN,SUNRUN INC,86771W105,6690000000.0,500000,0.17168298550825817
PONY,PONY AI INC,732908108,6602500000.0,950000,0.16943750550347902
GSM,FERROGLOBE PLC,G33856108,6360000000.0,2000000,0.16321431806166248
ENVX,ENOVIX CORPORATION,293594107,6070000000.0,1000000,0.1557721557601087
ISO,ISOENERGY LTD,46500E867,5982000000.0,600000,0.1535138444410165
DNLI,DENALI THERAPEUTICS INC,24823R105,5144000000.0,200000,0.13200856165238867
EVEX,EVE HLDG INC,29970N104,5020000000.0,2000000,0.12882639570275875
RIG,TRANSOCEAN LTD,H8817H100,4890000000.0,1000000,0.12549025398137256
LUCD,LUCID DIAGNOSTICS INC,54948X109,4280000000.0,4000000,0.10983605051948357
SENS,SENSEONICS HLDGS INC,81727U303,3976000000.0,700000,0.10203461141716509
PLUN,PLUG PWR INC,72919P202,2710000000.0,1000000,0.06954572357658889
UP,WHEELS UP EXPERIENCE INC,96328L304,2691000000.0,300000,0.06905813363269399
