ticker,nameOfIssuer,cusip,value,shares,allocation_percent
QQQ,INVESCO QQQ TR,46090E103,35822178000.0,48645,25.23972742667179
QLD,PROSHARES TR,74347R206,10248626000.0,105918,7.2210161743348396
ISRG,INTUITIVE SURGICAL INC,46120E602,9302531000.0,23392,6.554412934304681
AMD,ADVANCED MICRO DEVICES INC,007903107,7080712000.0,12189,4.988955190462291
TSM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,6299626000.0,13191,4.43861462387839
DASH,DOORDASH INC,25809K105,5825428000.0,31569,4.10450238016521
NVDA,NVIDIA CORPORATION,67066G104,5807612000.0,29025,4.091949514623824
AVGO,BROADCOM INC,11135F101,5699870000.0,15089,4.01603624345409
AAPL,APPLE INC,037833100,5607507000.0,19379,3.950958767028461
COST,COSTCO WHOLESALE CORPORATION,22160K105,5552014000.0,5935,3.911859296468958
MSFT,MICROSOFT CORP,594918104,5354329000.0,14354,3.7725736417457414
IWO,ISHARES TR,464287648,5299944000.0,13453,3.7342548500715007
QCOM,QUALCOMM INC,747525103,5166174000.0,27957,3.640002670936388
MRVL,MARVELL TECHNOLOGY INC,573874104,3747456000.0,12580,2.640396906727608
GOOGL,ALPHABET INC,02079K305,2390448000.0,6689,1.6842710107585515
CCJ,CAMECO CORP,13321L108,1910894000.0,18760,1.3463850160440431
AMZN,AMAZON COM INC,023135106,1806617000.0,7580,1.2729131278503365
META,META PLATFORMS INC,30303M102,1758591000.0,3122,1.2390747847603845
MELI,MERCADOLIBRE  INC,58733R102,1408834000.0,830,0.9926416576185773
UMAC,UNUSUAL MACHS INC,91532F102,1309032000.0,58701,0.9223227820706779
XBI,SPDR SERIES TRUST,78464A870,1065972000.0,6736,0.7510666359947233
MU,MICRON TECHNOLOGY INC,595112103,788380000.0,683,0.5554798010506092
DOMH,DOMINARI HOLDINGS INC,008875304,763720000.0,243223,0.538104763766675
GLD,SPDR GOLD TR,78463V107,672294000.0,1825,0.47368748239112896
SNPS,SYNOPSYS INC,871607107,616915000.0,1383,0.4346683343884124
GDX,VANECK ETF TRUST,92189F106,606844000.0,8043,0.4275724706217254
LRCX,LAM RESEARCH CORP,512807306,544262000.0,1256,0.3834782052809643
N/A,GORILLA TECHNOLOGY GROUP INC,G4000K175,482448000.0,24268,0.3399250603227686
CXDO,CREXENDO INC,226552107,464851000.0,62229,0.3275264986404738
CSCO,CISCO SYS INC,17275R102,435189000.0,3705,0.3066271330315502
ABAT,AMERICAN BATTERY TECHNOLOGY,02451V309,420323000.0,148524,0.29615278979298715
KOPN,KOPIN CORP,500600101,406045000.0,90635,0.28609274184732564
CEG,CONSTELLATION ENERGY CORP,21037T109,402608000.0,1621,0.2836710872185795
BKSY,BLACKSKY TECHNOLOGY INC,09263B207,400401000.0,14341,0.2821160707025355
GDXJ,VANECK ETF TRUST,92189F791,398699000.0,4058,0.28091686902138163
LUNR,INTUITIVE MACHINES INC,46125A100,392806000.0,18364,0.2767647565025566
SHAZ,SHARONAI HOLDINGS INC,778920306,365985000.0,4323,0.25786711355882597
VELO,VELO3D INC,92259N302,345015000.0,19659,0.24309199061299872
N/A,POLYPID LTD,M8001Q126,343408000.0,67600,0.241959724395834
INVE,IDENTIV INC,45170X205,327902000.0,130120,0.23103444750513313
PAYS,PAYSIGN INC,70451A104,326658000.0,39885,0.23015794521879027
GOOG,ALPHABET INC,02079K107,309517000.0,876,0.21808067376364368
TSLA,TESLA INC,88160R101,300729000.0,715,0.21188879105272668
WAVE,ECO WAVE POWER GLOBAL AB,27900N103,291718000.0,32234,0.2055397861473929
WMT,WALMART INC,931142103,277600000.0,2451,0.19559247161476584
NNVC,NANOVIRICIDES INC,630087302,255599000.0,185217,0.18009092273869792
NFLX,NETFLIX INC.,64110L106,254255000.0,3561,0.17914396206920855
