ticker,nameOfIssuer,cusip,value,shares,allocation_percent
AAPL,APPLE INC,037833100,2784655960000.0,9623500,6.575332173968337
NVDA,NVIDIA CORPORATION,67066G104,2767033605000.0,13828945,6.533720987711565
MSFT,MICROSOFT CORP,594918104,2290342800000.0,6140000,5.408123990389366
GOOGL,ALPHABET INC,02079K305,1986977200000.0,5560000,4.69179507263135
AMD,ADVANCED MICRO DEVICES INC,007903107,1651695594000.0,2843290,3.900103760333088
MU,MICRON TECHNOLOGY INC,595112103,1408760156000.0,1220456,3.3264669360273342
SNDK,SANDISK CORP,80004C200,1120532797000.0,492817,2.6458835338857556
LRCX,LAM RESEARCH CORP,512807306,1022202070000.0,2358946,2.413697869940111
STX,SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,949923805000.0,984377,2.2430291740006996
INTC,INTEL CORP,458140100,937113201000.0,6711403,2.2127798441520072
KLAC,KLA CORP,482480100,882715059000.0,2925707,2.0843309950178046
AVGO,BROADCOM INC,11135F101,805250430000.0,2131702,1.901415879210026
GLW,CORNING INC,219350105,781372120000.0,3059046,1.845032677026949
GOOGL,ALPHABET INC,02079K305,685441021000.0,1918015,1.6185131892339788
COHR,COHERENT CORP,19247G107,617450873000.0,1565267,1.4579699070192276
GOOG,ALPHABET INC,02079K107,611024876000.0,1729332,1.4427963755557847
PANW,PALO ALTO NETWORKS INC,697435105,570420062000.0,1672688,1.3469173356501871
META,META PLATFORMS INC,30303M102,529028449000.0,939176,1.249180448723823
WDC,WESTERN DIGITAL CORP,958102105,506681247000.0,793276,1.1964126101040857
AAPL,APPLE INC,037833100,450512686000.0,1556928,1.0637833188688397
ANET,ARISTA NETWORKS INC,040413205,429986156000.0,2531117,1.0153145833885233
CLS,CELESTICA INC,15101Q207,418301203000.0,1146659,0.9877232225468746
CRWD,CROWDSTRIKE HLDGS INC,22788C105,410904338000.0,538439,0.9702572069529769
FLEX,FLEX LTD,Y2573F102,404213277000.0,2494066,0.9544577870952775
TTMI,TTM TECHNOLOGIES INC,87305R109,367665423000.0,1965915,0.8681583361944569
GEV,GE VERNOVA INC,36828A101,357664980000.0,304432,0.8445445628751
FMF,FORMFACTOR INC,346375108,343225453000.0,2146098,0.8104489015712223
SNOW,SNOWFLAKE INC,833445109,339246210000.0,1332991,0.8010528235990126
LITE,LUMENTUM HLDGS INC,55024U109,334889663000.0,390287,0.7907658279816061
AMZN,AMAZON COM INC,023135106,332135132000.0,1393535,0.7842616290541042
ELVN,ENLIVEN THERAPEUTICS INC,29337E102,326354777000.0,6430636,0.7706126344370247
VRT,VERTIV HOLDINGS CO,92537N108,324983323000.0,970621,0.76737425750973
MSFT,MICROSOFT CORP,594918104,322184834000.0,863720,0.7607662617556705
MRVL,MARVELL TECHNOLOGY INC,573874104,317628191000.0,1066260,0.7500067849105713
SIMO,SILICON MOTION TECHNOLOGY CO,82706C108,310455229000.0,931375,0.733069465364191
NET,CLOUDFLARE INC,18915M107,304273764000.0,1240516,0.7184733406433622
LLY,ELI LILLY & CO,532457108,302252762000.0,251997,0.7137012037384304
RNR,RENAISSANCERE HLDGS LTD,G7496G103,299016065000.0,943566,0.706058479384975
ACGL,ARCH CAP GROUP LTD,G0450A105,289238800000.0,2980000,0.6829716901904079
MTSI,MACOM TECH SOLUTIONS HLDGS I,55405Y100,285474151000.0,750517,0.6740823271778951
XENE,XENON PHARMACEUTICALS INC,98420N105,275878760000.0,4570556,0.6514249920993792
TSEM,TOWER SEMICONDUCTOR LTD,M87915274,264592866000.0,1015166,0.6247759183911153
BE,BLOOM ENERGY CORP,093712107,260715207000.0,861299,0.6156197079476616
HOOD,ROBINHOOD MKTS INC,770700102,260493144000.0,2597658,0.6150953566419628
TWLO,TWILIO INC,90138F102,248623936000.0,1204982,0.5870689194938985
N/A,ASTRAZENECA PLC,G0593M107,236560241000.0,1247549,0.5585832454968706
MDB,MONGODB INC,60937P106,231458949000.0,689071,0.5465377038219819
FN,FABRINET,G3323L100,228468658000.0,406470,0.539476811236232
CB,CHUBB LIMITED,H1467J104,228426303000.0,670383,0.5393767995298565
MMC,MARSH & MCLENNAN COS INC,571748102,216671000000.0,1300000,0.5116193231518243
JNJ,JOHNSON & JOHNSON,478160104,199009622000.0,783595,0.46991599294940445
CYTK,CYTOKINETICS INC,23282W605,191988358000.0,2253649,0.45333687375324866
AKAM,AKAMAI TECHNOLOGIES INC,00971T101,186295532000.0,1575971,0.43989455897673907
RYTM,RHYTHM PHARMACEUTICALS INC,76243J105,184713061000.0,1663632,0.43615791336229415
CAT,CATERPILLAR INC,149123101,178024657000.0,167175,0.42036476740623197
TEVA,TEVA PHARMACEUTICAL INDS LTD,881624209,176607936000.0,5212749,0.41701950274637917
ARQT,ARCUTIS BIOTHERAPEUTICS INC,03969K108,173234098000.0,6606945,0.4090529510897943
APH,AMPHENOL CORP,032095101,172323002000.0,977331,0.4069016049528108
NOW,SERVICENOW INC,81762P102,168237207000.0,1694573,0.39725392864893483
N/A,ASCENDIS PHARMA A/S,K08588103,164541702000.0,616908,0.38852783347789593
ONTO,ONTO INNOVATION INC,683344105,153894800000.0,406645,0.36338759415235716
