ticker,nameOfIssuer,cusip,value,shares,allocation_percent
C,Citigroup,172967424,19864243000.0,141928,4.857861135292177
AAPL,Apple Computer,037833100,15429543000.0,53323,3.773341741490952
CSCO,Cisco Systems,17275R102,14528862000.0,123692,3.5530774593234367
GOOGL,Google,02079K305,14470983000.0,40493,3.5389229735648016
TJX,TJX Companies,872540109,13722567000.0,90578,3.3558955609706826
AVGO,Broadcom Ltd,11135F101,12083845000.0,31989,2.9551411040629483
AES,AES,00130H105,11748949000.0,801429,2.873241267116491
SONY,Sony Group,835699307,11573757000.0,576957,2.830397529853807
N/A,Aptiv Plc,G3265R107,10841856000.0,176635,2.651408910817004
NEE,Nextera Energy,65339F101,10527660000.0,119946,2.5745713219260375
DAL,Delta Air Lines,247361702,9932830000.0,106052,2.429103833479292
JEF,Jefferies Financial Group,47233W109,9709465000.0,194267,2.3744792423239915
EVH,Evolent Health Inc,30050B101,9321782000.0,1719886,2.2796701837299405
FBP,First BanCorp PR,318672706,9153073000.0,351096,2.238411883865505
TXN,Texas Instruments,882508104,8897688000.0,29851,2.175956704172194
AIG,American International Group,026874784,8604563000.0,115451,2.1042720925168434
ACN,Accenture,G1151C101,8182677000.0,65756,2.0010985860850163
BBY,Best Buy,086516101,7967704000.0,105004,1.9485262840930822
WPC,W. P. Carey,92936U109,7917410000.0,110733,1.9362267331895624
SAP,SAP,803054204,7886117000.0,51172,1.9285739347161095
RYN,Rayonier Inc,754907103,7825209000.0,367726,1.9136786977806586
GPN,Global Payments Inc,37940X102,7769942000.0,107083,1.9001629845785901
COLD,Americold Realty Trust Inc,03064D108,7752161000.0,493140,1.895814586864837
NEXN,Nexxen International,M8T80P204,7614295000.0,843222,1.8620990366030834
MTLS,Materialise,57667T100,7362172000.0,990871,1.8004415889463432
GVA,Granite Construction Inc,387328107,7339654000.0,46430,1.7949347434529355
AKAM,Akamai Technologies,00971T101,6577323000.0,55641,1.6085043752215145
CWEN,Clearway Energy Inc,18539C204,6059294000.0,177276,1.481818805272825
AMRC,Ameresco,02361E108,5844714000.0,211765,1.429342612628031
LIVN,Livanova,G5509L101,5799682000.0,70530,1.4183298998534
MTB,M&T Bank Corporation,55261F104,5656070000.0,23764,1.3832091477884167
ATKR,Atkore International Group Inc Com,047649108,5451156000.0,71688,1.3330968048877956
GLW,Corning,219350105,5421502000.0,21225,1.3258448288569973
CB,Chubb Corporation,H1467J104,5407203000.0,15869,1.32234796484997
SLVM,Sylvamo Corp,871332102,5276237000.0,139583,1.2903198306067132
VEEV,Veeva Systems Inc,922475108,5265712000.0,29671,1.2877459097958899
SYK,Stryker,863667101,5091278000.0,16171,1.2450875437421947
ABT,Abbott Laboratories,002824100,4606144000.0,50762,1.1264465462469044
TTEK,Tetra Tech Inc,88162G103,4366348000.0,151137,1.067803703990166
OTIS,OTIS Worldwide Corp-Wi,68902V107,4303232000.0,60101,1.0523684939287958
T,AT&T,00206R102,3921305000.0,189435,0.9589670826684354
UBER,Uber Technologies Inc,90353T100,3873332000.0,53677,0.9472351393850507
ADSK,Autodesk,052769106,3780691000.0,19446,0.9245795006358366
AMT,American Tower,03027X100,3225928000.0,19722,0.788910519089543
BPOP,Popular,733174700,3107435000.0,18927,0.7599326949910271
BKT,BlackRock Income Trust,09247F209,2931727000.0,273482,0.7169627683565252
PFE,Pfizer,717081103,2766431000.0,114885,0.6765391280386306
HASI,Hannon Armstrong Sustainable Infrastructure Capita,41068X100,2689647000.0,68877,0.6577613669423595
NLY,Annaly Capital Mgmt,035710839,2290260000.0,102427,0.5600900594960634
ESGV,Vanguard ESG US Stock ETF,921910733,1917480000.0,14500,0.4689255749489192
MSFT,Microsoft,594918104,1640169000.0,4397,0.4011083251655266
IVV,Ishares TRUST S&P,464287200,1449851000.0,1936,0.35456547852664194
JNJ,Johnson & Johnson,478160104,1389978000.0,5473,0.3399233539939654
AMWL,American Well Cl A Ord,03044L204,1225354000.0,134359,0.2996640533230896
SPDW,SPDR Portfolio Developed Wld ex-US ETF,78463X889,1110948000.0,22047,0.2716857175242255
GDX,Market Vectors Gold Miners ETF,92189F106,1073804000.0,14232,0.26260203917769637
GE,General Electric,369604301,1012061000.0,2708,0.24750260044870248
VSGX,Vanguard ESG International Stock ETF,921910725,967495000.0,11750,0.23660384939358145
XLU,Sector SPDR Utilities,81369Y886,934140000.0,20603,0.22844678253894868
SUB,iShares Short-Term National Muni Bond,464288158,868476000.0,8157,0.21238845131596548
SGOV,iShares 0-3 Month Treasury Bond ETF,46436E718,857205000.0,8515,0.20963209393270762
BSV,Vanguard Short-Term Bond,921937827,818834000.0,10510,0.20024834899854144
GEV,Ge Vernova Llc Com,36828A101,803604000.0,684,0.19652380610554024
AGG,iShares Core US Aggregate Bond,464287226,795403000.0,8036,0.19451822657399043
PG,Procter & Gamble,742718109,780969000.0,5326,0.19098834790573171
AEM,Agnico Eagle Mines,008474108,648288000.0,4179,0.1585408051883122
BRK/B,Berkshire Hathaway Cl B,084670702,610476000.0,1220,0.14929376540694891
GSST,Goldman Sachs Access Ultra Short Bd ETF,381430230,600578000.0,11875,0.1468731793560673
BND,Vanguard Total Bond Market ETF,921937835,583977000.0,7955,0.1428133542367821
FLRN,SPDR Inv Grade Floating Rate,78468R200,575970000.0,18670,0.14085521799618717
MUB,ishares National Muni Bond ETF,464288414,571247000.0,5308,0.13970019395917832
CVX,ChevronTexaco,166764100,556788000.0,3359,0.13616420146476563
GBIL,Goldman Sachs Access Treasury 0-1 Yr ETF,381430529,529646000.0,5288,0.12952654268591862
XWIAX,West Claymore Inflation-Linked Securities,95766Q106,525418000.0,64627,0.12849257240675846
SBI,Western Asset Intermediate Mun,958435109,507025000.0,64425,0.12399450822875636
PEP,Pepsico,713448108,490554000.0,3623,0.11996647500547182
XOM,Exxon Mobil,30231G102,456508000.0,3339,0.1116404219959432
JPM,J P Morgan Chase,46625H100,422256000.0,1290,0.10326399105890587
XNEAX,Nuveen AMT Free Mun Income Fd,670657105,400217000.0,34090,0.09787428647460812
RGLD,Royal Gold Inc,780287108,399220000.0,2000,0.09763046708758762
BIIB,Biogen Idec Inc,09062X103,397550000.0,1840,0.09722206350050212
MMU,Managed Municipal Portfolio,95766M105,388499000.0,37284,0.09500861387971721
IBM,International Business Machines,459200101,378790000.0,1347,0.09263424835455968
XEVVX,Eaton Vance Ltd Duration,27828H105,363078000.0,38749,0.0887918308933098
NEM,Newmont Mining,651639106,358656000.0,3840,0.08771041732319479
SCHB,Schwab US Broad Mkt ETF,808524102,354557000.0,12243,0.08670799438698915
IJH,Ishares Core S&P Mid Cap,464287507,350388000.0,4544,0.08568845273755235
GOOG,Google,02079K107,350150000.0,991,0.08563024911256652
SHM,SPDR Nuveen Barclays ST Muni,78468R739,347746000.0,7250,0.08504234358960033
SCHA,Schwab US Small-Cap ETF,808524607,346342000.0,9586,0.08469899111279312
CSX,CSX,126408103,342216000.0,7200,0.08368996524434118
GDXJ,Market Vectors Junior Gold Miners ETF,92189F791,332773000.0,3387,0.08138065082946194
SPSM,SPDR Portfolio S&P 600 Sm Cap ETF,78468R853,330334000.0,5728,0.08078418594988018
IYR,Ishares US Real Estate ETF,464287739,325666000.0,3185,0.07964261233041006
NVO,Novo Nordisk A/S,670100205,321198000.0,6700,0.07854994932017176
IEFA,iShares Core MSCI EAFE,46432F842,317748000.0,3290,0.07770624131092328
VEA,Vanguard MSCI Eafe,921943858,312004000.0,4379,0.0763015286137861
WPM,Wheaton Precious Metals,962879102,301018000.0,2680,0.07361486884868357
QQQM,Invesco NASDAQ 100 ETF,46138G649,287822000.0,950,0.07038774685156968
ABBV,AbbVie,00287Y109,278314000.0,1106,0.0680625364886901
LMT,Lockheed Martin Corp,539830109,275108000.0,540,0.0672784994227044
VDC,Vanguard Consumer,92204A207,271715000.0,1205,0.06644873093708699
MRK,Merck,58933Y105,250704000.0,1951,0.06131042688424068
SCHM,Schwab US Mid-Cap ETF,808524508,246955000.0,6698,0.060393597514190676
DIS,Walt Disney,254687106,244475000.0,2540,0.059787105959716404
MPC,Marathon Petroleum Corp,56585A102,242887000.0,950,0.059398755722415944
VOO,Vanguard S&P 500 ETF,922908363,241757000.0,352,0.0591224107802563
RELX,Relx Plc,759530108,239425000.0,7560,0.058552113076613566
BAC,Bank of America,060505104,238917000.0,4193,0.0584278801291648
BMI,Badger Meter,056525108,237408000.0,1600,0.058058849582510896
REGN,Regeneron Pharmaceuticals Inc,75886F107,236945000.0,380,0.05794562152213929
BNDX,Vanguard Total International Bond ETF,92203J407,234886000.0,4850,0.057442086800097956
TFC,Truist Finl Corp Com,89832Q109,234154000.0,4700,0.05726307397030958
SCHF,Schwab International Equity ETF,808524805,230603000.0,8325,0.05639466610339905
TIP,iShares Barclays TIPS,464287176,229256000.0,2095,0.056065253150222906
GLD,Streetracks Gold Trust,78463V107,219186000.0,595,0.05360260397540199
VRT,Vertiv Holdings Co,92537N108,217633000.0,650,0.05322281309471709
KO,Coca-Cola,191216100,203671000.0,2506,0.04980836346424542
SCHX,Schwab US Large Cap ETF,808524201,202243000.0,6872,0.0494591417143304
NUV,Nuveen Muni Value Fund,670928100,108335000.0,11750,0.026493654255632996
MUD,Direxion Daily MU Bear 1X ETF,25461A163,101816000.0,10400,0.024899412947722615
SABA,Saba Capital Income & Opp Fund,880198205,85304000.0,10216,0.02086135304954555
MMT,MFS Multi Market Income,552737108,65410000.0,14866,0.01599621474925882
