ticker,nameOfIssuer,cusip,value,shares,allocation_percent
ANET,"ARISTA NETWORKS, INC.",040413205,318973653000.0,1877641,12.467835306687265
GOOG,ALPHABET INC CL C,02079K107,318791314000.0,902248,12.460708158094883
N/A,VISA INC COM CL A,92826c839,249577047000.0,727439,9.755305772308871
N/A,IDEXX LABS INC COM,45168d104,220657852000.0,419151,8.624931031101097
COST,COSTCO WHSL CORP NEW COM,22160K105,219439746000.0,234577,8.577318493666578
MSFT,MICROSOFT CORP COM,594918104,183935789000.0,493099,7.189562845360081
MTD,METTLER TOLEDO INTERNATIONAL C,592688105,178618893000.0,139818,6.981739462308489
N/A,CME GROUP INC COM,12572q105,174040991000.0,788122,6.802801397520568
ADP,AUTOMATIC DATA PROCESSING INC ,053015103,161146134000.0,719563,6.298775588908458
HD,HOME DEPOT INC COM,437076102,99650792000.0,282553,3.8950855381053957
DCI,DONALDSON INC COM,257651109,85766078000.0,955398,3.3523688409603345
QCOM,QUALCOMM INC COM,747525103,85465005000.0,462498,3.340600694770247
INTC,INTEL CORP COM,458140100,66867271000.0,478889,2.613664528071933
RELX,RELX PLC SPONSORED ADR,759530108,48329687000.0,1526040,1.889079465568727
AMD,ADVANCED MICRO DEVICES INC COM,007903107,48097605000.0,82797,1.8800079948487092
AAPL,APPLE INC COM,037833100,21974577000.0,75942,0.8589280161334139
KGC,KINROSS GOLD CORP COM NO PAR,496902404,9124217000.0,386292,0.35664147740276264
DHR,DANAHER CORP DEL COM,235851102,8711031000.0,45732,0.3404911309695139
GILD,GILEAD SCIENCES,375558103,8708364000.0,68928,0.3403868850029577
MRK,MERCK & CO INC NEW COM,58933Y105,7114145000.0,55363,0.2780730865188188
TECH,BIO-TECHNE CORP,09073M104,5217502000.0,73850,0.20393833483266224
GOOGL,ALPHABET INC CL A,02079K305,4213750000.0,11791,0.16470432755006717
IONS,IONIS PHARMACEUTICALS INC,462222100,3931198000.0,49580,0.15366011819784492
ADI,ANALOG DEVICES,032654105,3713142000.0,9349,0.14513688667052185
HUBB,HUBBELL INC COM,443510607,3446318000.0,6587,0.1347074431833147
JEF,JEFFERIES FINANCIAL GROUP INC.,47233W109,2934976000.0,58723,0.11472043867234315
PEP,PEPSICO INC COM,713448108,1823838000.0,13470,0.0712889970573146
MA,MASTERCARD INC CL A,57636Q104,1560317000.0,3038,0.06098865909224281
SHY,ISHARES TR 1-3 YR TR BD ETF,464287457,1404081000.0,17100,0.05488180763709899
N/A,VERALTO CORP COM,92338c103,1322219000.0,14910,0.051682038865362746
GLW,CORNING INC COM,219350105,1277150000.0,5000,0.049920411018823684
WMT,WALMART INC COM,931142103,1156045000.0,10207,0.04518673731061819
NVDA,NVIDIA CORP COM,67066G104,1020859000.0,5102,0.03990267460538333
FTV,FORTIVE CORP,34959J108,930462000.0,15231,0.03636929528825644
SPY,SPDR S&P 500 ETF TR TR UNIT,78462F103,841610000.0,1127,0.03289630592925827
N/A,KKR & CO INC COM,48251w104,678713000.0,7395,0.026529093625509044
CAT,CATERPILLAR INC DEL COM,149123101,650654000.0,611,0.02543234162865889
BRK/B,BERKSHIRE HATHAWAY INC,084670702,618982000.0,1237,0.024194367030696096
AMZN,AMAZON COM INC,023135106,576783000.0,2420,0.022544919883075738
XOM,EXXON MOBIL CORP COM,30231G102,544556000.0,3983,0.021285251805008454
N/A,EMCOR GROUP INC COM,29084q100,501248000.0,604,0.01959245678453066
JPM,JPMORGAN CHASE & CO COM,46625H100,494596000.0,1511,0.019332447722089117
N/A,"MODERNA, INC",60770k107,432225000.0,6172,0.016894530519211578
RAL,RALLIANT CORP COM,750940108,373746000.0,5076,0.014608741288526232
TMO,THERMO FISHER SCIENTIFIC INC C,883556102,364489000.0,727,0.014246909675323983
MTRN,MATERION CORP COM,576690101,356868000.0,1200,0.013949024969240552
N/A,DELL TECHNOLOGIES INC CL C,24703l202,346462000.0,803,0.013542281989119281
TSM,TAIWAN SEMICONDUCTOR MFG CO,874039100,333821000.0,699,0.013048178778306965
SM,SM ENERGY CO COM,78454L100,310720000.0,11905,0.012145221870390238
N/A,ENERGY VAULT HLDGS INC COM,29280w109,309094000.0,65625,0.01208166583678682
AVGO,BROADCOM LTD,11135F101,300311000.0,795,0.011738361628214351
VOO,VANGUARD INDEX FDS S&P 500 ETF,922908363,290521000.0,423,0.011355696456641487
N/A,INVESCO QQQ TR UNIT SER 1,46090e103,263631000.0,358,0.010304637573741147
FIS,FIDELITY NATL INFORMATION SVCS,31620M106,248832000.0,6400,0.009726183858306335
AMGN,AMGEN INC COM,031162100,241172000.0,666,0.009426774745512857
ABBV,ABBVIE INC COM,00287Y109,201564000.0,801,0.00787860292573165
FLO,FLOWERS FOODS INC COM,343498101,91719000.0,11610,0.0035850527958622633
N/A,VUZIX CORP,92921w300,58000000.0,20000,0.002267066389297869
