ticker,nameOfIssuer,cusip,value,shares,allocation_percent
ENTG,ENTEGRIS INC,29362U104,317316206000.0,1764240,5.482170357590369
CLH,CLEAN HARBORS INC,184496107,275501872000.0,922182,4.759757514997693
BWXT,BWX TECHNOLOGIES INC,05605H100,240881711000.0,1237512,4.161636092831167
TECH,BIO TECHNE CORP,09073M104,223523600000.0,3163816,3.8617455741982707
HALO,HALOZYME THERAPEUTICS INC,40637H109,187542825000.0,2396101,3.240117260174723
UGI,UGI CORP,902681105,185308171000.0,5365031,3.2015098594601477
AME,AMETEK INC,031100100,183241969000.0,757386,3.1658127499428548
RBC,RBC BEARINGS INC,75524B104,176270849000.0,273687,3.0453749446855793
WWD,WOODWARD INC,980745103,175435289000.0,412362,3.030939242451108
SSNC,SS&C  TECHNOLOGIES HOLDINGS IN,78467J100,149895178000.0,2415716,2.5896909330162985
POWI,POWER INTEGRATIONS INC,739276103,147962626000.0,1766507,2.556302851700017
WCN,WASTE CONNECTIONS INC,94106B101,143977987000.0,863747,2.487461521196089
CAE,CAE INC,124765108,123535751000.0,4929599,2.1342875637270944
INGR,INGREDION INC,457187102,120640177000.0,1273785,2.08426166006742
APH,AMPHENOL CORP CL A,032095101,114983033000.0,652127,1.986524996893588
HSIC,HENRY SCHEIN INC,806407102,107341992000.0,1285225,1.8545131812999887
COHR,COHERENT CORP,19247G107,107038646000.0,271348,1.8492723697125286
IEX,IDEX CORP,45167R104,100074056000.0,440952,1.7289473811716967
AEIS,ADVANCED ENERGY INDUSTRIES,007973100,95758236000.0,256814,1.6543843427093758
ADI,ANALOG DEVICES INC,032654105,94510176000.0,237959,1.6328220102248694
SXT,SENSIENT TECHNOLOGIES CORP,81725T100,92050533000.0,746618,1.5903275466901117
APG,API GROUP CORP,00187Y100,90102759000.0,2127574,1.556676479760094
BRKR,BRUKER CORP,116794108,85956719000.0,1428327,1.485046675925291
CBT,CABOT CORP,127055101,81762975000.0,900275,1.4125927053766754
VVV,VALVOLINE INC,92047W101,79774164000.0,2017556,1.3782326553543651
KBR,KBR INC,48242W106,78120499000.0,2262395,1.349662815324245
SCHW,CHARLES SCHWAB CORP,808513105,77442488000.0,839303,1.3379490366516227
KEYS,KEYSIGHT TECHNOLOGIES INC,49338L103,76890075000.0,219642,1.3284051743575311
CA8A,CACI INTERNATIONAL INC CL A,127190304,73406790000.0,158457,1.2682255761745151
PDFS,PDF SOLUTIONS INC,693282105,73196648000.0,1033997,1.2645950202132958
DLB,DOLBY LABORATORIES INC CL A,25659T107,69650833000.0,1324664,1.2033351112677715
MRCY,MERCURY SYSTEMS INC,589378108,69257741000.0,566155,1.1965437868114155
PB,PROSPERITY BANCSHARES INC,743606105,69054612000.0,945565,1.1930343922027864
ICE,INTERCONTINENTAL EXCHANGE INC,45866F104,67777226000.0,550542,1.1709654038183706
WEX,WEX INC.,96208T104,65782366000.0,466244,1.136500847162406
