date,PortfolioValue_copy,PortfolioValue_copy_scaled,PortfolioValue_fund
2013-07-01 00:00:00+00:00,,,1000000.0
2013-07-02 00:00:00+00:00,,,999618.7945037738
2013-07-03 00:00:00+00:00,,,999575.0821089746
2013-07-05 00:00:00+00:00,,,1001460.4486699677
2013-07-08 00:00:00+00:00,,,1002215.3921293594
2013-07-09 00:00:00+00:00,,,1003629.3966199856
2013-07-10 00:00:00+00:00,,,1003852.5138083417
2013-07-11 00:00:00+00:00,,,1006573.3468044125
2013-07-12 00:00:00+00:00,,,1007236.0121818997
2013-07-15 00:00:00+00:00,,,1007660.4696607575
2013-07-16 00:00:00+00:00,,,1006484.9841119247
2013-07-17 00:00:00+00:00,,,1006918.3643635525
2013-07-18 00:00:00+00:00,,,1008411.5049947855
2013-07-19 00:00:00+00:00,,,1008474.511935338
2013-07-22 00:00:00+00:00,,,1009738.2139851024
2013-07-23 00:00:00+00:00,,,1009445.9796538178
2013-07-24 00:00:00+00:00,,,1008118.0885378527
2013-07-25 00:00:00+00:00,,,1009064.6265807445
2013-07-26 00:00:00+00:00,,,1009677.7754362719
2013-07-29 00:00:00+00:00,,,1008861.4392414093
2013-07-30 00:00:00+00:00,,,1009111.5295306875
2013-07-31 00:00:00+00:00,,,1010226.0197526459
2013-08-01 00:00:00+00:00,,,1014501.5269599148
2013-08-02 00:00:00+00:00,,,1014099.6608219438
2013-08-05 00:00:00+00:00,1000000.0,1000000.0,1013956.1272403107
2013-08-06 00:00:00+00:00,999197.2787783592,996575.5399404849,1013087.1559626576
2013-08-07 00:00:00+00:00,998184.5457257419,992255.1559813446,1011974.8546686469
2013-08-08 00:00:00+00:00,999246.0938678099,996783.7882334404,1013086.181400038
2013-08-09 00:00:00+00:00,998837.8177325419,995042.0561341938,1012647.598630399
2013-08-12 00:00:00+00:00,998769.3358419444,994749.9080100019,1012562.5764534313
2013-08-13 00:00:00+00:00,998837.6270560413,995041.2426960496,1012636.9972155918
2013-08-14 00:00:00+00:00,998118.8811745183,991975.0268070695,1011855.9291272872
2013-08-15 00:00:00+00:00,995667.0523614354,981515.3683144138,1009192.3632407844
2013-08-16 00:00:00+00:00,995083.9237312323,979027.7042912696,1008584.7278501403
2013-08-19 00:00:00+00:00,994046.8381919116,974603.4310666937,1007471.8402029662
2013-08-20 00:00:00+00:00,995489.8450082905,980759.3904148178,1009044.7864292414
2013-08-21 00:00:00+00:00,994384.0854483591,976042.1494271287,1007871.1564798385
2013-08-22 00:00:00+00:00,996260.5961527022,984047.4640806274,1009894.5607757946
2013-08-23 00:00:00+00:00,997303.2251205021,988495.3859255556,1010980.6673134875
2013-08-26 00:00:00+00:00,996535.5000789277,985220.2218079476,1010155.8028482787
2013-08-27 00:00:00+00:00,993342.2928659895,971597.7956559263,1006681.212605124
2013-08-28 00:00:00+00:00,993557.8222127073,972517.2576305079,1006914.0351753868
2013-08-29 00:00:00+00:00,994130.930861217,974962.1757710451,1007536.3289048683
2013-08-30 00:00:00+00:00,992980.7691564711,970055.5123943936,1006290.2123126162
2013-09-03 00:00:00+00:00,994079.8569805566,974744.2913303571,1007525.5608576189
2013-09-04 00:00:00+00:00,995205.8089358708,979547.6743679012,1008774.3117324694
2013-09-05 00:00:00+00:00,995577.185089605,981131.9887864483,1009204.9313116354
2013-09-06 00:00:00+00:00,995861.5301913267,982345.0231721275,1009506.2347982514
2013-09-09 00:00:00+00:00,997607.9060186961,989795.1741193077,1011390.5340383537
2013-09-10 00:00:00+00:00,999318.6645427832,997093.379373226,1013241.9541102243
2013-09-11 00:00:00+00:00,999853.3956430524,999374.5764390139,1013807.2693299409
2013-09-12 00:00:00+00:00,999497.8538563082,997857.8124425351,1013473.5863879729
2013-09-13 00:00:00+00:00,1000108.1651863905,1000461.4396014939,1014112.9954926774
2013-09-16 00:00:00+00:00,1001048.0370818558,1004470.9932052996,1015134.677783119
2013-09-17 00:00:00+00:00,1002055.436013236,1008768.6214621654,1016248.9404888629
2013-09-18 00:00:00+00:00,1004376.8575190392,1018671.9540433979,1018710.9039556894
2013-09-19 00:00:00+00:00,1004125.1299288775,1017598.0680476787,1018437.5454542916
2013-09-20 00:00:00+00:00,1002968.6053278716,1012664.2601487228,1017202.5790192639
2013-09-23 00:00:00+00:00,1002060.4863294924,1008790.1664342456,1016213.2295186992
2013-09-24 00:00:00+00:00,1001856.1321081318,1007918.3782590027,1015993.2545649462
2013-09-25 00:00:00+00:00,1001146.749656832,1004892.1073620762,1015226.9120286335
2013-09-26 00:00:00+00:00,1001811.5043813072,1007727.9935227612,1015935.5721338362
2013-09-27 00:00:00+00:00,1001543.4680062686,1006584.5332079328,1015640.0731435291
2013-09-30 00:00:00+00:00,1000802.4872370624,1003423.4618663422,1015640.0731435291
2013-10-01 00:00:00+00:00,1002338.2161496077,1009974.9796055937,1021266.7298438343
2013-10-02 00:00:00+00:00,1002439.1774648916,1010405.6870323131,1021087.8488233634
2013-10-03 00:00:00+00:00,1001057.3495518883,1004510.7207979208,1015037.6350191617
2013-10-04 00:00:00+00:00,1002381.8146610532,1010160.9736432184,1020104.3980324528
2013-10-07 00:00:00+00:00,1000479.369963615,1002045.022916892,1013878.0951033486
2013-10-08 00:00:00+00:00,997884.0306831206,990973.1395938415,1002920.3831068191
2013-10-09 00:00:00+00:00,997858.721407381,990865.1686051982,1001736.6886260891
2013-10-10 00:00:00+00:00,1001716.3301244808,1007321.9740574602,1015901.2218578137
2013-10-11 00:00:00+00:00,1003146.0757499661,1013421.3603172794,1019107.3036098413
2013-10-14 00:00:00+00:00,1003741.092673128,1015959.7405583526,1022710.6296600926
2013-10-15 00:00:00+00:00,1002447.9909680341,1010443.2860002768,1018112.2639502423
2013-10-16 00:00:00+00:00,1004817.8801019504,1020553.3845821804,1027670.2249847932
2013-10-17 00:00:00+00:00,1006717.760135009,1028658.3942862721,1031929.3762811243
2013-10-18 00:00:00+00:00,1008058.840179354,1034379.5275074475,1037740.8445973716
2013-10-21 00:00:00+00:00,1008078.4206003987,1034463.0588356454,1038049.8260616256
2013-10-22 00:00:00+00:00,1008956.7205810428,1038209.9427137629,1042489.2619476966
2013-10-23 00:00:00+00:00,1007832.4499178925,1033413.7321760957,1039970.9807263667
2013-10-24 00:00:00+00:00,1008856.6666190848,1037783.1061143499,1044020.7089451714
2013-10-25 00:00:00+00:00,1009732.0072463726,1041517.3652018214,1047233.848623536
2013-10-28 00:00:00+00:00,1009831.3024143291,1041940.9647375043,1046063.0927868662
2013-10-29 00:00:00+00:00,1011053.3004485369,1047154.0864890337,1048443.9722781985
2013-10-30 00:00:00+00:00,1010146.5057340178,1043285.6422541819,1045962.9512414163
2013-10-31 00:00:00+00:00,1008973.6370401408,1038282.1094099556,1042974.594619042
2013-11-01 00:00:00+00:00,1010056.4319290114,1042901.3816424804,1043937.0048170058
2013-11-04 00:00:00+00:00,1010607.3111313791,1045251.4675443703,1045575.0964549519
2013-11-05 00:00:00+00:00,1010273.0850347293,1043825.6376448129,1045919.2450900044
2013-11-06 00:00:00+00:00,1010720.4714675571,1045734.21677426,1045104.2517883608
2013-11-07 00:00:00+00:00,1007923.8576467871,1033803.6833923981,1034226.8251456697
2013-11-08 00:00:00+00:00,1011019.3964906665,1047009.4500368556,1043154.6328724883
2013-11-11 00:00:00+00:00,1011587.8349011473,1049434.444643335,1043841.017199829
2013-11-12 00:00:00+00:00,1011242.154884952,1047959.7515906043,1042675.6013993468
2013-11-13 00:00:00+00:00,1011242.154884952,1047959.7515906043,1048841.8764703274
2013-11-14 00:00:00+00:00,1015177.9320921183,1053795.2923553945,1053161.0039356502
2013-11-15 00:00:00+00:00,1018930.3635117414,1059358.9880027035,1056906.586876542
2013-11-18 00:00:00+00:00,1013498.9671596456,1051305.90645005,1051287.1180660632
2013-11-19 00:00:00+00:00,1011840.15693194,1048846.403740597,1049390.243898796
2013-11-20 00:00:00+00:00,1011419.4002281416,1048222.5516351976,1048717.0449792799
2013-11-21 00:00:00+00:00,1017568.7799383155,1057340.1805272885,1055238.1706273737
2013-11-22 00:00:00+00:00,1023094.1134748459,1065532.5418816805,1060994.1444201565
2013-11-25 00:00:00+00:00,1022677.0207924268,1064914.1223871722,1060420.8901659693
2013-11-26 00:00:00+00:00,1024752.1474080657,1067990.893586419,1062554.4550840564
2013-11-27 00:00:00+00:00,1026742.0058283937,1070941.2384145875,1064720.378751339
2013-11-29 00:00:00+00:00,1027310.411107092,1071784.0077077085,1065288.4108129726
2013-12-02 00:00:00+00:00,1026151.8036898777,1070066.1511173425,1064045.054853944
2013-12-03 00:00:00+00:00,1023206.8910340767,1065699.7561343182,1060959.1675858595
2013-12-04 00:00:00+00:00,1022677.8757572882,1064915.3900357303,1060382.2308194235
2013-12-05 00:00:00+00:00,1022224.5187775209,1064243.2018001722,1059878.0880820083
2013-12-06 00:00:00+00:00,1025827.969465108,1069586.0050825933,1063744.7204392985
2013-12-09 00:00:00+00:00,1025955.7748110401,1069775.5008967333,1063917.6038420808
2013-12-10 00:00:00+00:00,1024421.2581234782,1067500.2870791894,1062298.5932364839
2013-12-11 00:00:00+00:00,1017983.0522696899,1057954.4183131717,1055603.2836842558
2013-12-12 00:00:00+00:00,1018000.9654195451,1057980.9779761569,1055496.5171947265
2013-12-13 00:00:00+00:00,1019971.2391104716,1060902.284705679,1057574.782330929
2013-12-16 00:00:00+00:00,1022954.7314559268,1065325.8814406877,1060773.4398419913
2013-12-17 00:00:00+00:00,1022999.3297337838,1065392.006898196,1060701.2268989582
2013-12-18 00:00:00+00:00,1031894.3440517182,1078580.5630393275,1070057.778440524
2013-12-19 00:00:00+00:00,1031045.5737600226,1077322.0991130376,1069078.4746989312
2013-12-20 00:00:00+00:00,1036447.2183017619,1085331.0679293694,1074758.7171082732
2013-12-23 00:00:00+00:00,1040993.1034048359,1092071.2100753067,1079536.4438425165
2013-12-24 00:00:00+00:00,1042006.2394780526,1093573.3776382399,1080585.0568926865
2013-12-26 00:00:00+00:00,1044280.4150056015,1096945.2768334318,1083065.7885086199
2013-12-27 00:00:00+00:00,1042003.9394482799,1093569.9674051923,1080679.101131534
2013-12-30 00:00:00+00:00,1042422.6760331849,1094190.8242988377,1081114.7005758947
2013-12-31 00:00:00+00:00,1045462.7243563912,1098698.2760633077,1081114.7005758947
2014-01-02 00:00:00+00:00,1041205.3396905577,1092385.8908694438,1078074.9128142977
2014-01-03 00:00:00+00:00,1040729.4886738377,1091680.350931619,1077408.690933729
2014-01-06 00:00:00+00:00,1039316.1881702685,1089584.8632382457,1076033.4241324165
2014-01-07 00:00:00+00:00,1043110.80587537,1095211.108104087,1078802.4409595896
2014-01-08 00:00:00+00:00,1046424.7201546747,1100124.6184096728,1082045.9121933924
2014-01-09 00:00:00+00:00,1048244.2110690337,1102822.3608994088,1083702.935778932
2014-01-10 00:00:00+00:00,1051055.4723167135,1106990.5921655078,1085994.0455365276
2014-01-13 00:00:00+00:00,1041718.424069508,1093146.6363719306,1078071.7508917665
2014-01-14 00:00:00+00:00,1050577.460937359,1106281.8490778203,1085123.3052704344
2014-01-15 00:00:00+00:00,1052722.996822429,1109463.015455035,1086686.5034415012
2014-01-16 00:00:00+00:00,1052357.9346631805,1108921.7411399907,1086248.9609153692
2014-01-17 00:00:00+00:00,1052298.0891363206,1108833.0087262387,1086402.3645337597
2014-01-21 00:00:00+00:00,1056671.4948015397,1115317.417191708,1089786.0977842237
2014-01-22 00:00:00+00:00,1057305.2990467951,1116257.1529326825,1090828.0559558957
2014-01-23 00:00:00+00:00,1053939.1698514346,1111266.224049993,1087335.229000003
2014-01-24 00:00:00+00:00,1039058.8822764464,1089203.3581495723,1074986.720698509
2014-01-27 00:00:00+00:00,1034157.8871716748,1081936.6976613062,1071281.0352432493
2014-01-28 00:00:00+00:00,1039689.7534721979,1090138.7450849493,1075970.3216623152
2014-01-29 00:00:00+00:00,1032067.0852403118,1078836.6848152145,1070168.7918465289
2014-01-30 00:00:00+00:00,1044185.5828113861,1096804.6700089013,1079715.0240931108
2014-01-31 00:00:00+00:00,1037762.3992105392,1087281.074599531,1074133.9805151643
2014-02-03 00:00:00+00:00,1025188.8419373073,1068638.3765594163,1064684.0257184268
2014-02-04 00:00:00+00:00,1030388.7326856952,1076348.2068769,1067480.9756362396
2014-02-05 00:00:00+00:00,1027352.972457157,1071847.1130310628,1065875.1802990495
2014-02-06 00:00:00+00:00,1034675.6746478495,1082704.4164029094,1071819.1317183373
2014-02-07 00:00:00+00:00,1044394.5698453239,1097114.5331672216,1079302.260651731
2014-02-10 00:00:00+00:00,1044394.5698453239,1097114.5331672216,1081578.5348256351
2014-02-11 00:00:00+00:00,1048632.7860648842,1105855.4364233832,1085894.5294519512
2014-02-12 00:00:00+00:00,1048089.6277113073,1104735.2258500103,1085225.8058838334
2014-02-13 00:00:00+00:00,1053478.321729545,1115848.8761808001,1090975.9686717144
2014-02-14 00:00:00+00:00,1054922.8305379138,1118828.0332347397,1092253.5259755927
2014-02-18 00:00:00+00:00,1057446.7627692707,1124033.3947162,1095206.037859453
2014-02-19 00:00:00+00:00,1053211.5977986273,1115298.7843602137,1090886.8082912897
2014-02-20 00:00:00+00:00,1055982.0058243703,1121012.477876215,1094027.605644142
2014-02-21 00:00:00+00:00,1056582.456249101,1122250.8476999328,1094841.8960671287
2014-02-24 00:00:00+00:00,1060497.2334891243,1130324.6899372733,1099019.8452346537
2014-02-25 00:00:00+00:00,1060835.5107510744,1131022.353451187,1099432.138602401
2014-02-26 00:00:00+00:00,1060270.6139249308,1129857.3094205768,1098632.755554235
2014-02-27 00:00:00+00:00,1062560.0820906805,1134579.1118742884,1100844.469453028
2014-02-28 00:00:00+00:00,1061367.177091796,1132118.862880639,1099184.0671258746
2014-03-03 00:00:00+00:00,1057622.068346405,1124394.9451918283,1095444.9766997858
2014-03-04 00:00:00+00:00,1065942.787297038,1141555.607980462,1104117.5919719143
2014-03-05 00:00:00+00:00,1066626.501758802,1142965.7016744874,1104805.481816744
2014-03-06 00:00:00+00:00,1065370.2128220787,1140374.7295558392,1103154.9217082276
2014-03-07 00:00:00+00:00,1064434.3280145125,1138444.5593762028,1101806.7653082602
2014-03-10 00:00:00+00:00,1064396.1001967988,1138365.7182697044,1101835.2534484558
2014-03-11 00:00:00+00:00,1062430.919952039,1134312.727692893,1099706.9967791645
2014-03-12 00:00:00+00:00,1063188.0381081784,1135874.2092722794,1100619.0619556282
2014-03-13 00:00:00+00:00,1056387.5215278813,1121848.8140491755,1093312.9979617496
