date,PortfolioValue_copy,PortfolioValue_copy_scaled,PortfolioValue_fund
2014-03-31 00:00:00+00:00,,,1000000.0
2014-04-01 00:00:00+00:00,,,1003141.8474347782
2014-04-02 00:00:00+00:00,,,1005427.0170454027
2014-04-03 00:00:00+00:00,,,1004394.4354126255
2014-04-04 00:00:00+00:00,,,997100.855829394
2014-04-07 00:00:00+00:00,,,988749.0170815786
2014-04-08 00:00:00+00:00,,,991352.7332316751
2014-04-09 00:00:00+00:00,,,998707.8468381504
2014-04-10 00:00:00+00:00,,,986319.9188946828
2014-04-11 00:00:00+00:00,,,980238.5364131499
2014-04-14 00:00:00+00:00,,,984759.350835131
2014-04-15 00:00:00+00:00,,,987895.6244983175
2014-04-16 00:00:00+00:00,,,994748.6266844057
2014-04-17 00:00:00+00:00,,,998199.5317496245
2014-04-21 00:00:00+00:00,,,1001027.0912972896
2014-04-22 00:00:00+00:00,,,1003686.928716284
2014-04-23 00:00:00+00:00,,,1001878.3705715087
2014-04-24 00:00:00+00:00,,,1004393.8081156702
2014-04-25 00:00:00+00:00,,,998976.9780805474
2014-04-28 00:00:00+00:00,,,1002459.2017863833
2014-04-29 00:00:00+00:00,,,1004551.7041718925
2014-04-30 00:00:00+00:00,,,1005760.6665653117
2014-05-01 00:00:00+00:00,,,1005743.2121050996
2014-05-02 00:00:00+00:00,,,1006228.1029393293
2014-05-05 00:00:00+00:00,,,1006955.1262972925
2014-05-06 00:00:00+00:00,,,1001507.254429074
2014-05-07 00:00:00+00:00,,,1005849.707531808
2014-05-08 00:00:00+00:00,,,1004078.1009958534
2014-05-09 00:00:00+00:00,1000000.0,1000000.0,1005840.8953285695
2014-05-12 00:00:00+00:00,1006664.5937509557,1008556.4700590553,1012511.1569222435
2014-05-13 00:00:00+00:00,1006673.2539419404,1008567.58861596,1012540.8892918346
2014-05-14 00:00:00+00:00,1003208.9728028323,1004119.9029879082,1009187.9830949774
2014-05-15 00:00:00+00:00,997359.5790819116,996610.0435565654,1003293.1034966912
2014-05-16 00:00:00+00:00,1000941.8395299102,1001209.1992459341,1006948.4994403175
2014-05-19 00:00:00+00:00,1002835.3318175133,1003640.1966437282,1008864.060081728
2014-05-20 00:00:00+00:00,999004.5404170589,998721.9595920286,1004979.2016396297
2014-05-21 00:00:00+00:00,1004080.6156099793,1005238.9787876111,1010089.9256279033
2014-05-22 00:00:00+00:00,1006172.475882564,1007924.6548331361,1012099.4931441552
2014-05-23 00:00:00+00:00,1009540.9797364706,1012249.3749056285,1015484.8641133422
2014-05-27 00:00:00+00:00,1013826.6363947126,1017751.5996848025,1019769.2514799098
2014-05-28 00:00:00+00:00,1012453.9715208735,1015989.2768286739,1018439.3464473188
2014-05-29 00:00:00+00:00,1015838.1768651613,1020334.1555690985,1021927.8120081151
2014-05-30 00:00:00+00:00,1017454.9297139322,1022409.8555832843,1023600.6677588655
2014-06-02 00:00:00+00:00,1017908.5377172767,1022992.2291598595,1024007.9072202086
2014-06-03 00:00:00+00:00,1018487.9452613773,1023736.1129565838,1024647.7103304516
2014-06-04 00:00:00+00:00,1018661.179757664,1023958.523479425,1024853.0496417962
2014-06-05 00:00:00+00:00,1023897.8758682397,1030681.7590062848,1029993.1819969644
2014-06-06 00:00:00+00:00,1027777.871616863,1035663.1680302925,1033838.1348192334
2014-06-09 00:00:00+00:00,1029411.3142401688,1037760.2955405024,1035466.0032666724
2014-06-10 00:00:00+00:00,1030608.6417993114,1039297.508128924,1036620.3565933761
