date,PortfolioValue_copy,PortfolioValue_copy_scaled,PortfolioValue_fund
2009-09-30 00:00:00+00:00,,,1000000.0
2009-10-01 00:00:00+00:00,,,994726.201075623
2009-10-02 00:00:00+00:00,,,995451.0355000058
2009-10-05 00:00:00+00:00,,,999678.2115415535
2009-10-06 00:00:00+00:00,,,1000227.6850058802
2009-10-07 00:00:00+00:00,,,999605.4075755283
2009-10-08 00:00:00+00:00,,,1000718.4042832075
2009-10-09 00:00:00+00:00,,,999853.5706524854
2009-10-12 00:00:00+00:00,,,1001639.2160070754
2009-10-13 00:00:00+00:00,,,1001744.8372018249
2009-10-14 00:00:00+00:00,,,1007846.4425447785
2009-10-15 00:00:00+00:00,,,1010939.8729020556
2009-10-16 00:00:00+00:00,,,1006877.1532582707
2009-10-19 00:00:00+00:00,,,1007458.4850945142
2009-10-20 00:00:00+00:00,,,1007389.5438005275
2009-10-21 00:00:00+00:00,,,1001683.5929726018
2009-10-22 00:00:00+00:00,,,1004244.3642713262
2009-10-23 00:00:00+00:00,,,1001033.8194441223
2009-10-26 00:00:00+00:00,,,999607.0023513297
2009-10-27 00:00:00+00:00,,,997094.2771291366
2009-10-28 00:00:00+00:00,,,993672.6197704077
2009-10-29 00:00:00+00:00,,,999184.1849159376
2009-10-30 00:00:00+00:00,,,992192.2404786432
2009-11-02 00:00:00+00:00,,,994566.5087482571
2009-11-03 00:00:00+00:00,,,994855.7655203152
2009-11-04 00:00:00+00:00,,,992511.0043701157
2009-11-05 00:00:00+00:00,1000000.0,1000000.0,996579.5539665384
2009-11-06 00:00:00+00:00,1001165.934646227,1005157.7311877894,997759.0786495637
2009-11-09 00:00:00+00:00,1010090.2807044254,1044636.2544000001,1006568.916713549
2009-11-10 00:00:00+00:00,1012113.9650686006,1053588.402784238,1008566.2801961844
2009-11-11 00:00:00+00:00,1017342.0853360025,1076715.9760525613,1013690.7045851655
2009-11-12 00:00:00+00:00,1013280.5923531667,1058749.1979879863,1009683.593606008
2009-11-13 00:00:00+00:00,1015040.5951667409,1066534.901441901,1011428.2475801859
2009-11-16 00:00:00+00:00,1018218.948464052,1080594.9450132987,1014590.5032948921
2009-11-17 00:00:00+00:00,1019048.7457400496,1084265.7093256945,1015411.0734351717
2009-11-18 00:00:00+00:00,1016297.391085498,1072094.5745572303,1012689.8675690552
2009-11-19 00:00:00+00:00,1012554.3517457,1055536.536074995,1009003.6780612355
2009-11-20 00:00:00+00:00,1012515.0831057946,1055362.8238610239,1008952.6239122237
2009-11-23 00:00:00+00:00,1015861.8194824497,1070167.7416521208,1012243.6692694705
2009-11-24 00:00:00+00:00,1015049.1936768319,1066572.9385684314,1011433.4207128455
2009-11-25 00:00:00+00:00,1016369.7924892836,1072414.8557835869,1012756.9567029958
2009-11-27 00:00:00+00:00,1011133.414024608,1049250.7508264831,1007615.7975844247
2009-11-30 00:00:00+00:00,1014413.0055754029,1063758.6408522949,1010858.5951083875
2009-12-01 00:00:00+00:00,1015923.5855235991,1070440.9753516368,1012363.0555097517
2009-12-02 00:00:00+00:00,1017319.5566997349,1076616.3163930154,1013751.543228552
2009-12-03 00:00:00+00:00,1013832.7744148178,1061191.879187942,1010317.4622221917
2009-12-04 00:00:00+00:00,1018983.430656737,1083976.7757706922,1015395.2501512393
2009-12-07 00:00:00+00:00,1017455.2579531107,1077216.6164089926,1013891.9477054693
2009-12-08 00:00:00+00:00,1019700.4874246301,1087148.8112421017,1016132.3087157717
2009-12-09 00:00:00+00:00,1020511.2583313088,1090735.408831479,1016910.1071113162
2009-12-10 00:00:00+00:00,1021818.1256132144,1096516.5820387406,1018174.0509728226
2009-12-11 00:00:00+00:00,1023962.6644261451,1106003.3528064429,1020271.5156038557
2009-12-14 00:00:00+00:00,1027964.56666062,1123706.519988264,1024236.2099557193
2009-12-15 00:00:00+00:00,1026888.5122222563,1118946.3908039504,1023197.3040457529
2009-12-16 00:00:00+00:00,1024928.6121033395,1110276.4040246736,1021253.3375442012
2009-12-17 00:00:00+00:00,1017528.0863220947,1077538.786396204,1013910.161563942
2009-12-18 00:00:00+00:00,1018939.2236968764,1083781.217969637,1015300.1710140309
2009-12-21 00:00:00+00:00,1020674.3249564394,1091456.7647160864,1016994.495530987
2009-12-22 00:00:00+00:00,1020866.1920899792,1092305.5250662244,1017160.3014213364
2009-12-23 00:00:00+00:00,1022993.9391388675,1101718.0143076167,1019247.8230642623
2009-12-24 00:00:00+00:00,1024430.9802708217,1108075.036022685,1020633.0587465742
