date,PortfolioValue_copy,PortfolioValue_copy_scaled,PortfolioValue_fund
2009-03-31 00:00:00+00:00,,,1000000.0
2009-04-01 00:00:00+00:00,,,1009283.6816693649
2009-04-02 00:00:00+00:00,,,1024042.4754850772
2009-04-03 00:00:00+00:00,,,1030289.5709910424
2009-04-06 00:00:00+00:00,,,1024284.317839414
2009-04-07 00:00:00+00:00,,,1011444.9920042333
2009-04-08 00:00:00+00:00,,,1016713.1383182553
2009-04-09 00:00:00+00:00,,,1039331.2765091682
2009-04-13 00:00:00+00:00,,,1041841.6174485829
2009-04-14 00:00:00+00:00,,,1029910.830373526
2009-04-15 00:00:00+00:00,,,1039052.3633691046
2009-04-16 00:00:00+00:00,,,1045619.1453568025
2009-04-17 00:00:00+00:00,,,1048499.0043779208
2009-04-20 00:00:00+00:00,,,1022728.0655029241
2009-04-21 00:00:00+00:00,,,1034397.6026432068
2009-04-22 00:00:00+00:00,,,1030809.385948591
2009-04-23 00:00:00+00:00,,,1037142.9355937915
2009-04-24 00:00:00+00:00,,,1048105.5263456103
2009-04-27 00:00:00+00:00,,,1040300.0258536154
2009-04-28 00:00:00+00:00,,,1035657.4653539947
2009-04-29 00:00:00+00:00,,,1049668.4219320025
2009-04-30 00:00:00+00:00,,,1050528.2997410684
2009-05-01 00:00:00+00:00,,,1054351.4060732068
2009-05-04 00:00:00+00:00,,,1080101.289693168
2009-05-05 00:00:00+00:00,,,1077297.8641980037
2009-05-06 00:00:00+00:00,,,1092641.2939289543
2009-05-07 00:00:00+00:00,,,1081328.595387476
2009-05-08 00:00:00+00:00,,,1099131.5663913758
2009-05-11 00:00:00+00:00,,,1084669.5306025096
2009-05-12 00:00:00+00:00,,,1086303.5205858534
2009-05-13 00:00:00+00:00,,,1067352.92796027
2009-05-14 00:00:00+00:00,,,1075211.106598311
2009-05-15 00:00:00+00:00,1000000.0,1000000.0,1068269.9429496224
2009-05-18 00:00:00+00:00,1015366.322757076,1023527.495303148,1087801.2740621911
2009-05-19 00:00:00+00:00,1015727.7056407705,1024080.8114239385,1087310.4459577342
2009-05-20 00:00:00+00:00,1018009.849269001,1027575.0191366834,1088962.7763547613
2009-05-21 00:00:00+00:00,1010236.6115849244,1015673.3549588859,1079891.9461414907
2009-05-22 00:00:00+00:00,1011360.5501549653,1017394.225973097,1080705.0999709857
2009-05-26 00:00:00+00:00,1022834.7507290707,1034962.4629795944,1094272.6418113587
2009-05-27 00:00:00+00:00,1014323.6896119198,1021931.1116521361,1084083.0116237667
2009-05-28 00:00:00+00:00,1023824.5238323219,1036477.912212704,1095420.4046892845
2009-05-29 00:00:00+00:00,1033014.1057402996,1050548.1519568404,1105865.4447513805
2009-06-01 00:00:00+00:00,1047301.5553809832,1072423.7763094758,1122413.2913242169
2009-06-02 00:00:00+00:00,1046497.0308294528,1071191.962562841,1121086.675740412
2009-06-03 00:00:00+00:00,1035885.2594887918,1054944.1976081114,1108556.0639680163
2009-06-04 00:00:00+00:00,1044416.4162567573,1068006.3175415415,1119139.3286759178
2009-06-05 00:00:00+00:00,1042349.8221847059,1064842.1394169275,1116743.380125425
2009-06-08 00:00:00+00:00,1041545.9520376119,1063611.3276339723,1116009.0386626222
2009-06-09 00:00:00+00:00,1044856.815083685,1068680.6155825146,1119689.9078820304
2009-06-10 00:00:00+00:00,1042860.5174008348,1065624.0688016452,1117208.2886382367
2009-06-11 00:00:00+00:00,1046437.7124772613,1071101.139776242,1121177.4409616124
2009-06-12 00:00:00+00:00,1044531.744255614,1068182.8971301862,1119026.0965820993
2009-06-15 00:00:00+00:00,1031743.6725150748,1048602.981846075,1103999.3843963956
2009-06-16 00:00:00+00:00,1025489.6209003567,1039027.3551774778,1096407.2896424504
2009-06-17 00:00:00+00:00,1023035.1089989122,1035269.2330720339,1092640.6431487622
2009-06-18 00:00:00+00:00,1026556.4022162698,1040660.7122790053,1096702.1919115037
2009-06-19 00:00:00+00:00,1027796.381842333,1042559.2546491876,1098415.4649331993
2009-06-22 00:00:00+00:00,1010253.9699775327,1015699.9325277045,1077341.2528317638
2009-06-23 00:00:00+00:00,1012045.8737207457,1018443.5301709807,1079708.2582217818
2009-06-24 00:00:00+00:00,1016025.7960034795,1024537.2198776347,1084395.6117212046
2009-06-25 00:00:00+00:00,1028240.5187105368,1043239.2760339918,1098521.9938739834
2009-06-26 00:00:00+00:00,1027809.7592663933,1042579.7369263541,1098170.9231417817
2009-06-29 00:00:00+00:00,1031560.3796194353,1048322.3406797118,1102721.5867816512
2009-06-30 00:00:00+00:00,1025971.5532362934,1039765.2454944678,1102721.5867816512
2009-07-01 00:00:00+00:00,1029810.5010269786,1045643.0880689238,1105496.2683226059
2009-07-02 00:00:00+00:00,1015072.2933824079,1023077.3046595663,1084429.2332897359
2009-07-06 00:00:00+00:00,1014116.9470849971,1021614.5665744338,1086870.8797057434
2009-07-07 00:00:00+00:00,1004238.05965363,1006488.9258264034,1074738.3853263003
2009-07-08 00:00:00+00:00,1000683.1504477849,1001045.976920158,1074212.988725113
2009-07-09 00:00:00+00:00,1003637.5294364776,1005569.4493786666,1081329.3182924346
2009-07-10 00:00:00+00:00,1001123.254770799,1001719.8240439171,1078581.9075463943
2009-07-13 00:00:00+00:00,1014401.0130381798,1022049.5021465257,1101095.364666915
2009-07-14 00:00:00+00:00,1017481.49375223,1026766.049929428,1102941.4200908851
2009-07-15 00:00:00+00:00,1033623.3989549042,1051481.0454975707,1131284.5471585027
2009-07-16 00:00:00+00:00,1038933.8241718312,1059611.8785097455,1135779.2098800263
2009-07-17 00:00:00+00:00,1039103.7611506417,1059872.0703288293,1137109.0278086273
2009-07-20 00:00:00+00:00,1047224.5739368341,1072305.9094265345,1148574.2275095046
2009-07-21 00:00:00+00:00,1047640.8684493996,1072943.3011658564,1149352.2990166028
2009-07-22 00:00:00+00:00,1047178.5865855329,1072235.497838229,1149571.3080189605
2009-07-23 00:00:00+00:00,1059581.602307185,1091225.8508816508,1170848.3999860908
2009-07-24 00:00:00+00:00,1060479.1313453014,1092600.064515098,1175927.085299481
2009-07-27 00:00:00+00:00,1062501.5678740074,1095696.6326844823,1178906.6009037225
2009-07-28 00:00:00+00:00,1058748.2199937897,1089949.8527932272,1159128.3233019635
2009-07-29 00:00:00+00:00,1054995.9966651145,1084204.7947115125,1155544.660572041
2009-07-30 00:00:00+00:00,1061695.770189946,1094462.869634808,1162224.6239923136
2009-07-31 00:00:00+00:00,1063060.7352080382,1096552.7781028147,1162105.922605744
2009-08-03 00:00:00+00:00,1073377.3885812839,1112348.6856612102,1179032.9092462948
2009-08-04 00:00:00+00:00,1074087.782115758,1113436.3746815403,1178196.157662611
2009-08-05 00:00:00+00:00,1073047.4815517003,1111843.562463441,1175026.9165357826
2009-08-06 00:00:00+00:00,1071415.6783661293,1109345.0960189234,1167298.7438416604
2009-08-07 00:00:00+00:00,1076698.9149263147,1117434.3002690389,1176135.930722577
2009-08-10 00:00:00+00:00,1073040.8702990995,1111833.4399235877,1175565.58451605
2009-08-11 00:00:00+00:00,1065819.6736323978,1100777.0100057204,1162032.3674940078
2009-08-12 00:00:00+00:00,1071854.0364470407,1110016.2694579293,1169259.344785191
2009-08-13 00:00:00+00:00,1076621.0195388636,1117315.0340404578,1179333.5149145618
2009-08-14 00:00:00+00:00,1076621.0195388636,1117315.0340404578,1172037.9878033528
2009-08-17 00:00:00+00:00,1056470.1769581726,1088666.5901153984,1149012.283949445
2009-08-18 00:00:00+00:00,1067918.9813446177,1104943.3502141712,1162085.308552329
2009-08-19 00:00:00+00:00,1069984.6016671713,1107880.0417070545,1164242.0150801002
2009-08-20 00:00:00+00:00,1079529.5435848734,1121450.0813816863,1175087.4102627153
2009-08-21 00:00:00+00:00,1094107.5153445294,1142175.57734173,1191545.9825636917
2009-08-24 00:00:00+00:00,1097310.621809619,1146729.4323770057,1194927.9804554614
2009-08-25 00:00:00+00:00,1096235.7360086916,1145201.267712406,1193975.6408808506
2009-08-26 00:00:00+00:00,1095909.4271349,1144737.3545318216,1193454.344965642
2009-08-27 00:00:00+00:00,1095484.697404769,1144133.5164635999,1193086.4032047102
2009-08-28 00:00:00+00:00,1092305.7113879714,1139613.9534589227,1189649.1867947986
2009-08-31 00:00:00+00:00,1084074.2368892962,1127911.2698291163,1180302.8846412292
2009-09-01 00:00:00+00:00,1065690.3713596496,1101774.9363908032,1159308.7585006047
2009-09-02 00:00:00+00:00,1068991.8566988544,1106468.6566276052,1162697.6773594827
2009-09-03 00:00:00+00:00,1077663.3910464263,1118796.9731486568,1172678.1788105413
2009-09-04 00:00:00+00:00,1090840.830342066,1137531.3327281785,1187474.889759067
2009-09-08 00:00:00+00:00,1101449.2093957039,1152613.2605054881,1199342.1726734762
2009-09-09 00:00:00+00:00,1104261.1836443725,1156611.043042824,1202644.2994545982
2009-09-10 00:00:00+00:00,1113646.7170096172,1169954.451649402,1213161.6762279638
2009-09-11 00:00:00+00:00,1112732.3342628358,1168654.47410542,1211943.8741624074
2009-09-14 00:00:00+00:00,1115766.067980629,1172967.531981275,1215650.8878251503
2009-09-15 00:00:00+00:00,1117863.1633886038,1175948.9715890873,1218198.13469227
2009-09-16 00:00:00+00:00,1136174.0412470866,1201981.5384878048,1239050.2731742347
2009-09-17 00:00:00+00:00,1136986.7641620156,1203136.986294104,1239965.5277820914
2009-09-18 00:00:00+00:00,1137470.3428770327,1203824.4899379362,1240425.8670931892
2009-09-21 00:00:00+00:00,1133581.8541236375,1198296.2272085352,1236002.267269574
2009-09-22 00:00:00+00:00,1143635.4846266196,1212589.4692183726,1247469.694906962
2009-09-23 00:00:00+00:00,1138699.451946907,1205571.9137553314,1241786.3544342462
2009-09-24 00:00:00+00:00,1128357.083343009,1190868.172915979,1229892.4203643473
2009-09-25 00:00:00+00:00,1124409.244169678,1185255.5317209803,1225322.360686053
2009-09-28 00:00:00+00:00,1138713.5932542782,1205592.018445725,1241614.604946124
2009-09-29 00:00:00+00:00,1138790.6216056298,1205701.5296185457,1241562.5652684574
2009-09-30 00:00:00+00:00,1135824.9838856347,1201485.2837924415,1241562.5652684574
2009-10-01 00:00:00+00:00,1113198.809249151,1169317.6613857723,1218351.2786407492
2009-10-02 00:00:00+00:00,1112524.4548993162,1168358.9321068597,1217671.297423363
2009-10-05 00:00:00+00:00,1126043.1908054678,1187578.5129255885,1231749.6947949664
2009-10-06 00:00:00+00:00,1140610.2258875566,1208288.460216005,1245334.897845234
2009-10-07 00:00:00+00:00,1143667.842322532,1212635.472140244,1249231.744621486
2009-10-08 00:00:00+00:00,1151460.2803130574,1223713.9777618889,1257754.5596902561
2009-10-09 00:00:00+00:00,1153934.8581347344,1227232.083949193,1260393.673961414
2009-10-12 00:00:00+00:00,1160071.3637700437,1235956.35127871,1267632.0275032758
2009-10-13 00:00:00+00:00,1158282.9614593172,1233413.780509814,1266057.2348627541
2009-10-14 00:00:00+00:00,1177726.209451086,1261056.2375228496,1286885.5177413176
2009-10-15 00:00:00+00:00,1182392.845082521,1267690.7913223,1291689.089741711
2009-10-16 00:00:00+00:00,1172712.85853421,1253928.758756458,1279328.4609216864
2009-10-19 00:00:00+00:00,1182134.0708231605,1267322.8920729829,1289115.721786988
2009-10-20 00:00:00+00:00,1176374.8336713435,1259134.987178473,1282977.6505517578
2009-10-21 00:00:00+00:00,1166696.0001560585,1245374.593879171,1270860.1288033861
2009-10-22 00:00:00+00:00,1170034.0461234413,1250120.2923447762,1277272.484920215
2009-10-23 00:00:00+00:00,1162239.632083155,1239038.977374066,1270167.9522130578
2009-10-26 00:00:00+00:00,1147393.1397581669,1217931.7258458447,1255105.6374586334
2009-10-27 00:00:00+00:00,1142770.1097130957,1211359.166089113,1249625.748483704
2009-10-28 00:00:00+00:00,1125153.5491033674,1186313.709713814,1229933.427186363
2009-10-29 00:00:00+00:00,1152463.4470558884,1225140.1794735247,1258893.3061807798
2009-10-30 00:00:00+00:00,1121981.0706366512,1181803.3984901898,1227686.838866419
2009-11-02 00:00:00+00:00,1129974.719202798,1193167.9650976097,1234569.212125188
2009-11-03 00:00:00+00:00,1127593.9164979546,1189783.1789521559,1232198.010944875
2009-11-04 00:00:00+00:00,1128691.3082323428,1191343.340292336,1234220.819220008
2009-11-05 00:00:00+00:00,1144750.2230628147,1214174.2923567875,1250071.3056678264
2009-11-06 00:00:00+00:00,1146813.8302775482,1217108.1218151788,1251606.991383696
2009-11-09 00:00:00+00:00,1168826.2661398384,1248403.1920798367,1274507.5542601945
2009-11-10 00:00:00+00:00,1169676.4657451462,1249611.9204801621,1276317.9589200425
2009-11-11 00:00:00+00:00,1172044.66017413,1252978.7814454397,1279548.8537094006
2009-11-12 00:00:00+00:00,1164153.1191182751,1241759.38103994,1270315.113706827
2009-11-13 00:00:00+00:00,1164153.1191182751,1241759.38103994,1277956.0336036168
2009-11-16 00:00:00+00:00,1177248.7983475532,1261662.3524583138,1292284.0449611966
2009-11-17 00:00:00+00:00,1177760.5816195714,1262440.1668547299,1292966.465825996
2009-11-18 00:00:00+00:00,1178289.9939932583,1263244.7741727275,1293350.4375290335
2009-11-19 00:00:00+00:00,1165815.4820877141,1244285.8603533416,1279739.2481483398
2009-11-20 00:00:00+00:00,1158813.2792004056,1233643.8278560748,1272228.6349487002
2009-11-23 00:00:00+00:00,1171442.2831704686,1252837.5405805537,1286135.713753885
2009-11-24 00:00:00+00:00,1169224.0860173036,1249466.297763224,1283898.5778876336
2009-11-25 00:00:00+00:00,1172965.0487398312,1255151.8580797294,1288169.1890682047
2009-11-27 00:00:00+00:00,1154280.5704530566,1226754.9623709915,1267671.0923261514
2009-11-30 00:00:00+00:00,1158778.7881139917,1233591.407886475,1272515.4538381957
2009-12-01 00:00:00+00:00,1170795.4116731775,1251854.4174682254,1285954.4152794313
2009-12-02 00:00:00+00:00,1169234.9581302411,1249482.8213317434,1284584.465664798
2009-12-03 00:00:00+00:00,1164065.8977200713,1241626.8209057823,1278711.764503992
2009-12-04 00:00:00+00:00,1167986.227216152,1247584.9850105243,1282483.4640475293
2009-12-07 00:00:00+00:00,1163341.5255816188,1240525.9113832235,1277363.6014529176
2009-12-08 00:00:00+00:00,1152097.075482766,1223436.4603502103,1264998.4756744485
2009-12-09 00:00:00+00:00,1153850.165047553,1226100.827038713,1267094.2356719617
2009-12-10 00:00:00+00:00,1157901.223581816,1232257.6747141916,1271956.2409382134
2009-12-11 00:00:00+00:00,1157548.3602021849,1231721.388689127,1271479.1604371727
2009-12-14 00:00:00+00:00,1168526.2723612178,1248405.7521428503,1283204.992721988
2009-12-15 00:00:00+00:00,1163110.8239898295,1240175.2883183814,1277434.1810083739
2009-12-16 00:00:00+00:00,1172808.1012793453,1254913.3274341978,1287596.6748170978
2009-12-17 00:00:00+00:00,1157827.491605089,1232145.6159656749,1271033.9866716294
2009-12-18 00:00:00+00:00,1158407.1057785014,1233026.5205850636,1271907.0814492502
2009-12-21 00:00:00+00:00,1164928.3633765222,1242937.6066244256,1279222.500274174
2009-12-22 00:00:00+00:00,1166214.2651799899,1244891.9357121473,1280944.6430507568
2009-12-23 00:00:00+00:00,1169456.1149763993,1249818.9381769255,1285007.1403193914
2009-12-24 00:00:00+00:00,1173506.269358976,1255974.411711754,1289516.2272053976
2009-12-28 00:00:00+00:00,1175146.7436742585,1258467.6243842703,1291321.001456167
2009-12-29 00:00:00+00:00,1173892.6017472595,1256561.5643402946,1289918.0029777216
2009-12-30 00:00:00+00:00,1171547.4631487727,1252997.3943815918,1287374.6652843072
2009-12-31 00:00:00+00:00,1165199.313501328,1243349.3998957328,1287374.6652843072
2010-01-04 00:00:00+00:00,1181442.6418032343,1268036.2063814416,1304392.3354462835
2010-01-05 00:00:00+00:00,1185695.695180332,1274500.048258077,1307807.9737230341
2010-01-06 00:00:00+00:00,1184159.8567688344,1272165.8624955746,1309049.5292970838
2010-01-07 00:00:00+00:00,1188237.6800753744,1278363.387595135,1312336.0485969025
2010-01-08 00:00:00+00:00,1195988.9663126152,1290143.8860125463,1320141.5452397205
2010-01-11 00:00:00+00:00,1196545.2971493872,1290989.4043357715,1322702.2605577435
2010-01-12 00:00:00+00:00,1185278.831196906,1273866.49334258,1313153.3229679717
2010-01-13 00:00:00+00:00,1189385.8707071068,1280108.4215812397,1318839.4140642337
2010-01-14 00:00:00+00:00,1189293.3641133094,1279967.8289430018,1319561.9227398788
2010-01-15 00:00:00+00:00,1175250.8416436007,1258625.8337350232,1307737.9048832536
2010-01-19 00:00:00+00:00,1184424.4188679291,1272567.9471682732,1316584.8266045633
2010-01-20 00:00:00+00:00,1172224.9321061862,1254027.0198832678,1304954.0806568337
2010-01-21 00:00:00+00:00,1150393.42481218,1220847.2314900716,1281271.619183088
2010-01-22 00:00:00+00:00,1129896.97329183,1189696.4769820068,1263108.6429299125
2010-01-25 00:00:00+00:00,1136230.2802592688,1199321.9133835728,1269471.5642778068
2010-01-26 00:00:00+00:00,1129843.4546048641,1189615.1386353371,1264521.963654156
2010-01-27 00:00:00+00:00,1133571.7169611617,1195281.3967818934,1268014.5769551634
2010-01-28 00:00:00+00:00,1125475.5032303506,1182976.6733948758,1259467.7477584744
2010-01-29 00:00:00+00:00,1118262.5243673294,1172014.3010246758,1251400.6759862152
2010-02-01 00:00:00+00:00,1131393.1310056122,1191970.3555409906,1264639.2171208926
2010-02-02 00:00:00+00:00,1143996.2573666489,1211124.7391628085,1278021.3232395996
2010-02-03 00:00:00+00:00,1138218.2726641495,1202343.2882448188,1271655.3159951628
2010-02-04 00:00:00+00:00,1110087.8108422854,1159590.2727025256,1241746.5400016238
2010-02-05 00:00:00+00:00,1110782.2742224818,1160645.7265331491,1242165.2581824216
2010-02-08 00:00:00+00:00,1102609.1760095344,1148224.1531818276,1233709.3457870164
2010-02-09 00:00:00+00:00,1120549.2652099943,1175489.7173689485,1249788.340609313
2010-02-10 00:00:00+00:00,1120395.4986664033,1175256.021119322,1249906.5841039263
2010-02-11 00:00:00+00:00,1126768.7661249894,1184942.1899578422,1259569.4311117015
2010-02-12 00:00:00+00:00,1126768.7661249894,1184942.1899578422,1256392.3204332036
2010-02-16 00:00:00+00:00,1142029.1318358374,1205933.731964668,1272732.2010409404
2010-02-17 00:00:00+00:00,1144238.661254114,1208973.071288372,1275333.649967425
2010-02-18 00:00:00+00:00,1151244.2932122676,1218609.7353317118,1282836.9279558198
2010-02-19 00:00:00+00:00,1153055.0782966255,1221100.5780732203,1284881.466649488
2010-02-22 00:00:00+00:00,1152361.7988993027,1220146.930967566,1284229.650799242
2010-02-23 00:00:00+00:00,1137865.2834029957,1200206.110428972,1268645.4540150566
2010-02-24 00:00:00+00:00,1146173.0752446055,1211633.9729541244,1277771.6532448658
2010-02-25 00:00:00+00:00,1145821.2704577905,1211150.044514888,1277467.386690252
2010-02-26 00:00:00+00:00,1146056.0645992104,1211473.0178417375,1277478.8818692057
2010-03-01 00:00:00+00:00,1155386.9190123803,1224308.1638719798,1287595.6168538353
2010-03-02 00:00:00+00:00,1159740.1263156133,1230296.2598129099,1292321.8334200876
2010-03-03 00:00:00+00:00,1162724.521388235,1234401.4729984219,1295334.9823390462
2010-03-04 00:00:00+00:00,1166901.4996999605,1240147.1554645933,1299710.208344094
2010-03-05 00:00:00+00:00,1180261.3353350651,1258524.4051486715,1314223.7886859984
2010-03-08 00:00:00+00:00,1181354.1658868259,1260027.6586662014,1315387.937346919
2010-03-09 00:00:00+00:00,1184179.2038923656,1263913.6667139647,1318476.68851796
