ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
N/A,Sigma-Aldrich Corp.,826552101,2669000.0,19625,1.806136397471815,2014-10-29,2014-09-30,0001035912-14-000008
DIS,Walt Disney,254687106,2176000.0,24442,1.4725188463464478,2014-10-29,2014-09-30,0001035912-14-000008
AAPL,Apple,037833100,2166000.0,21502,1.4657517560599294,2014-10-29,2014-09-30,0001035912-14-000008
NKE,Nike,654106103,2152000.0,24130,1.4562778296588035,2014-10-29,2014-09-30,0001035912-14-000008
PEP,PepsiCo,713448108,2148000.0,23070,1.4535709935441958,2014-10-29,2014-09-30,0001035912-14-000008
JNJ,Johnson & Johnson,478160104,2146000.0,20132,1.452217575486892,2014-10-29,2014-09-30,0001035912-14-000008
TMO,Thermo Fisher Scientific,883556102,2114000.0,17374,1.4305628865700326,2014-10-29,2014-09-30,0001035912-14-000008
AMGN,Amgen,031162100,2108000.0,15009,1.4265026323981216,2014-10-29,2014-09-30,0001035912-14-000008
BALL,Ball Corp.,058498106,2074000.0,32784,1.4034945254239584,2014-10-29,2014-09-30,0001035912-14-000008
JPM,J.P. Morgan Chase,46625H100,2065000.0,34275,1.3974041441660914,2014-10-29,2014-09-30,0001035912-14-000008
ECL,Ecolab,278865100,2058000.0,17925,1.3926671809655284,2014-10-29,2014-09-30,0001035912-14-000008
N/A,Visa,92826c839,2053000.0,9623,1.389283635822269,2014-10-29,2014-09-30,0001035912-14-000008
FI,Fiserv,337738108,2046000.0,31651,1.3845466726217062,2014-10-29,2014-09-30,0001035912-14-000008
N/A,"Allergan, Inc.",018490102,2031000.0,11397,1.3743960371919282,2014-10-29,2014-09-30,0001035912-14-000008
SYK,Stryker,863667101,2020000.0,25010,1.3669522378767578,2014-10-29,2014-09-30,0001035912-14-000008
CL,Colgate Palmolive,194162103,2018000.0,30937,1.365598819819454,2014-10-29,2014-09-30,0001035912-14-000008
PG,Procter & Gamble,742718109,2017000.0,24086,1.3649221107908023,2014-10-29,2014-09-30,0001035912-14-000008
XOM,ExxonMobil,30231G102,2005000.0,21317,1.3568016024469798,2014-10-29,2014-09-30,0001035912-14-000008
COST,Costco,22160K105,1986000.0,15846,1.3439441309025946,2014-10-29,2014-09-30,0001035912-14-000008
CHD,Church & Dwight,171340102,1983000.0,28258,1.341914003816639,2014-10-29,2014-09-30,0001035912-14-000008
SLB,Schlumberger Ltd.,806857108,1974000.0,19412,1.335823622558772,2014-10-29,2014-09-30,0001035912-14-000008
AXP,American Express,025816109,1955000.0,22337,1.3229661510143869,2014-10-29,2014-09-30,0001035912-14-000008
ITW,Illinois Tool Works,452308109,1954000.0,23142,1.322289441985735,2014-10-29,2014-09-30,0001035912-14-000008
UTXZ,United Technologies,913017109,1942000.0,18391,1.3141689336419127,2014-10-29,2014-09-30,0001035912-14-000008
CTSH,Cognizant Tech,192446102,1937000.0,43275,1.3107853884986533,2014-10-29,2014-09-30,0001035912-14-000008
N/A,Oracle Corp.,68389x105,1927000.0,50351,1.3040182982121347,2014-10-29,2014-09-30,0001035912-14-000008
QCOM,Qualcomm,747525103,1882000.0,25168,1.273566391922801,2014-10-29,2014-09-30,0001035912-14-000008
N/A,Express Scripts,30219g108,1874000.0,26526,1.2681527196935862,2014-10-29,2014-09-30,0001035912-14-000008
CVX,Chevron Corp.,166764100,1850000.0,15507,1.2519117030059415,2014-10-29,2014-09-30,0001035912-14-000008
N/A,Actavis,g0083b108,1843000.0,7639,1.2471747398053785,2014-10-29,2014-09-30,0001035912-14-000008
GIS,General Mills,370334104,1789000.0,35456,1.210632452258178,2014-10-29,2014-09-30,0001035912-14-000008
IBM,IBM,459200101,1780000.0,9379,1.2045420710003114,2014-10-29,2014-09-30,0001035912-14-000008
ADP,Automatic Data Processing,053015103,1775000.0,21360,1.2011585258570519,2014-10-29,2014-09-30,0001035912-14-000008
WMT,Wal-Mart,931142103,1757000.0,22979,1.1889777633413185,2014-10-29,2014-09-30,0001035912-14-000008
AFL,AFLAC,001055102,1755000.0,30121,1.1876243452840147,2014-10-29,2014-09-30,0001035912-14-000008
MMM,3M Co.,88579Y101,1734000.0,12238,1.1734134556823257,2014-10-29,2014-09-30,0001035912-14-000008
DOV,Dover,260003108,1728000.0,21512,1.1693532015104144,2014-10-29,2014-09-30,0001035912-14-000008
EMR,Emerson Electric,291011104,1702000.0,27202,1.151758766765466,2014-10-29,2014-09-30,0001035912-14-000008
APH,Amphenol,032095101,1661000.0,16636,1.12401369659074,2014-10-29,2014-09-30,0001035912-14-000008
N/A,AT&T,00206r102,1625000.0,46125,1.0996521715592729,2014-10-29,2014-09-30,0001035912-14-000008
N/A,Walgreen,931422109,1620000.0,27325,1.0962686264160135,2014-10-29,2014-09-30,0001035912-14-000008
APC,Anadarko Petroleum,032511107,1617000.0,15942,1.094238499330058,2014-10-29,2014-09-30,0001035912-14-000008
