ticker,nameOfIssuer,cusip,value,shares,allocation_percent,filingDate,reportDate,accessionNumber
TSLA,TESLA INC,88160R101,322855211000.0,1836596,13.570328594841898,2024-05-15,2024-03-31,0001172661-24-002329
AMZN,AMAZON COM INC,023135106,281720731000.0,1561818,11.84135414698034,2024-05-15,2024-03-31,0001172661-24-002329
MSFT,MICROSOFT CORP,594918104,259752528000.0,617400,10.917981306180222,2024-05-15,2024-03-31,0001172661-24-002329
NOW,SERVICENOW INC,81762P102,239390550000.0,313996,10.062121704456334,2024-05-15,2024-03-31,0001172661-24-002329
XYZ,BLOCK INC,852234103,190224564000.0,2249049,7.9955650469291415,2024-05-15,2024-03-31,0001172661-24-002329
WDAY,WORKDAY INC,98138H101,148392911000.0,544062,6.23728685430798,2024-05-15,2024-03-31,0001172661-24-002329
SPOT,SPOTIFY TECHNOLOGY S A,L8681T102,139626059000.0,529087,5.8687964030810775,2024-05-15,2024-03-31,0001172661-24-002329
N/A,ASML HOLDING N V,N07059210,126708445000.0,130564,5.325840115962855,2024-05-15,2024-03-31,0001172661-24-002329
META,META PLATFORMS INC,30303M102,110662711000.0,227898,4.651401929721448,2024-05-15,2024-03-31,0001172661-24-002329
INTU,INTUIT,461202103,86880300000.0,133662,3.651773857905743,2024-05-15,2024-03-31,0001172661-24-002329
V,VISA INC,92826C839,74994936000.0,268722,3.152205353343788,2024-05-15,2024-03-31,0001172661-24-002329
PLTR,PALANTIR TECHNOLOGIES INC,69608A108,70678091000.0,3071625,2.970758676483428,2024-05-15,2024-03-31,0001172661-24-002329
ABNB,AIRBNB INC,009066101,60446788000.0,366433,2.5407140653608535,2024-05-15,2024-03-31,0001172661-24-002329
COST,COSTCO WHSL CORP NEW,22160K105,53694453000.0,73290,2.2568982816581964,2024-05-15,2024-03-31,0001172661-24-002329
CRM,SALESFORCE INC,79466L302,51564124000.0,171207,2.1673557760391033,2024-05-15,2024-03-31,0001172661-24-002329
ISRG,INTUITIVE SURGICAL INC,46120E602,47111377000.0,118047,1.9801968333274849,2024-05-15,2024-03-31,0001172661-24-002329
GOOGL,ALPHABET INC,02079K305,43390866000.0,287490,1.823815411902251,2024-05-15,2024-03-31,0001172661-24-002329
MA,MASTERCARD INCORPORATED,57636Q104,42942078000.0,89171,1.8049518457527118,2024-05-15,2024-03-31,0001172661-24-002329
ROKU,ROKU INC,77543R102,24970146000.0,383154,1.049551237632578,2024-05-15,2024-03-31,0001172661-24-002329
NFLX,NETFLIX INC,64110L106,1290576000.0,2125,0.05424580369129206,2024-05-15,2024-03-31,0001172661-24-002329
AXON,AXON ENTERPRISE INC,05464C101,1081000000.0,3455,0.045436854389270157,2024-05-15,2024-03-31,0001172661-24-002329
W,WAYFAIR INC,94419L101,528106000.0,7780,0.022197479578260782,2024-05-15,2024-03-31,0001172661-24-002329
COUR,COURSERA INC,22266M104,219413000.0,15650,0.009222420473739994,2024-05-15,2024-03-31,0001172661-24-002329
